time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.355,0.8069,0.5,-0.3069,0.0
0.404,0.8069,0.5,-0.3069,0.0
0.454,0.806,0.5,-0.306,0.0
0.504,0.8066,0.5,-0.3066,0.0
0.554,0.806,0.5,-0.306,0.0
0.604,0.8062,0.5,-0.3062,0.0
0.654,0.8062,0.5,-0.3062,0.0
0.704,0.8062,0.5,-0.3062,0.0
0.754,0.8062,0.5,-0.3062,0.0
0.804,0.8062,0.5,-0.3062,0.0
0.854,0.8062,0.5,-0.3062,0.0
0.904,0.8062,0.5,-0.3062,0.0
0.954,0.8062,0.5,-0.3062,0.0
1.004,0.8062,0.5,-0.3062,0.0
1.054,0.8062,0.5,-0.3062,0.0
1.104,0.8062,0.5,-0.3062,0.0
1.154,0.8062,0.5,-0.3062,0.0
1.204,0.8062,0.5,-0.3062,0.0
1.254,0.8062,0.5,-0.3062,0.0
1.304,0.8062,0.5,-0.3062,0.0
1.354,0.8062,0.5,-0.3062,0.0
1.404,0.8062,0.5,-0.3062,0.0
1.454,0.8062,0.5,-0.3062,0.0
1.504,0.8062,0.5,-0.3062,0.0
1.554,0.8062,0.5,-0.3062,0.0
1.604,0.8062,0.5,-0.3062,0.0
1.654,0.8062,0.5,-0.3062,0.0
1.704,0.8062,0.5,-0.3062,0.0
1.754,0.8062,0.5,-0.3062,0.0
1.804,0.8062,0.5,-0.3062,0.0
1.854,0.8062,0.5,-0.3062,0.0
1.904,0.8064,0.5,-0.3064,0.0
1.954,0.8064,0.5,-0.3064,0.0
2.004,0.8064,0.5,-0.3064,0.0
2.054,0.8064,0.5,-0.3064,0.0
2.104,0.8064,0.5,-0.3064,0.0
2.154,0.8064,0.5,-0.3064,0.0
2.204,0.8064,0.5,-0.3064,0.0
2.259,0.8063,0.5,-0.3063,0.0
2.314,0.8063,0.5,-0.3063,0.0
2.369,0.8064,0.5,-0.3064,0.0
2.418,0.8063,0.5,-0.3063,0.0
2.468,0.8063,0.5,-0.3063,0.0
2.518,0.8063,0.5,-0.3063,0.0
2.568,0.8064,0.5,-0.3064,0.0
2.618,0.8064,0.5,-0.3064,0.0
2.668,0.8063,0.5,-0.3063,0.0
2.718,0.8063,0.5,-0.3063,0.0
2.768,0.8063,0.5,-0.3063,0.0
2.818,0.8063,0.5,-0.3063,0.0
2.868,0.8063,0.5,-0.3063,0.0
2.918,0.8061,0.5,-0.3061,0.0
2.968,0.8061,0.5,-0.3061,0.0
3.018,0.8061,0.5,-0.3061,0.0
3.068,0.806,0.5,-0.306,0.0
3.118,0.806,0.5,-0.306,0.0
3.168,0.8059,0.5,-0.3059,0.0
3.218,0.8057,0.5,-0.3057,0.0
3.268,0.8053,0.5,-0.3053,-0.002
3.318,0.8053,0.5,-0.3053,-0.002
3.368,0.8049,0.5,-0.3049,-0.002
3.418,0.8046,0.5,-0.3046,-0.002
3.468,0.8043,0.5,-0.3043,-0.004
3.518,0.8038,0.5,-0.3038,-0.006
3.568,0.8034,0.5,-0.3034,-0.006
3.618,0.8026,0.5,-0.3026,-0.008
3.668,0.8023,0.5,-0.3023,-0.008
3.718,0.802,0.5,-0.302,-0.006
3.768,0.801,0.5,-0.301,-0.008
3.818,0.7999,0.5,-0.2999,-0.008
3.868,0.7991,0.5,-0.2991,-0.01
3.918,0.799,0.5,-0.299,-0.01
3.968,0.7981,0.5,-0.2981,-0.016
4.018,0.7972,0.5,-0.2972,-0.016
4.068,0.796,0.5,-0.296,-0.018
4.118,0.7947,0.5,-0.2947,-0.018
4.168,0.794,0.5,-0.294,-0.018
4.218,0.7925,0.5,-0.2925,-0.018
4.268,0.7916,0.5,-0.2916,-0.018
4.318,0.7908,0.5,-0.2908,-0.018
4.368,0.7895,0.5,-0.2895,-0.018
4.418,0.788,0.5,-0.288,-0.024
4.468,0.7873,0.5,-0.2873,-0.024
4.518,0.7856,0.5,-0.2856,-0.026
4.568,0.7839,0.5,-0.2839,-0.026
4.618,0.7831,0.5,-0.2831,-0.026
4.668,0.7808,0.5,-0.2808,-0.026
4.718,0.7802,0.5,-0.2802,-0.026
4.768,0.7792,0.5,-0.2792,-0.026
4.818,0.7777,0.5,-0.2777,-0.03
4.868,0.7761,0.5,-0.2761,-0.03
4.918,0.7755,0.5,-0.2755,-0.03
4.968,0.7734,0.5,-0.2734,-0.03
5.018,0.7725,0.5,-0.2725,-0.02
5.068,0.7724,0.5,-0.2724,-0.02
5.118,0.7711,0.5,-0.2711,-0.02
5.168,0.77,0.5,-0.27,-0.022
5.218,0.7697,0.5,-0.2697,-0.022
5.268,0.7683,0.5,-0.2683,-0.022
5.318,0.7682,0.5,-0.2682,-0.018
5.368,0.7681,0.5,-0.2681,-0.018
5.418,0.768,0.5,-0.268,-0.006
5.468,0.7676,0.5,-0.2676,-0.006
5.518,0.7673,0.5,-0.2673,-0.006
5.568,0.7671,0.5,-0.2671,-0.006
5.618,0.7667,0.5,-0.2667,-0.006
