time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,2205,0,0.8315,1094.54,22.81,1,11.54
401,2204,0,0.8316,1094.55,22.87,1,11.54
451,2204,0,0.8307,1094.46,22.90,1,11.55
501,2204,0,0.8313,1094.52,22.93,1,11.54
551,2204,0,0.8319,1094.58,22.94,1,11.54
601,2204,0,0.8311,1094.50,22.96,1,11.54
651,2204,0,0.8320,1094.59,22.96,1,11.54
701,2204,0,0.8316,1094.55,22.97,1,11.54
751,2204,0,0.8312,1094.51,22.97,1,11.54
801,2204,0,0.8321,1094.60,22.98,1,11.54
851,2204,0,0.8318,1094.57,22.98,1,11.54
901,2204,0,0.8306,1094.45,22.98,1,11.54
951,2204,0,0.8308,1094.47,22.98,1,11.54
1001,2204,0,0.8313,1094.52,22.98,1,11.54
1051,2204,0,0.8309,1094.48,22.99,1,11.51
1101,2203,0,0.8309,1094.48,22.99,1,11.54
1151,2204,0,0.8314,1094.53,22.99,1,11.54
1201,2204,0,0.8305,1094.44,22.99,1,11.54
1251,2204,0,0.8308,1094.47,22.99,1,11.54
1301,2204,0,0.8313,1094.52,22.99,1,11.54
1351,2204,0,0.8306,1094.45,22.99,1,11.54
1406,2203,-181,0.8307,1094.46,22.98,1,11.51
1456,2198,-181,0.8312,1094.51,22.99,1,11.51
1506,2184,-255,0.8311,1094.50,22.99,1,11.50
1556,2149,-255,0.8313,1094.52,22.99,1,11.51
1606,2111,-255,0.8315,1094.54,22.99,1,11.51
1656,2074,-255,0.8310,1094.49,22.99,1,11.51
1706,2034,-255,0.8314,1094.53,22.99,1,11.51
1756,1994,-255,0.8311,1094.50,23.00,1,11.51
1806,1956,-255,0.8317,1094.56,23.00,1,11.51
1856,1916,-255,0.8315,1094.54,23.00,1,11.51
1906,1867,-250,0.8313,1094.52,22.99,1,11.51
1956,1835,-250,0.8319,1094.58,22.99,1,11.51
2006,1814,-233,0.8310,1094.49,23.00,1,11.51
2056,1764,-233,0.8317,1094.56,23.00,1,11.51
2106,1744,-222,0.8319,1094.58,23.00,1,11.51
2156,1714,-212,0.8315,1094.54,23.00,1,11.51
2206,1682,-212,0.8315,1094.54,23.00,1,11.51
2256,1658,-203,0.8320,1094.59,23.00,1,11.51
2306,1650,-203,0.8316,1094.55,23.00,1,11.51
2356,1613,-192,0.8319,1094.58,23.00,1,11.51
2406,1603,-202,0.8316,1094.55,23.00,1,11.51
2456,1584,-202,0.8316,1094.55,23.00,1,11.51
2506,1560,-193,0.8314,1094.53,23.00,1,11.51
2556,1536,-193,0.8312,1094.51,23.00,1,11.51
2606,1528,-185,0.8312,1094.51,23.00,1,11.51
2656,1502,-180,0.8310,1094.49,23.00,1,11.51
2706,1494,-180,0.8308,1094.47,23.00,1,11.51
2756,1443,-173,0.8308,1094.47,23.00,1,11.54
2806,1461,-173,0.8309,1094.48,23.00,1,11.51
2856,1465,-162,0.8309,1094.48,23.00,1,11.54
2906,1465,-162,0.8304,1094.43,23.00,1,11.51
2956,1440,-166,0.8306,1094.45,23.00,1,11.51
3006,1451,-166,0.8305,1094.44,23.00,1,11.51
3056,1434,-161,0.8304,1094.43,23.00,1,11.54
3106,1442,-161,0.8297,1094.37,23.00,1,11.51
3156,1433,-160,0.8297,1094.37,23.00,1,11.51
3206,1431,-160,0.8292,1094.32,23.00,1,11.51
3256,1421,-160,0.8290,1094.30,23.00,1,11.51
3306,1410,-160,0.8282,1094.22,23.00,1,11.54
3356,1401,-157,0.8276,1094.16,23.00,1,11.54
3406,1416,157,0.8269,1094.09,23.00,1,11.51
3456,1410,157,0.8259,1093.99,23.00,1,11.54
3506,1412,156,0.8254,1093.94,23.00,1,11.54
3556,1436,156,0.8236,1093.77,23.00,1,11.51
3606,1448,156,0.8229,1093.70,23.00,1,11.54
3656,1465,152,0.8220,1093.61,23.00,1,11.54
3706,1468,152,0.8203,1093.44,23.00,1,11.54
3756,1476,-154,0.8188,1093.30,23.00,1,11.54
3806,1488,-155,0.8172,1093.14,23.00,1,11.51
3856,1483,-155,0.8149,1092.91,23.00,1,11.54
3906,1475,-159,0.8128,1092.71,23.00,1,11.54
3956,1470,-159,0.8108,1092.51,23.00,1,11.54
4006,1475,-156,0.8079,1092.23,23.00,1,11.54
4056,1465,-156,0.8054,1091.98,23.00,1,11.54
4106,1464,-156,0.8029,1091.74,23.00,1,11.51
4156,1443,-154,0.7989,1091.35,23.00,1,11.51
4206,1461,-154,0.7962,1091.08,23.00,1,11.54
4256,1452,0,0.7932,1090.79,23.00,1,11.54
4307,1455,-151,0.7890,1090.37,23.00,1,11.54
4356,1440,-151,0.7850,1089.98,23.00,1,11.51
4406,1448,160,0.7818,1089.67,23.00,1,11.54
4456,1459,160,0.7771,1089.21,23.00,1,11.54
4506,1454,161,0.7730,1088.81,23.00,1,11.54
4556,1474,161,0.7701,1088.52,23.00,1,11.54
4606,1491,160,0.7644,1087.96,23.00,1,11.54
4656,1507,156,0.7596,1087.49,23.00,1,11.51
4706,1516,156,0.7559,1087.13,23.00,1,11.54
4756,1533,0,0.7508,1086.63,23.01,1,11.54
4806,1543,0,0.7461,1086.17,23.00,1,11.54
4856,1546,-155,0.7413,1085.70,23.00,1,11.51
4906,1550,-157,0.7362,1085.20,23.01,1,11.51
4956,1530,-157,0.7309,1084.68,23.00,1,11.51
5006,1518,-159,0.7263,1084.23,23.01,1,11.51
5056,1524,-159,0.7208,1083.69,23.01,1,11.51
5106,1520,-152,0.7160,1083.22,23.01,1,11.54
5156,1515,-154,0.7104,1082.67,23.01,1,11.54
5206,1518,-154,0.7052,1082.16,23.01,1,11.51
5256,1509,-152,0.7011,1081.75,23.00,1,11.54
5306,1510,-152,0.6960,1081.25,23.01,1,11.51
5356,1500,-151,0.6911,1080.77,23.01,1,11.54
5406,1499,161,0.6865,1080.32,23.01,1,11.51
5456,1494,161,0.6809,1079.77,23.01,1,11.54
5506,1511,163,0.6765,1079.34,23.01,1,11.54
5556,1531,163,0.6722,1078.92,23.01,1,11.54
5606,1556,161,0.6678,1078.49,23.01,1,11.51
5656,1576,161,0.6636,1078.08,23.01,1,11.54
5706,1572,152,0.6597,1077.69,23.01,1,11.54
5756,1597,152,0.6545,1077.18,23.01,1,11.54
5806,1613,-151,0.6508,1076.82,23.01,1,11.54
5856,1613,-151,0.6466,1076.41,23.01,1,11.54
5906,1618,-159,0.6422,1075.98,23.01,1,11.54
5956,1612,-159,0.6388,1075.64,23.01,1,11.54
6006,1588,-160,0.6349,1075.26,23.01,1,11.51
6056,1598,-160,0.6304,1074.82,23.01,1,11.51
6106,1581,-154,0.6274,1074.53,23.01,1,11.51
6156,1591,-156,0.6236,1074.15,23.01,1,11.54
6206,1573,-156,0.6200,1073.80,23.01,1,11.54
6256,1565,-155,0.6167,1073.48,23.01,1,11.54
6306,1583,-155,0.6132,1073.13,23.01,1,11.54
6356,1563,0,0.6095,1072.77,23.01,1,11.54
6406,1565,-165,0.6065,1072.48,23.01,1,11.54
6456,1559,-165,0.6035,1072.18,23.01,1,11.54
6506,1552,-162,0.5998,1071.82,23.01,1,11.54
6556,1543,-162,0.5964,1071.49,23.01,1,11.54
6606,1547,-159,0.5935,1071.20,23.01,1,11.54
6656,1539,-159,0.5900,1070.86,23.01,1,11.54
6706,1521,-158,0.5872,1070.58,23.01,1,11.51
6756,1520,-158,0.5837,1070.24,23.01,1,11.54
6806,1513,-153,0.5805,1069.93,23.01,1,11.54
6856,1516,-153,0.5769,1069.57,23.01,1,11.54
6906,1499,-151,0.5735,1069.24,23.01,1,11.51
6956,1509,-151,0.5705,1068.95,23.01,1,11.54
7006,1500,151,0.5671,1068.61,23.01,1,11.54
7056,1505,151,0.5638,1068.29,23.01,1,11.51
7106,1504,151,0.5602,1067.94,23.02,1,11.54
7156,1507,151,0.5570,1067.62,23.02,1,11.54
7206,1531,0,0.5539,1067.32,23.01,1,11.51
7256,1531,0,0.5503,1066.97,23.01,1,11.54
