time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,22,0,0.1415,1026.83,22.80,1,12.06
401,22,0,0.1406,1026.75,22.86,1,12.06
451,22,0,0.1412,1026.81,22.90,1,12.06
501,22,0,0.1410,1026.79,22.92,1,12.06
551,22,0,0.1410,1026.79,22.93,1,12.06
601,22,0,0.1415,1026.83,22.95,1,12.06
651,22,0,0.1412,1026.81,22.96,1,12.06
701,22,0,0.1417,1026.85,22.96,1,12.06
751,22,0,0.1419,1026.87,22.97,1,12.06
801,23,0,0.1418,1026.86,22.97,1,12.06
851,22,0,0.1416,1026.84,22.97,1,12.06
901,23,0,0.1419,1026.87,22.97,1,12.06
951,22,0,0.1420,1026.88,22.98,1,12.06
1001,22,0,0.1411,1026.80,22.98,1,12.06
1051,22,0,0.1412,1026.81,22.98,1,12.06
1101,22,0,0.1411,1026.80,22.99,1,12.06
1151,22,0,0.1408,1026.77,22.98,1,12.06
1201,23,0,0.1410,1026.79,22.98,1,12.06
1251,22,0,0.1411,1026.80,22.98,1,12.06
1301,22,0,0.1407,1026.76,22.98,1,12.06
1351,23,0,0.1407,1026.76,22.98,1,12.06
1401,22,0,0.1408,1026.77,22.99,1,12.06
1451,23,0,0.1407,1026.76,22.99,1,12.06
1501,22,0,0.1411,1026.80,22.99,1,12.06
1551,21,0,0.1409,1026.78,22.99,1,12.06
1601,22,0,0.1412,1026.81,22.99,1,12.06
1651,22,0,0.1418,1026.86,22.99,1,12.06
1701,22,0,0.1416,1026.84,22.99,1,12.06
1751,23,0,0.1415,1026.83,22.99,1,12.06
1801,22,0,0.1412,1026.81,22.99,1,12.06
1851,23,0,0.1415,1026.83,22.99,1,12.06
1901,22,0,0.1416,1026.84,22.99,1,12.06
1951,22,0,0.1416,1026.84,22.99,1,12.06
2001,22,0,0.1412,1026.81,22.99,1,12.06
2051,22,0,0.1422,1026.90,22.99,1,12.06
2101,22,0,0.1415,1026.83,22.99,1,12.06
2151,22,0,0.1413,1026.82,22.99,1,12.06
2201,22,0,0.1417,1026.85,22.99,1,12.06
2251,22,0,0.1416,1026.84,22.99,1,12.06
2301,22,0,0.1413,1026.82,22.99,1,12.06
2351,22,0,0.1412,1026.81,22.99,1,12.06
2401,22,0,0.1409,1026.78,22.99,1,12.06
2451,22,0,0.1407,1026.76,22.99,1,12.06
2501,22,0,0.1408,1026.77,22.99,1,12.06
2551,22,0,0.1409,1026.78,22.99,1,12.06
2601,22,0,0.1411,1026.80,22.99,1,12.06
2651,22,0,0.1409,1026.78,22.99,1,12.06
2701,22,0,0.1411,1026.80,22.99,1,12.06
2751,22,0,0.1405,1026.74,22.99,1,12.06
2801,22,0,0.1413,1026.82,22.99,1,12.06
2851,22,0,0.1408,1026.77,22.99,1,12.06
2901,22,0,0.1407,1026.76,22.99,1,12.06
2951,22,0,0.1415,1026.83,22.99,1,12.06
3001,22,0,0.1413,1026.82,22.99,1,12.06
3051,22,0,0.1412,1026.81,22.99,1,12.06
3101,23,0,0.1411,1026.80,22.99,1,12.06
3151,22,0,0.1415,1026.83,22.99,1,12.06
3201,23,0,0.1418,1026.86,22.99,1,12.06
3251,22,0,0.1417,1026.85,22.99,1,12.06
3301,22,0,0.1418,1026.86,22.99,1,12.06
3351,22,0,0.1418,1026.86,22.99,1,12.06
3401,22,0,0.1415,1026.83,22.99,1,12.06
3451,22,0,0.1415,1026.83,22.99,1,12.06
3501,22,0,0.1416,1026.84,22.99,1,12.06
3551,22,0,0.1412,1026.81,22.99,1,12.06
3601,22,0,0.1410,1026.79,22.99,1,12.06
3651,21,0,0.1410,1026.79,22.99,1,12.06
3701,23,0,0.1405,1026.74,22.99,1,12.06
3751,22,0,0.1410,1026.79,22.99,1,12.06
3801,23,0,0.1409,1026.78,22.99,1,12.06
3851,22,0,0.1409,1026.78,22.99,1,12.06
3901,22,0,0.1407,1026.76,22.99,1,12.06
3951,22,0,0.1407,1026.76,22.99,1,12.06
4001,22,0,0.1410,1026.79,22.99,1,12.06
4051,22,0,0.1411,1026.80,23.00,1,12.06
4101,22,0,0.1408,1026.77,22.99,1,12.06
4151,22,0,0.1410,1026.79,22.99,1,12.06
4201,22,0,0.1412,1026.81,22.99,1,12.06
4251,22,0,0.1415,1026.83,22.99,1,12.06
4301,22,0,0.1413,1026.82,22.99,1,12.06
4351,22,0,0.1415,1026.83,22.99,1,12.06
4401,22,0,0.1410,1026.79,22.99,1,12.06
4451,22,0,0.1413,1026.82,22.99,1,12.06
