time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.0006,0.4359,0.4353,0.0
0.401,0.0006,0.4359,0.4353,0.0
0.451,-0.0001,0.4359,0.436,0.0
0.501,-0.0001,0.4359,0.436,0.0
0.551,-0.0001,0.4359,0.436,0.0
0.601,0.0001,0.4359,0.4358,0.0
0.651,0.0001,0.4359,0.4358,0.0
0.701,0.0002,0.4359,0.4357,0.0
0.751,0.0002,0.4359,0.4357,0.0
0.801,0.0002,0.4359,0.4357,0.0
0.851,0.0002,0.4359,0.4357,0.0
0.901,0.0002,0.4359,0.4357,0.0
0.951,0.0002,0.4359,0.4357,0.0
1.001,0.0002,0.4359,0.4357,0.0
1.051,0.0002,0.4359,0.4357,0.0
1.101,0.0002,0.4359,0.4357,0.0
1.151,0.0002,0.4359,0.4357,0.0
1.201,0.0002,0.4359,0.4357,0.0
1.251,0.0002,0.4359,0.4357,0.0
1.301,0.0002,0.4359,0.4357,0.0
1.356,0.0002,0.4359,0.4357,0.0
1.405,0.0002,0.4359,0.4357,0.0
1.455,0.0002,0.4359,0.4357,0.0
1.505,0.0002,0.4359,0.4357,0.0
1.555,0.0002,0.4359,0.4357,0.0
1.605,0.0002,0.4359,0.4357,0.0
1.655,0.0002,0.4359,0.4357,0.0
1.705,0.0001,0.4359,0.4358,0.0
1.755,0.0001,0.4359,0.4358,0.0
1.805,0.0001,0.4359,0.4358,0.0
1.855,0.0,0.4359,0.4359,0.0
1.905,0.0,0.4359,0.4359,0.0
1.955,0.0,0.4359,0.4359,0.0
2.005,0.0,0.4359,0.4359,0.0
2.055,-0.0002,0.4359,0.4361,0.0
2.105,-0.0007,0.4359,0.4366,0.0
2.155,-0.0008,0.4359,0.4367,0.0
2.205,-0.0009,0.4359,0.4368,-0.002
2.255,-0.001,0.4359,0.4369,-0.002
2.305,-0.0012,0.4359,0.4371,-0.002
2.355,-0.0014,0.4359,0.4373,-0.002
2.405,-0.0015,0.4359,0.4374,-0.002
2.455,-0.0017,0.4359,0.4376,-0.004
2.505,-0.0017,0.4359,0.4376,-0.002
2.555,-0.002,0.4359,0.4379,-0.002
2.605,-0.0021,0.4359,0.438,-0.002
2.655,-0.0021,0.4359,0.438,-0.002
2.705,-0.0021,0.4359,0.438,-0.002
2.755,-0.0021,0.4359,0.438,-0.002
2.805,-0.0022,0.4359,0.4381,-0.002
2.855,-0.0023,0.4359,0.4382,-0.002
2.905,-0.0023,0.4359,0.4382,0.0
2.955,-0.0023,0.4359,0.4382,0.0
3.005,-0.0023,0.4359,0.4382,0.0
3.055,-0.0023,0.4359,0.4382,0.0
3.105,-0.0023,0.4359,0.4382,0.0
3.155,-0.0024,0.4359,0.4383,0.0
3.205,-0.0023,0.4359,0.4382,0.0
3.255,-0.0025,0.4359,0.4384,0.0
3.305,-0.0025,0.4359,0.4384,0.0
3.355,-0.0025,0.4359,0.4384,0.0
3.405,-0.0025,0.4359,0.4384,0.0
3.455,-0.0025,0.4359,0.4384,0.0
3.505,-0.0025,0.4359,0.4384,0.0
3.555,-0.0024,0.4359,0.4383,0.0
3.605,-0.0023,0.4359,0.4382,0.0
3.655,-0.0023,0.4359,0.4382,0.0
3.705,-0.0023,0.4359,0.4382,0.0
3.755,-0.0023,0.4359,0.4382,0.0
3.805,-0.0023,0.4359,0.4382,0.0
3.855,-0.0022,0.4359,0.4381,0.0
3.905,-0.0022,0.4359,0.4381,0.0
3.955,-0.0022,0.4359,0.4381,0.0
4.005,-0.0022,0.4359,0.4381,0.0
4.055,-0.0022,0.4359,0.4381,0.0
4.105,-0.0021,0.4359,0.438,0.0
4.155,-0.0021,0.4359,0.438,0.0
4.205,-0.002,0.4359,0.4379,0.0
4.255,-0.002,0.4359,0.4379,0.0
4.305,-0.002,0.4359,0.4379,0.0
4.355,-0.002,0.4359,0.4379,0.0
4.405,-0.002,0.4359,0.4379,0.0
4.455,-0.002,0.4359,0.4379,0.0
4.505,-0.002,0.4359,0.4379,0.0
4.555,-0.002,0.4359,0.4379,0.0
4.605,-0.002,0.4359,0.4379,0.0
4.655,-0.0021,0.4359,0.438,0.0
4.705,-0.0021,0.4359,0.438,0.0
4.755,-0.0022,0.4359,0.4381,0.0
4.805,-0.0022,0.4359,0.4381,0.0
4.855,-0.0022,0.4359,0.4381,0.0
4.905,-0.0022,0.4359,0.4381,0.0
4.955,-0.0022,0.4359,0.4381,0.0
5.005,-0.0022,0.4359,0.4381,0.0
5.055,-0.0022,0.4359,0.4381,0.0
5.105,-0.0022,0.4359,0.4381,0.0
5.155,-0.0023,0.4359,0.4382,0.0
5.205,-0.0024,0.4359,0.4383,0.0
5.255,-0.0025,0.4359,0.4384,0.0
5.305,-0.0025,0.4359,0.4384,0.0
5.355,-0.0025,0.4359,0.4384,0.0
5.405,-0.0025,0.4359,0.4384,0.0
5.455,-0.0025,0.4359,0.4384,0.0
5.505,-0.0025,0.4359,0.4384,0.0
5.555,-0.0024,0.4359,0.4383,0.0
5.605,-0.0025,0.4359,0.4384,0.0
