time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.1058,0.204,0.0982,0.0
0.401,0.1058,0.204,0.0982,0.0
0.451,0.1055,0.204,0.0985,0.0
0.501,0.1055,0.204,0.0985,0.0
0.551,0.1055,0.204,0.0985,0.0
0.601,0.1055,0.204,0.0985,0.0
0.651,0.1055,0.204,0.0985,0.0
0.701,0.1055,0.204,0.0985,0.0
0.751,0.1053,0.204,0.0987,0.0
0.801,0.1053,0.204,0.0987,0.0
0.851,0.1053,0.204,0.0987,0.0
0.901,0.1053,0.204,0.0987,0.0
0.951,0.1053,0.204,0.0987,0.0
1.001,0.1053,0.204,0.0987,0.0
1.051,0.1051,0.204,0.0989,0.0
1.101,0.105,0.204,0.099,0.0
1.151,0.105,0.204,0.099,0.0
1.201,0.105,0.204,0.099,0.0
1.251,0.1049,0.204,0.0991,0.0
1.301,0.1049,0.204,0.0991,0.0
1.351,0.1049,0.204,0.0991,0.0
1.401,0.1049,0.204,0.0991,0.0
1.451,0.1049,0.204,0.0991,0.0
1.501,0.1049,0.204,0.0991,0.0
1.551,0.1049,0.204,0.0991,0.0
1.601,0.1049,0.204,0.0991,0.0
1.651,0.1049,0.204,0.0991,0.0
1.701,0.1049,0.204,0.0991,0.0
1.751,0.1049,0.204,0.0991,0.0
1.801,0.105,0.204,0.099,0.0
1.851,0.105,0.204,0.099,0.0
1.901,0.105,0.204,0.099,0.0
1.951,0.105,0.204,0.099,0.0
2.001,0.1051,0.204,0.0989,0.0
2.051,0.1051,0.204,0.0989,0.0
2.101,0.1052,0.204,0.0988,0.0
2.151,0.1053,0.204,0.0987,0.0
2.201,0.1057,0.204,0.0983,0.002
2.251,0.1058,0.204,0.0982,0.002
2.301,0.1061,0.204,0.0979,0.002
2.351,0.1062,0.204,0.0978,0.002
2.401,0.1064,0.204,0.0976,0.002
2.451,0.1064,0.204,0.0976,0.002
2.501,0.1066,0.204,0.0974,0.002
2.551,0.1066,0.204,0.0974,0.002
2.601,0.1066,0.204,0.0974,0.002
2.651,0.1066,0.204,0.0974,0.002
2.701,0.1066,0.204,0.0974,0.0
2.751,0.1066,0.204,0.0974,0.0
2.801,0.1066,0.204,0.0974,0.0
2.851,0.1064,0.204,0.0976,0.0
2.901,0.1064,0.204,0.0976,0.0
2.951,0.1061,0.204,0.0979,0.0
3.001,0.1058,0.204,0.0982,0.0
3.051,0.1053,0.204,0.0987,0.0
3.101,0.1047,0.204,0.0993,-0.004
3.151,0.104,0.204,0.1,-0.006
3.201,0.1038,0.204,0.1002,-0.006
3.251,0.1038,0.204,0.1002,-0.006
3.301,0.1037,0.204,0.1003,-0.006
3.351,0.1034,0.204,0.1006,-0.006
3.401,0.103,0.204,0.101,-0.006
3.451,0.1029,0.204,0.1011,-0.006
3.501,0.1029,0.204,0.1011,-0.004
3.551,0.1029,0.204,0.1011,-0.002
3.601,0.1029,0.204,0.1011,-0.002
3.651,0.1029,0.204,0.1011,0.0
3.701,0.1029,0.204,0.1011,0.0
3.751,0.1029,0.204,0.1011,0.0
3.801,0.1029,0.204,0.1011,0.0
3.851,0.103,0.204,0.101,0.0
3.901,0.1031,0.204,0.1009,0.0
3.951,0.1037,0.204,0.1003,0.0
4.001,0.1038,0.204,0.1002,0.0
4.051,0.1041,0.204,0.0999,0.002
4.101,0.1042,0.204,0.0998,0.002
4.151,0.1042,0.204,0.0998,0.002
4.201,0.1043,0.204,0.0997,0.002
4.251,0.1044,0.204,0.0996,0.002
4.301,0.1046,0.204,0.0994,0.002
4.351,0.1048,0.204,0.0992,0.002
4.401,0.1048,0.204,0.0992,0.002
4.451,0.1051,0.204,0.0989,0.002
4.501,0.1059,0.204,0.0981,0.002
4.551,0.1061,0.204,0.0979,0.004
4.601,0.1067,0.204,0.0973,0.004
4.651,0.1071,0.204,0.0969,0.004
4.701,0.1072,0.204,0.0968,0.004
4.751,0.1072,0.204,0.0968,0.004
4.801,0.1072,0.204,0.0968,0.004
4.851,0.1072,0.204,0.0968,0.004
4.901,0.1072,0.204,0.0968,0.002
4.951,0.1072,0.204,0.0968,0.0
5.001,0.1072,0.204,0.0968,0.0
5.051,0.1071,0.204,0.0969,0.0
5.101,0.1069,0.204,0.0971,0.0
5.151,0.1067,0.204,0.0973,0.0
5.201,0.1062,0.204,0.0978,0.0
5.251,0.1055,0.204,0.0985,-0.002
5.301,0.1051,0.204,0.0989,-0.004
5.351,0.105,0.204,0.099,-0.004
5.401,0.1048,0.204,0.0992,-0.004
5.451,0.1045,0.204,0.0995,-0.004
5.501,0.1041,0.204,0.0999,-0.006
5.551,0.1041,0.204,0.0999,-0.006
5.601,0.1041,0.204,0.0999,-0.006
5.651,0.1041,0.204,0.0999,-0.004
5.701,0.1041,0.204,0.0999,-0.002
5.751,0.1038,0.204,0.1002,-0.002
5.801,0.1038,0.204,0.1002,0.0
5.851,0.1037,0.204,0.1003,0.0
5.901,0.1036,0.204,0.1004,0.0
5.951,0.1036,0.204,0.1004,0.0
6.001,0.1035,0.204,0.1005,0.0
6.051,0.1033,0.204,0.1007,-0.002
6.101,0.1031,0.204,0.1009,-0.002
6.151,0.1031,0.204,0.1009,-0.002
6.201,0.1031,0.204,0.1009,-0.002
6.251,0.1031,0.204,0.1009,-0.002
6.301,0.1031,0.204,0.1009,0.0
6.351,0.1031,0.204,0.1009,0.0
6.401,0.1031,0.204,0.1009,0.0
6.451,0.1031,0.204,0.1009,0.0
6.501,0.1033,0.204,0.1007,0.0
6.551,0.1037,0.204,0.1003,0.0
6.601,0.1038,0.204,0.1002,0.0
6.651,0.1038,0.204,0.1002,0.0
6.701,0.1048,0.204,0.0992,0.0
6.751,0.1052,0.204,0.0988,0.002
6.801,0.1052,0.204,0.0988,0.002
6.851,0.1058,0.204,0.0982,0.004
6.901,0.1058,0.204,0.0982,0.004
