time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.352,0.5379,0.53,-0.0079,0.0,50.0
0.401,0.5381,0.53,-0.0081,0.0041,50.0
0.451,0.5379,0.53,-0.0079,0.0,50.0
0.501,0.5379,0.53,-0.0079,0.0,50.0
0.551,0.5379,0.53,-0.0079,0.0,50.0
0.601,0.5379,0.53,-0.0079,0.0,50.0
0.651,0.5379,0.53,-0.0079,0.0,50.0
0.701,0.5379,0.53,-0.0079,0.0,50.0
0.751,0.5379,0.53,-0.0079,0.0,50.0
0.801,0.5379,0.53,-0.0079,0.0,50.0
0.851,0.5379,0.53,-0.0079,0.0,50.0
0.901,0.5379,0.53,-0.0079,0.0,50.0
0.951,0.5379,0.53,-0.0079,0.0,50.0
1.001,0.5379,0.53,-0.0079,0.0,50.0
1.051,0.5379,0.53,-0.0079,0.0,50.0
1.101,0.5379,0.53,-0.0079,0.0,50.0
1.151,0.5379,0.53,-0.0079,0.0,50.0
1.201,0.5379,0.53,-0.0079,0.0,50.0
1.251,0.5379,0.53,-0.0079,0.0,50.0
1.301,0.5379,0.53,-0.0079,0.0,31.47827911376953
1.351,0.5379,0.53,-0.0079,0.0,31.47827911376953
1.406,0.5379,0.53,-0.0079,0.0,31.47827911376953
1.455,0.5379,0.53,-0.0079,0.0,31.47827911376953
1.505,0.5379,0.53,-0.0079,0.0,31.47827911376953
1.555,0.538,0.53,-0.008,0.0,31.47827911376953
1.605,0.5381,0.53,-0.0081,0.0,31.47827911376953
1.655,0.5382,0.53,-0.0082,0.0,31.47827911376953
1.705,0.5383,0.53,-0.0083,0.0,31.47827911376953
1.755,0.5383,0.53,-0.0083,0.0,31.47827911376953
1.805,0.5385,0.53,-0.0085,0.002,31.47827911376953
1.855,0.5387,0.53,-0.0087,0.002,31.47827911376953
1.905,0.5387,0.53,-0.0087,0.002,31.47827911376953
1.955,0.5388,0.53,-0.0088,0.002,31.47827911376953
2.005,0.5389,0.53,-0.0089,0.002,31.47827911376953
2.055,0.539,0.53,-0.009,0.002,31.47827911376953
2.105,0.5391,0.53,-0.0091,0.002,31.47827911376953
2.155,0.5392,0.53,-0.0092,0.002,31.47827911376953
2.205,0.5392,0.53,-0.0092,0.002,31.47827911376953
2.255,0.5392,0.53,-0.0092,0.002,31.47827911376953
2.305,0.5403,0.53,-0.0103,0.002,32.9782829284668
2.355,0.5406,0.53,-0.0106,0.002,32.9782829284668
2.405,0.541,0.53,-0.011,0.002,32.9782829284668
2.455,0.5417,0.53,-0.0117,0.002,32.9782829284668
2.505,0.5418,0.53,-0.0118,0.002,32.9782829284668
2.555,0.5426,0.53,-0.0126,0.006,32.9782829284668
2.605,0.5426,0.53,-0.0126,0.006,32.9782829284668
2.655,0.5427,0.53,-0.0127,0.006,32.9782829284668
2.705,0.5438,0.53,-0.0138,0.008,32.9782829284668
2.755,0.544,0.53,-0.014,0.006,32.9782829284668
2.805,0.545,0.53,-0.015,0.008,32.9782829284668
2.855,0.5454,0.53,-0.0154,0.008,32.9782829284668
2.905,0.5454,0.53,-0.0154,0.004,32.9782829284668
2.955,0.5454,0.53,-0.0154,0.004,32.9782829284668
3.005,0.5454,0.53,-0.0154,0.002,32.9782829284668
3.055,0.5454,0.53,-0.0154,0.002,32.9782829284668
