time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.107,0.2361,0.1291,0.0
0.401,0.107,0.2361,0.1291,0.0
0.451,0.1069,0.2361,0.1292,0.0
0.501,0.1069,0.2361,0.1292,0.0
0.551,0.1066,0.2361,0.1295,0.0
0.601,0.1066,0.2361,0.1295,0.0
0.651,0.1064,0.2361,0.1297,0.0
0.701,0.1064,0.2361,0.1297,0.0
0.751,0.1056,0.2361,0.1305,0.0
0.801,0.1056,0.2361,0.1305,0.0
0.851,0.1055,0.2361,0.1306,-0.002
0.901,0.1055,0.2361,0.1306,0.0
0.951,0.1054,0.2361,0.1307,-0.002
1.001,0.1054,0.2361,0.1307,0.0
1.051,0.1053,0.2361,0.1308,-0.002
1.101,0.1052,0.2361,0.1309,-0.002
1.151,0.105,0.2361,0.1311,-0.002
1.201,0.105,0.2361,0.1311,-0.002
1.251,0.105,0.2361,0.1311,-0.002
1.301,0.1049,0.2361,0.1312,-0.002
1.351,0.1041,0.2361,0.132,-0.002
1.401,0.104,0.2361,0.1321,-0.002
1.456,0.1036,0.2361,0.1325,-0.002
1.505,0.1033,0.2361,0.1328,-0.002
1.555,0.1033,0.2361,0.1328,-0.002
1.605,0.1032,0.2361,0.1329,-0.002
1.655,0.103,0.2361,0.1331,-0.002
1.705,0.103,0.2361,0.1331,-0.002
1.755,0.103,0.2361,0.1331,-0.002
1.805,0.1027,0.2361,0.1334,-0.002
1.855,0.1027,0.2361,0.1334,-0.002
1.905,0.1026,0.2361,0.1335,-0.002
1.955,0.1026,0.2361,0.1335,0.0
2.005,0.1026,0.2361,0.1335,0.0
2.055,0.1026,0.2361,0.1335,0.0
2.105,0.1026,0.2361,0.1335,0.0
2.155,0.1026,0.2361,0.1335,0.0
2.205,0.1026,0.2361,0.1335,0.0
2.255,0.1026,0.2361,0.1335,0.0
2.305,0.1026,0.2361,0.1335,0.0
2.355,0.1028,0.2361,0.1333,0.0
2.405,0.103,0.2361,0.1331,0.0
2.455,0.1034,0.2361,0.1327,0.0
2.505,0.1038,0.2361,0.1323,0.0
2.555,0.1041,0.2361,0.132,0.004
2.605,0.1045,0.2361,0.1316,0.004
2.655,0.1048,0.2361,0.1313,0.006
2.705,0.1049,0.2361,0.1312,0.006
2.755,0.105,0.2361,0.1311,0.006
2.805,0.1051,0.2361,0.131,0.006
