time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.355,0.2872,0.7343,0.4471,0.0,50.0
0.404,0.288,0.7343,0.4463,0.0163,50.0
0.454,0.288,0.7343,0.4463,0.0,50.0
0.504,0.2904,0.7343,0.4439,0.0163,50.0
0.554,0.2904,0.7343,0.4439,0.0,50.0
0.604,0.2918,0.7343,0.4425,0.0163,50.0
0.654,0.2918,0.7343,0.4425,0.0,50.0
0.704,0.2935,0.7343,0.4408,0.0163,50.0
0.754,0.2935,0.7343,0.4408,0.0,50.0
0.804,0.2951,0.7343,0.4392,0.0163,50.0
0.854,0.2951,0.7343,0.4392,0.0,50.0
0.904,0.2972,0.7343,0.4371,0.028,50.0
0.954,0.2972,0.7343,0.4371,0.0,50.0
1.004,0.2991,0.7343,0.4352,0.028,50.0
1.054,0.2991,0.7343,0.4352,0.0,50.0
1.104,0.3012,0.7343,0.4331,0.032,50.0
1.154,0.3034,0.7343,0.4309,0.032,50.0
1.204,0.305,0.7343,0.4293,0.032,50.0
1.254,0.3068,0.7343,0.4275,0.036,50.0
1.304,0.3084,0.7343,0.4259,0.036,50.0
1.354,0.3107,0.7343,0.4236,0.036,50.0
1.404,0.3121,0.7343,0.4222,0.036,50.0
1.454,0.3143,0.7343,0.42,0.036,50.0
1.504,0.3158,0.7343,0.4185,0.036,50.0
1.554,0.317,0.7343,0.4173,0.032,50.0
1.604,0.3186,0.7343,0.4157,0.032,50.0
1.654,0.3197,0.7343,0.4146,0.032,50.0
1.704,0.3211,0.7343,0.4132,0.03,50.0
1.754,0.3227,0.7343,0.4116,0.03,50.0
1.804,0.3236,0.7343,0.4107,0.028,50.0
1.854,0.3245,0.7343,0.4098,0.028,50.0
1.904,0.3265,0.7343,0.4078,0.028,50.0
1.954,0.3268,0.7343,0.4075,0.024,50.0
2.004,0.3277,0.7343,0.4066,0.022,50.0
2.054,0.3287,0.7343,0.4056,0.02,50.0
2.104,0.3297,0.7343,0.4046,0.02,50.0
2.154,0.3308,0.7343,0.4035,0.02,50.0
2.204,0.3317,0.7343,0.4026,0.018,50.0
2.254,0.333,0.7343,0.4013,0.02,50.0
2.304,0.3334,0.7343,0.4009,0.02,50.0
2.354,0.3343,0.7343,0.4,0.018,50.0
2.404,0.3355,0.7343,0.3988,0.02,50.0
2.454,0.3363,0.7343,0.398,0.02,50.0
2.504,0.3367,0.7343,0.3976,0.018,50.0
2.554,0.3387,0.7343,0.3956,0.018,59.60693359375
2.604,0.3398,0.7343,0.3945,0.018,96.4691162109375
2.654,0.3404,0.7343,0.3939,0.018,99.99847412109376
2.704,0.3417,0.7343,0.3926,0.018,99.99847412109376
2.754,0.3422,0.7343,0.3921,0.018,99.99847412109376
2.804,0.3436,0.7343,0.3907,0.022,99.99847412109376
2.854,0.3446,0.7343,0.3897,0.02,99.99847412109376
2.904,0.3462,0.7343,0.3881,0.022,83.52813720703125
2.954,0.3471,0.7343,0.3872,0.022,58.038330078125
3.004,0.3493,0.7343,0.385,0.022,50.0
3.054,0.3502,0.7343,0.3841,0.02,50.0
3.104,0.3514,0.7343,0.3829,0.024,50.0
3.154,0.3529,0.7343,0.3814,0.024,50.0
3.204,0.3543,0.7343,0.38,0.028,50.0
3.254,0.3559,0.7343,0.3784,0.028,50.0
3.304,0.3576,0.7343,0.3767,0.03,50.0
3.354,0.3591,0.7343,0.3752,0.03,50.0
3.404,0.3605,0.7343,0.3738,0.03,50.0
3.454,0.3621,0.7343,0.3722,0.03,50.0
3.504,0.3631,0.7343,0.3712,0.03,50.0
3.554,0.3644,0.7343,0.3699,0.03,50.0
3.604,0.3655,0.7343,0.3688,0.028,50.0
3.654,0.3674,0.7343,0.3669,0.03,50.0
3.704,0.3688,0.7343,0.3655,0.028,50.0
3.754,0.3699,0.7343,0.3644,0.028,50.0
3.804,0.3716,0.7343,0.3627,0.028,59.21478271484375
3.854,0.372,0.7343,0.3623,0.026,64.70489501953125
3.904,0.3742,0.7343,0.3601,0.026,65.48919677734375
3.954,0.3751,0.7343,0.3592,0.026,61.56768798828125
4.004,0.3776,0.7343,0.3567,0.028,55.29327392578125
4.054,0.378,0.7343,0.3563,0.028,50.0
4.104,0.3803,0.7343,0.354,0.028,50.0
4.154,0.3816,0.7343,0.3527,0.026,50.0
4.204,0.3829,0.7343,0.3514,0.026,50.0
4.254,0.3844,0.7343,0.3499,0.026,50.0
4.304,0.3856,0.7343,0.3487,0.026,50.0
4.354,0.3874,0.7343,0.3469,0.026,55.6854248046875
4.404,0.3892,0.7343,0.3451,0.03,56.86187744140625
4.454,0.3917,0.7343,0.3426,0.03,56.86187744140625
4.504,0.3926,0.7343,0.3417,0.03,56.86187744140625
4.554,0.3948,0.7343,0.3395,0.03,56.86187744140625
4.604,0.3962,0.7343,0.3381,0.03,56.86187744140625
4.654,0.3979,0.7343,0.3364,0.034,50.0
4.704,0.4,0.7343,0.3343,0.036,50.0
