time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.8333,0.3325,-0.5008,0.0
0.401,0.8334,0.3325,-0.5009,0.002
0.451,0.8333,0.3325,-0.5008,0.0
0.501,0.8333,0.3325,-0.5008,0.0
0.551,0.8331,0.3325,-0.5006,0.0
0.601,0.8331,0.3325,-0.5006,0.0
0.651,0.8331,0.3325,-0.5006,0.0
0.701,0.8331,0.3325,-0.5006,0.0
0.751,0.8331,0.3325,-0.5006,0.0
0.801,0.8331,0.3325,-0.5006,0.0
0.851,0.8331,0.3325,-0.5006,0.0
0.901,0.8331,0.3325,-0.5006,0.0
0.951,0.8331,0.3325,-0.5006,0.0
1.001,0.8331,0.3325,-0.5006,0.0
1.051,0.833,0.3325,-0.5005,0.0
1.101,0.833,0.3325,-0.5005,0.0
1.151,0.833,0.3325,-0.5005,0.0
1.201,0.833,0.3325,-0.5005,0.0
1.251,0.833,0.3325,-0.5005,0.0
1.301,0.833,0.3325,-0.5005,0.0
1.351,0.833,0.3325,-0.5005,0.0
1.406,0.8329,0.3325,-0.5004,0.0
1.455,0.833,0.3325,-0.5005,0.0
1.505,0.833,0.3325,-0.5005,0.0
1.555,0.833,0.3325,-0.5005,0.0
1.605,0.833,0.3325,-0.5005,0.0
1.655,0.833,0.3325,-0.5005,0.0
1.705,0.833,0.3325,-0.5005,0.0
1.755,0.833,0.3325,-0.5005,0.0
1.805,0.833,0.3325,-0.5005,0.0
1.855,0.833,0.3325,-0.5005,0.0
1.905,0.833,0.3325,-0.5005,0.0
1.955,0.833,0.3325,-0.5005,0.0
2.005,0.833,0.3325,-0.5005,0.0
2.055,0.833,0.3325,-0.5005,0.0
2.105,0.8331,0.3325,-0.5006,0.0
2.155,0.8331,0.3325,-0.5006,0.0
2.205,0.8331,0.3325,-0.5006,0.0
2.255,0.8331,0.3325,-0.5006,0.0
2.305,0.8332,0.3325,-0.5007,0.0
2.355,0.8333,0.3325,-0.5008,0.0
2.405,0.8334,0.3325,-0.5009,0.0
2.455,0.8335,0.3325,-0.501,0.002
2.505,0.8335,0.3325,-0.501,0.002
2.555,0.8335,0.3325,-0.501,0.0
2.605,0.8335,0.3325,-0.501,0.0
2.655,0.8336,0.3325,-0.5011,0.002
2.705,0.8339,0.3325,-0.5014,0.002
2.755,0.834,0.3325,-0.5015,0.002
2.805,0.8341,0.3325,-0.5016,0.002
2.855,0.8341,0.3325,-0.5016,0.002
2.905,0.8342,0.3325,-0.5017,0.002
2.955,0.8342,0.3325,-0.5017,0.002
3.005,0.8342,0.3325,-0.5017,0.002
3.055,0.8345,0.3325,-0.502,0.002
3.105,0.8347,0.3325,-0.5022,0.002
3.155,0.8348,0.3325,-0.5023,0.002
3.205,0.8349,0.3325,-0.5024,0.002
3.255,0.835,0.3325,-0.5025,0.002
3.305,0.8351,0.3325,-0.5026,0.002
3.355,0.8357,0.3325,-0.5032,0.002
3.405,0.8358,0.3325,-0.5033,0.002
3.455,0.8359,0.3325,-0.5034,0.002
3.505,0.836,0.3325,-0.5035,0.002
3.555,0.8361,0.3325,-0.5036,0.002
3.605,0.8364,0.3325,-0.5039,0.002
3.655,0.8369,0.3325,-0.5044,0.002
3.705,0.837,0.3325,-0.5045,0.002
3.755,0.8372,0.3325,-0.5047,0.002
3.805,0.8375,0.3325,-0.505,0.002
3.855,0.8376,0.3325,-0.5051,0.002
3.905,0.8377,0.3325,-0.5052,0.002
3.955,0.8378,0.3325,-0.5053,0.002
4.005,0.8379,0.3325,-0.5054,0.002
4.055,0.838,0.3325,-0.5055,0.002
4.105,0.8381,0.3325,-0.5056,0.002
4.155,0.8382,0.3325,-0.5057,0.002
4.205,0.8382,0.3325,-0.5057,0.002
4.255,0.8383,0.3325,-0.5058,0.002
4.305,0.8383,0.3325,-0.5058,0.002
4.355,0.8383,0.3325,-0.5058,0.002
4.405,0.8382,0.3325,-0.5057,0.002
4.455,0.8382,0.3325,-0.5057,0.0
4.505,0.8382,0.3325,-0.5057,0.0
4.555,0.8381,0.3325,-0.5056,0.0
4.605,0.8381,0.3325,-0.5056,0.0
