time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
355,1661,0,0.3375,1046.00,22.08,1,3.49
404,1661,0,0.3365,1045.90,22.15,1,3.49
454,1662,0,0.3366,1045.91,22.18,1,3.49
504,1661,0,0.3374,1045.99,22.21,1,3.49
554,1662,0,0.3370,1045.95,22.22,1,3.49
604,1661,0,0.3367,1045.92,22.24,1,3.49
654,1660,0,0.3368,1045.93,22.24,1,3.49
704,1661,0,0.3367,1045.92,22.25,1,3.49
754,1661,0,0.3372,1045.97,22.26,1,3.49
804,1661,0,0.3372,1045.97,22.26,1,3.49
854,1661,0,0.3368,1045.93,22.26,1,3.49
904,1661,0,0.3368,1045.93,22.27,1,3.49
954,1661,0,0.3367,1045.92,22.27,1,3.49
1004,1661,0,0.3369,1045.94,22.27,1,3.49
1054,1661,0,0.3369,1045.94,22.27,1,3.49
1104,1661,0,0.3372,1045.97,22.27,1,3.49
1154,1661,0,0.3362,1045.87,22.27,1,3.49
1204,1661,0,0.3364,1045.89,22.27,1,3.49
1254,1661,0,0.3370,1045.95,22.27,1,3.49
1304,1661,0,0.3368,1045.93,22.27,1,3.49
1354,1661,0,0.3372,1045.97,22.28,1,3.49
1404,1661,0,0.3374,1045.99,22.28,1,3.49
1454,1661,0,0.3368,1045.93,22.28,1,3.49
1504,1662,0,0.3367,1045.92,22.28,1,3.49
1554,1661,0,0.3372,1045.97,22.28,1,3.49
1604,1661,0,0.3368,1045.93,22.28,1,3.49
1654,1661,0,0.3369,1045.94,22.28,1,3.49
1704,1661,0,0.3371,1045.96,22.28,1,3.49
1754,1660,0,0.3364,1045.89,22.28,1,3.49
1804,1661,0,0.3368,1045.93,22.28,1,3.49
1854,1661,0,0.3372,1045.97,22.28,1,3.49
1904,1661,0,0.3369,1045.94,22.28,1,3.49
1954,1661,0,0.3367,1045.92,22.28,1,3.49
2004,1661,0,0.3368,1045.93,22.28,1,3.49
2054,1660,0,0.3361,1045.86,22.28,1,3.49
2104,1661,0,0.3374,1045.99,22.28,1,3.49
2154,1660,0,0.3373,1045.98,22.28,1,3.49
2204,1661,0,0.3364,1045.89,22.28,1,3.49
2254,1661,0,0.3371,1045.96,22.28,1,3.49
2309,1660,197,0.3373,1045.98,22.27,1,3.49
2364,1593,197,0.3367,1045.92,22.27,1,3.49
2419,1705,255,0.3363,1045.88,22.26,1,3.49
2468,1741,255,0.3373,1045.98,22.27,1,3.49
2518,1787,255,0.3368,1045.93,22.27,1,3.49
2568,1834,255,0.3368,1045.93,22.28,1,3.49
2618,1880,255,0.3373,1045.98,22.28,1,3.49
2668,1927,255,0.3370,1045.95,22.28,1,3.49
2718,1967,255,0.3364,1045.89,22.28,1,3.49
2768,2009,255,0.3366,1045.91,22.28,1,3.49
2818,2055,255,0.3362,1045.87,22.28,1,3.49
2868,2101,255,0.3361,1045.86,22.28,1,3.49
2918,2144,255,0.3363,1045.88,22.28,1,3.49
2968,2187,255,0.3360,1045.85,22.28,1,3.49
3018,2230,255,0.3354,1045.79,22.28,1,3.49
3068,2268,255,0.3358,1045.83,22.28,1,3.49
3118,2311,255,0.3357,1045.82,22.28,1,3.49
3168,2353,255,0.3356,1045.81,22.28,1,3.49
3218,2394,255,0.3352,1045.77,22.28,1,3.49
3268,2439,255,0.3354,1045.79,22.28,1,3.49
3318,2486,255,0.3348,1045.73,22.28,1,3.49
3368,2527,255,0.3352,1045.77,22.28,1,3.49
3418,2571,255,0.3358,1045.83,22.28,1,3.49
3468,2617,255,0.3351,1045.76,22.28,1,3.49
3518,2658,255,0.3351,1045.76,22.28,1,3.49
3568,2701,255,0.3360,1045.85,22.29,1,3.49
3618,2782,255,0.3356,1045.81,22.28,1,3.49
