time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.355,0.655,0.3155,-0.3395,0.0
0.404,0.655,0.3155,-0.3395,0.0
0.454,0.655,0.3155,-0.3395,0.0
0.504,0.655,0.3155,-0.3395,0.0
0.554,0.655,0.3155,-0.3395,0.0
0.604,0.6555,0.3155,-0.34,0.0
0.654,0.6555,0.3155,-0.34,0.0
0.704,0.6556,0.3155,-0.3401,0.0
0.754,0.6556,0.3155,-0.3401,0.0
0.804,0.6561,0.3155,-0.3406,0.0
0.854,0.6561,0.3155,-0.3406,0.0
0.904,0.6562,0.3155,-0.3407,0.0
0.954,0.6562,0.3155,-0.3407,0.0
1.004,0.6563,0.3155,-0.3408,0.002
1.054,0.6563,0.3155,-0.3408,0.0
1.104,0.6564,0.3155,-0.3409,0.002
1.154,0.6569,0.3155,-0.3414,0.002
1.204,0.657,0.3155,-0.3415,0.002
1.254,0.6571,0.3155,-0.3416,0.002
1.304,0.6579,0.3155,-0.3424,0.002
1.354,0.6579,0.3155,-0.3424,0.002
1.404,0.6579,0.3155,-0.3424,0.002
1.454,0.6581,0.3155,-0.3426,0.002
1.504,0.6583,0.3155,-0.3428,0.002
1.554,0.6584,0.3155,-0.3429,0.002
1.604,0.6588,0.3155,-0.3433,0.002
1.654,0.6591,0.3155,-0.3436,0.004
1.704,0.6595,0.3155,-0.344,0.004
1.754,0.6595,0.3155,-0.344,0.004
1.804,0.6598,0.3155,-0.3443,0.004
1.854,0.6601,0.3155,-0.3446,0.006
1.904,0.6601,0.3155,-0.3446,0.006
1.954,0.6603,0.3155,-0.3448,0.006
2.004,0.6604,0.3155,-0.3449,0.006
2.054,0.6611,0.3155,-0.3456,0.006
2.104,0.6614,0.3155,-0.3459,0.006
2.154,0.6617,0.3155,-0.3462,0.006
2.204,0.6617,0.3155,-0.3462,0.006
2.254,0.6628,0.3155,-0.3473,0.006
2.304,0.6632,0.3155,-0.3477,0.006
2.354,0.6646,0.3155,-0.3491,0.006
2.404,0.6647,0.3155,-0.3492,0.006
2.454,0.6654,0.3155,-0.3499,0.008
2.504,0.6662,0.3155,-0.3507,0.008
2.554,0.6663,0.3155,-0.3508,0.008
2.604,0.6674,0.3155,-0.3519,0.014
2.654,0.6681,0.3155,-0.3526,0.014
2.704,0.6685,0.3155,-0.353,0.014
2.754,0.6694,0.3155,-0.3539,0.014
2.804,0.6701,0.3155,-0.3546,0.014
2.854,0.6703,0.3155,-0.3548,0.014
2.904,0.6707,0.3155,-0.3552,0.014
2.954,0.6707,0.3155,-0.3552,0.008
3.004,0.6707,0.3155,-0.3552,0.008
3.054,0.6707,0.3155,-0.3552,0.008
3.104,0.6707,0.3155,-0.3552,0.004
3.154,0.6707,0.3155,-0.3552,0.0
3.204,0.6707,0.3155,-0.3552,0.0
3.254,0.6707,0.3155,-0.3552,0.0
3.304,0.6698,0.3155,-0.3543,0.0
3.354,0.6693,0.3155,-0.3538,0.0
3.404,0.6678,0.3155,-0.3523,0.0
3.454,0.6659,0.3155,-0.3504,0.0
3.504,0.6649,0.3155,-0.3494,-0.01
3.554,0.6618,0.3155,-0.3463,-0.018
3.604,0.6603,0.3155,-0.3448,-0.02
3.654,0.6577,0.3155,-0.3422,-0.03
3.704,0.6543,0.3155,-0.3388,-0.03
3.754,0.6518,0.3155,-0.3363,-0.038
3.804,0.6488,0.3155,-0.3333,-0.05
3.854,0.6452,0.3155,-0.3297,-0.052
3.904,0.6412,0.3155,-0.3257,-0.06
3.954,0.6378,0.3155,-0.3223,-0.062
4.004,0.6337,0.3155,-0.3182,-0.068
4.054,0.6294,0.3155,-0.3139,-0.068
4.104,0.6253,0.3155,-0.3098,-0.072
4.154,0.6213,0.3155,-0.3058,-0.08
4.204,0.6164,0.3155,-0.3009,-0.08
4.254,0.6123,0.3155,-0.2968,-0.082
4.304,0.6075,0.3155,-0.292,-0.082
4.354,0.6029,0.3155,-0.2874,-0.082
4.404,0.5982,0.3155,-0.2827,-0.086
4.454,0.5936,0.3155,-0.2781,-0.092
4.504,0.5895,0.3155,-0.274,-0.092
4.554,0.5846,0.3155,-0.2691,-0.092
4.604,0.5806,0.3155,-0.2651,-0.092
4.654,0.5756,0.3155,-0.2601,-0.092
4.704,0.5713,0.3155,-0.2558,-0.092
4.754,0.5673,0.3155,-0.2518,-0.092
4.804,0.5638,0.3155,-0.2483,-0.086
4.854,0.5595,0.3155,-0.244,-0.086
4.904,0.5567,0.3155,-0.2412,-0.082
4.954,0.5524,0.3155,-0.2369,-0.086
5.004,0.5489,0.3155,-0.2334,-0.08
5.054,0.5461,0.3155,-0.2306,-0.08
