time_s,actuator_mm,actuator_setpoint_mm,depth_filtered_m,depth_setpoint_m,motor_cmd
0.352,40.611,50.0,0.1058,0.204,0.0
0.401,40.562,50.0,0.1058,0.204,0.0
0.451,40.586,50.0,0.1055,0.204,0.0
0.501,40.586,50.0,0.1055,0.204,0.0
0.551,40.586,50.0,0.1055,0.204,0.0
0.601,40.611,50.0,0.1055,0.204,0.0
0.651,40.586,50.0,0.1055,0.204,0.0
0.701,40.562,50.0,0.1055,0.204,0.0
0.751,40.586,50.0,0.1053,0.204,0.0
0.801,40.562,50.0,0.1053,0.204,0.0
0.851,40.562,50.0,0.1053,0.204,0.0
0.901,40.562,50.0,0.1053,0.204,0.0
0.951,40.611,50.0,0.1053,0.204,0.0
1.001,40.611,50.0,0.1053,0.204,0.0
1.051,40.586,50.0,0.1051,0.204,0.0
1.101,40.562,50.0,0.105,0.204,0.0
1.151,40.586,50.0,0.105,0.204,0.0
1.201,40.562,50.0,0.105,0.204,0.0
1.251,40.562,50.0,0.1049,0.204,0.0
1.301,40.586,17.054218292236328,0.1049,0.204,0.0
1.351,40.733,17.054218292236328,0.1049,0.204,10.588235294117647
1.401,40.952,17.054218292236328,0.1049,0.204,10.588235294117647
1.451,41.661,17.054218292236328,0.1049,0.204,-12.0
1.501,41.294,17.054218292236328,0.1049,0.204,-12.0
1.551,40.415,17.054218292236328,0.1049,0.204,-12.0
1.601,39.316,17.054218292236328,0.1049,0.204,-12.0
1.651,38.266,17.054218292236328,0.1049,0.204,-12.0
1.701,37.289,17.054218292236328,0.1049,0.204,-12.0
1.751,36.215,17.054218292236328,0.1049,0.204,-12.0
1.801,35.214,17.054218292236328,0.105,0.204,-12.0
1.851,35.092,17.054218292236328,0.105,0.204,-12.0
1.901,33.162,17.054218292236328,0.105,0.204,-12.0
1.951,32.259,17.054218292236328,0.105,0.204,-12.0
2.001,32.357,17.054218292236328,0.1051,0.204,-12.0
2.051,30.354,17.054218292236328,0.1051,0.204,-12.0
2.101,29.328,17.054218292236328,0.1052,0.204,-12.0
2.151,27.179,17.054218292236328,0.1053,0.204,-12.0
