time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.645,0.3651,-0.2799,0.0
0.401,0.6461,0.3651,-0.281,0.0224
0.451,0.6461,0.3651,-0.281,0.0
0.501,0.6467,0.3651,-0.2816,0.012
0.551,0.6467,0.3651,-0.2816,0.0
0.601,0.6474,0.3651,-0.2823,0.012
0.651,0.6474,0.3651,-0.2823,0.0
0.701,0.6484,0.3651,-0.2833,0.012
0.751,0.6484,0.3651,-0.2833,0.0
0.801,0.6492,0.3651,-0.2841,0.012
0.851,0.6492,0.3651,-0.2841,0.0
0.901,0.6493,0.3651,-0.2842,0.002
0.951,0.6493,0.3651,-0.2842,0.0
1.001,0.6505,0.3651,-0.2854,0.002
1.051,0.6505,0.3651,-0.2854,0.0
1.101,0.6521,0.3651,-0.287,0.002
1.151,0.6525,0.3651,-0.2874,0.002
1.201,0.653,0.3651,-0.2879,0.008
1.251,0.6542,0.3651,-0.2891,0.008
1.301,0.6542,0.3651,-0.2891,0.008
1.356,0.6546,0.3651,-0.2895,0.008
1.405,0.6558,0.3651,-0.2907,0.01
1.455,0.6558,0.3651,-0.2907,0.008
1.505,0.6566,0.3651,-0.2915,0.01
1.555,0.657,0.3651,-0.2919,0.008
1.605,0.6575,0.3651,-0.2924,0.01
1.655,0.6576,0.3651,-0.2925,0.008
1.705,0.6579,0.3651,-0.2928,0.0073
1.755,0.659,0.3651,-0.2939,0.008
1.805,0.659,0.3651,-0.2939,0.008
1.855,0.6595,0.3651,-0.2944,0.008
1.905,0.6596,0.3651,-0.2945,0.008
1.955,0.6601,0.3651,-0.295,0.008
2.005,0.6601,0.3651,-0.295,0.006
2.055,0.6603,0.3651,-0.2952,0.004
2.105,0.6603,0.3651,-0.2952,0.004
2.155,0.6604,0.3651,-0.2953,0.002
2.205,0.661,0.3651,-0.2959,0.002
2.255,0.6613,0.3651,-0.2962,0.004
2.305,0.6615,0.3651,-0.2964,0.004
2.355,0.6615,0.3651,-0.2964,0.004
2.405,0.6616,0.3651,-0.2965,0.002
2.455,0.6623,0.3651,-0.2972,0.004
2.505,0.6627,0.3651,-0.2976,0.004
2.555,0.6629,0.3651,-0.2978,0.004
2.605,0.6636,0.3651,-0.2985,0.006
2.655,0.6637,0.3651,-0.2986,0.004
2.705,0.6637,0.3651,-0.2986,0.004
2.755,0.6648,0.3651,-0.2997,0.004
2.805,0.6649,0.3651,-0.2998,0.004
2.855,0.665,0.3651,-0.2999,0.004
2.905,0.6661,0.3651,-0.301,0.004
2.955,0.6662,0.3651,-0.3011,0.002
3.005,0.6663,0.3651,-0.3012,0.002
3.055,0.6668,0.3651,-0.3017,0.002
3.105,0.6668,0.3651,-0.3017,0.002
3.155,0.667,0.3651,-0.3019,0.002
3.205,0.6671,0.3651,-0.302,0.002
3.255,0.6676,0.3651,-0.3025,0.002
3.305,0.6678,0.3651,-0.3027,0.004
3.355,0.6678,0.3651,-0.3027,0.002
3.405,0.668,0.3651,-0.3029,0.004
3.455,0.6681,0.3651,-0.303,0.004
3.505,0.6682,0.3651,-0.3031,0.002
3.555,0.6683,0.3651,-0.3032,0.002
3.605,0.6683,0.3651,-0.3032,0.002
3.655,0.6686,0.3651,-0.3035,0.002
3.705,0.6687,0.3651,-0.3036,0.002
3.755,0.6688,0.3651,-0.3037,0.002
3.805,0.6688,0.3651,-0.3037,0.002
3.855,0.6688,0.3651,-0.3037,0.002
3.905,0.6688,0.3651,-0.3037,0.002
3.955,0.6689,0.3651,-0.3038,0.002
4.005,0.6689,0.3651,-0.3038,0.0
4.055,0.6689,0.3651,-0.3038,0.0
4.105,0.6689,0.3651,-0.3038,0.0
4.155,0.6689,0.3651,-0.3038,0.0
4.205,0.6689,0.3651,-0.3038,0.0
4.255,0.6689,0.3651,-0.3038,0.0
4.305,0.6689,0.3651,-0.3038,0.0
4.355,0.6689,0.3651,-0.3038,0.0
4.405,0.6689,0.3651,-0.3038,0.0
4.455,0.6689,0.3651,-0.3038,0.0
4.505,0.6689,0.3651,-0.3038,0.0
4.555,0.6689,0.3651,-0.3038,0.0
4.605,0.6689,0.3651,-0.3038,0.0
4.655,0.6689,0.3651,-0.3038,0.0
4.705,0.6689,0.3651,-0.3038,0.0
4.755,0.6689,0.3651,-0.3038,0.0
4.805,0.6688,0.3651,-0.3037,0.0
4.855,0.6682,0.3651,-0.3031,0.0
4.905,0.6677,0.3651,-0.3026,0.0
4.955,0.6676,0.3651,-0.3025,0.0
5.005,0.667,0.3651,-0.3019,-0.002
5.055,0.6669,0.3651,-0.3018,-0.002
5.105,0.6666,0.3651,-0.3015,-0.002
5.155,0.6656,0.3651,-0.3005,-0.006
5.205,0.6649,0.3651,-0.2998,-0.01
5.255,0.6648,0.3651,-0.2997,-0.01
5.305,0.6633,0.3651,-0.2982,-0.01
5.355,0.6629,0.3651,-0.2978,-0.008
5.405,0.6625,0.3651,-0.2974,-0.008
5.455,0.6618,0.3651,-0.2967,-0.008
5.505,0.6609,0.3651,-0.2958,-0.014
5.555,0.6601,0.3651,-0.295,-0.014
5.605,0.6595,0.3651,-0.2944,-0.014
5.655,0.6579,0.3651,-0.2928,-0.014
5.705,0.6574,0.3651,-0.2923,-0.014
