time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.352,0.645,0.3651,-0.2799,0.0,50.0
0.401,0.6461,0.3651,-0.281,0.0224,50.0
0.451,0.6461,0.3651,-0.281,0.0,50.0
0.501,0.6467,0.3651,-0.2816,0.012,50.0
0.551,0.6467,0.3651,-0.2816,0.0,50.0
0.601,0.6474,0.3651,-0.2823,0.012,50.0
0.651,0.6474,0.3651,-0.2823,0.0,50.0
0.701,0.6484,0.3651,-0.2833,0.012,50.0
0.751,0.6484,0.3651,-0.2833,0.0,50.0
0.801,0.6492,0.3651,-0.2841,0.012,50.0
0.851,0.6492,0.3651,-0.2841,0.0,50.0
0.901,0.6493,0.3651,-0.2842,0.002,50.0
0.951,0.6493,0.3651,-0.2842,0.0,50.0
1.001,0.6505,0.3651,-0.2854,0.002,50.0
1.051,0.6505,0.3651,-0.2854,0.0,50.0
1.101,0.6521,0.3651,-0.287,0.002,50.0
1.151,0.6525,0.3651,-0.2874,0.002,50.0
1.201,0.653,0.3651,-0.2879,0.008,50.0
1.251,0.6542,0.3651,-0.2891,0.008,50.0
1.301,0.6542,0.3651,-0.2891,0.008,47.34165573120117
1.356,0.6546,0.3651,-0.2895,0.008,47.34165573120117
1.405,0.6558,0.3651,-0.2907,0.01,47.34165573120117
1.455,0.6558,0.3651,-0.2907,0.008,47.34165573120117
1.505,0.6566,0.3651,-0.2915,0.01,47.34165573120117
1.555,0.657,0.3651,-0.2919,0.008,47.34165573120117
1.605,0.6575,0.3651,-0.2924,0.01,47.34165573120117
1.655,0.6576,0.3651,-0.2925,0.008,47.34165573120117
1.705,0.6579,0.3651,-0.2928,0.0073,47.34165573120117
1.755,0.659,0.3651,-0.2939,0.008,47.34165573120117
1.805,0.659,0.3651,-0.2939,0.008,47.34165573120117
1.855,0.6595,0.3651,-0.2944,0.008,47.34165573120117
1.905,0.6596,0.3651,-0.2945,0.008,47.34165573120117
1.955,0.6601,0.3651,-0.295,0.008,47.34165573120117
2.005,0.6601,0.3651,-0.295,0.006,47.34165573120117
2.055,0.6603,0.3651,-0.2952,0.004,47.34165573120117
2.105,0.6603,0.3651,-0.2952,0.004,47.34165573120117
2.155,0.6604,0.3651,-0.2953,0.002,47.34165573120117
2.205,0.661,0.3651,-0.2959,0.002,47.34165573120117
2.255,0.6613,0.3651,-0.2962,0.004,47.34165573120117
2.305,0.6615,0.3651,-0.2964,0.004,45.84165573120117
2.355,0.6615,0.3651,-0.2964,0.004,45.84165573120117
