time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,1823,0,0.6450,1076.25,22.32,1,12.48
401,1829,0,0.6461,1076.36,22.39,1,12.50
451,1829,0,0.6467,1076.42,22.42,1,12.48
501,1829,0,0.6474,1076.49,22.45,1,12.48
551,1830,0,0.6484,1076.59,22.46,1,12.48
601,1829,0,0.6492,1076.66,22.47,1,12.50
651,1830,0,0.6493,1076.67,22.48,1,12.48
701,1831,0,0.6505,1076.79,22.49,1,12.50
751,1829,0,0.6521,1076.95,22.49,1,12.48
801,1831,0,0.6525,1076.99,22.50,1,12.50
851,1831,0,0.6530,1077.04,22.50,1,12.50
901,1830,0,0.6542,1077.16,22.50,1,12.48
951,1829,0,0.6542,1077.16,22.50,1,12.48
1001,1830,0,0.6546,1077.19,22.50,1,12.48
1051,1832,0,0.6558,1077.31,22.50,1,12.48
1101,1832,0,0.6558,1077.31,22.50,1,12.48
1151,1831,0,0.6566,1077.39,22.51,1,12.50
1201,1831,0,0.6570,1077.43,22.51,1,12.48
1251,1829,0,0.6575,1077.48,22.51,1,12.48
1301,1830,0,0.6579,1077.52,22.51,1,12.48
1356,1954,194,0.6576,1077.49,22.50,1,12.48
1405,1947,194,0.6590,1077.63,22.51,1,12.48
1455,2101,-153,0.6590,1077.63,22.51,1,12.48
1505,2061,-152,0.6595,1077.67,22.51,1,12.48
1555,2120,-152,0.6601,1077.73,22.51,1,12.48
1605,2081,-174,0.6601,1077.73,22.51,1,12.48
1655,2115,-174,0.6596,1077.68,22.51,1,12.48
1705,2062,-178,0.6603,1077.75,22.51,1,12.48
1755,2058,-184,0.6603,1077.75,22.51,1,12.48
1805,2016,-184,0.6604,1077.76,22.51,1,12.48
1855,2001,-173,0.6610,1077.82,22.51,1,12.48
1905,1983,-173,0.6615,1077.87,22.51,1,12.48
1955,1902,-162,0.6616,1077.88,22.51,1,12.48
2005,1936,-159,0.6613,1077.85,22.51,1,12.48
2055,1858,-159,0.6615,1077.87,22.51,1,12.48
2105,1847,151,0.6627,1077.99,22.51,1,12.48
2155,1815,151,0.6623,1077.95,22.52,1,12.48
2205,1811,168,0.6629,1078.01,22.51,1,12.48
2255,1813,174,0.6637,1078.09,22.52,1,12.48
2305,1844,174,0.6636,1078.08,22.52,1,12.50
2355,1761,175,0.6637,1078.09,22.52,1,12.50
2405,1815,175,0.6649,1078.20,22.52,1,12.50
2455,1862,173,0.6648,1078.19,22.51,1,12.48
2505,1879,162,0.6650,1078.21,22.52,1,12.48
2555,1936,162,0.6662,1078.33,22.52,1,12.50
2605,1799,0,0.6663,1078.34,22.51,1,12.48
2655,1805,0,0.6661,1078.32,22.52,1,12.48
2705,1981,165,0.6668,1078.39,22.51,1,12.48
2755,1952,164,0.6670,1078.41,22.52,1,12.48
2805,1964,164,0.6668,1078.39,22.52,1,12.48
2855,2077,-165,0.6671,1078.42,22.51,1,12.48
2905,2053,-165,0.6678,1078.49,22.52,1,12.48
2955,2032,-189,0.6676,1078.47,22.51,1,12.48
3005,2067,-189,0.6682,1078.53,22.52,1,12.48
3055,2031,-180,0.6681,1078.52,22.51,1,12.48
3105,2038,-180,0.6687,1078.58,22.51,1,12.48
3155,2007,-180,0.6678,1078.49,22.51,1,12.48
3205,1995,-180,0.6680,1078.51,22.52,1,12.48
3255,1989,-175,0.6692,1078.63,22.51,1,12.48
3305,1956,-175,0.6683,1078.54,22.51,1,12.48
3355,1911,-172,0.6688,1078.59,22.51,1,12.48
3405,1906,-172,0.6691,1078.62,22.51,1,12.48
3455,1935,-169,0.6683,1078.54,22.51,1,12.48
3505,1881,-169,0.6686,1078.57,22.51,1,12.48
3555,1912,-173,0.6689,1078.60,22.52,1,12.48
3605,1861,-173,0.6688,1078.59,22.51,1,12.48
3655,1841,-169,0.6689,1078.60,22.52,1,12.48
3705,1837,-169,0.6689,1078.60,22.52,1,12.48
3755,1802,-155,0.6693,1078.64,22.52,1,12.48
3805,1771,-155,0.6684,1078.55,22.51,1,12.48
3855,1760,153,0.6686,1078.57,22.51,1,12.48
3905,1708,153,0.6693,1078.64,22.52,1,12.48
3955,1746,161,0.6689,1078.60,22.52,1,12.50
4005,1756,171,0.6689,1078.60,22.51,1,12.48
4055,1718,171,0.6699,1078.69,22.52,1,12.50
4105,1747,162,0.6691,1078.62,22.52,1,12.48
4155,1771,162,0.6689,1078.60,22.52,1,12.48
4205,1736,163,0.6697,1078.68,22.52,1,12.48
4255,1813,163,0.6694,1078.65,22.52,1,12.48
4305,1836,166,0.6689,1078.60,22.52,1,12.48
4355,1871,166,0.6693,1078.64,22.52,1,12.50
4405,1970,-166,0.6689,1078.60,22.52,1,12.48
4455,2013,-166,0.6688,1078.59,22.52,1,12.48
4505,2035,-192,0.6682,1078.53,22.52,1,12.48
4555,1928,-192,0.6677,1078.48,22.52,1,12.48
4605,1966,-205,0.6676,1078.47,22.52,1,12.48
4655,1903,-205,0.6670,1078.41,22.52,1,12.48
4705,1930,-191,0.6669,1078.40,22.52,1,12.48
4755,1881,-191,0.6666,1078.37,22.52,1,12.48
4805,1898,-184,0.6656,1078.27,22.51,1,12.48
4855,1795,-184,0.6648,1078.19,22.52,1,12.48
4905,1822,-178,0.6649,1078.20,22.52,1,12.48
4955,1765,-178,0.6633,1078.05,22.52,1,12.48
5005,1789,-163,0.6629,1078.01,22.52,1,12.48
5055,1755,-152,0.6625,1077.97,22.52,1,12.48
5105,1774,-152,0.6618,1077.90,22.51,1,12.48
5155,1500,0,0.6609,1077.81,22.52,1,12.48
5205,1540,0,0.6601,1077.73,22.52,1,12.48
5255,1619,200,0.6595,1077.67,22.52,1,12.47
5305,1661,192,0.6579,1077.52,22.52,1,12.48
5355,1639,192,0.6574,1077.47,22.52,1,12.48
5405,1669,180,0.6568,1077.41,22.52,1,12.48
5455,1678,180,0.6558,1077.31,22.52,1,12.48
5505,1762,179,0.6549,1077.22,22.52,1,12.48
5555,1729,177,0.6545,1077.18,22.52,1,12.48
5605,1740,177,0.6532,1077.06,22.52,1,12.48
5655,1794,167,0.6517,1076.91,22.52,1,12.48
5705,1813,167,0.6514,1076.88,22.52,1,12.48
5755,1854,154,0.6502,1076.76,22.52,1,12.48
5805,1852,154,0.6486,1076.61,22.52,1,12.48
5855,1948,-157,0.6476,1076.51,22.52,1,12.48
5905,1918,-157,0.6472,1076.47,22.52,1,12.48
5955,1943,-176,0.6447,1076.22,22.52,1,12.48
6005,1968,-176,0.6438,1076.14,22.52,1,12.48
6055,1964,-175,0.6425,1076.01,22.52,1,12.48
6105,1913,-175,0.6411,1075.87,22.52,1,12.48
6155,1906,-179,0.6388,1075.64,22.52,1,12.48
6205,1914,-179,0.6385,1075.62,22.52,1,12.48
6255,1847,-168,0.6368,1075.45,22.52,1,12.48
6305,1876,-168,0.6350,1075.27,22.52,1,12.48
6355,1797,-156,0.6331,1075.09,22.52,1,12.48
6405,1783,-156,0.6320,1074.98,22.52,1,12.48
6455,1690,166,0.6302,1074.80,22.52,1,12.48
6505,1742,166,0.6283,1074.62,22.52,1,12.48
6555,1711,187,0.6276,1074.55,22.52,1,12.48
6605,1770,187,0.6259,1074.38,22.52,1,12.48
6655,1739,182,0.6243,1074.22,22.52,1,12.48
6705,1813,182,0.6236,1074.15,22.52,1,12.48
6755,1813,177,0.6217,1073.97,22.52,1,12.48
6805,1865,177,0.6200,1073.80,22.52,1,12.48
6855,1806,163,0.6183,1073.63,22.52,1,12.48
6905,1798,163,0.6178,1073.59,22.52,1,12.48
6955,1837,164,0.6159,1073.40,22.52,1,12.48
7005,1903,165,0.6149,1073.30,22.52,1,12.48
7055,1930,165,0.6136,1073.17,22.52,1,12.48
7105,2051,-155,0.6118,1073.00,22.52,1,12.48
7155,2042,-155,0.6102,1072.84,22.52,1,12.50
