time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.1028,0.6478,0.545,0.0
0.401,0.1032,0.6478,0.5446,0.0082
0.451,0.1032,0.6478,0.5446,0.0
0.501,0.1032,0.6478,0.5446,0.0
0.551,0.103,0.6478,0.5448,0.0
0.601,0.103,0.6478,0.5448,0.0
0.651,0.103,0.6478,0.5448,0.0
0.701,0.103,0.6478,0.5448,0.0
0.751,0.1029,0.6478,0.5449,0.0
0.801,0.1029,0.6478,0.5449,0.0
0.851,0.1029,0.6478,0.5449,0.0
0.901,0.1029,0.6478,0.5449,0.0
0.951,0.1028,0.6478,0.545,0.0
1.001,0.1028,0.6478,0.545,0.0
1.051,0.1028,0.6478,0.545,0.0
1.101,0.1028,0.6478,0.545,0.0
1.151,0.1028,0.6478,0.545,0.0
1.201,0.1027,0.6478,0.5451,0.0
1.251,0.1027,0.6478,0.5451,0.0
1.301,0.1027,0.6478,0.5451,0.0
1.351,0.1027,0.6478,0.5451,0.0
1.401,0.1027,0.6478,0.5451,0.0
1.451,0.1027,0.6478,0.5451,0.0
1.501,0.1027,0.6478,0.5451,0.0
1.551,0.1027,0.6478,0.5451,0.0
1.601,0.1028,0.6478,0.545,0.0
1.651,0.1028,0.6478,0.545,0.0
1.701,0.1027,0.6478,0.5451,0.0
1.751,0.1027,0.6478,0.5451,0.0
1.801,0.1027,0.6478,0.5451,0.0
1.851,0.1027,0.6478,0.5451,0.0
1.901,0.1027,0.6478,0.5451,0.0
1.951,0.1027,0.6478,0.5451,0.0
2.001,0.1026,0.6478,0.5452,0.0
2.051,0.1025,0.6478,0.5453,0.0
2.101,0.102,0.6478,0.5458,0.0
2.151,0.1019,0.6478,0.5459,0.0
2.201,0.1019,0.6478,0.5459,0.0
2.251,0.1019,0.6478,0.5459,0.0
2.301,0.1019,0.6478,0.5459,0.0
2.351,0.1019,0.6478,0.5459,0.0
2.401,0.1019,0.6478,0.5459,0.0
2.451,0.1019,0.6478,0.5459,0.0
2.501,0.102,0.6478,0.5458,0.0
2.551,0.102,0.6478,0.5458,0.0
2.601,0.1023,0.6478,0.5455,0.0
2.651,0.1023,0.6478,0.5455,0.0
2.701,0.1023,0.6478,0.5455,0.0
2.751,0.1024,0.6478,0.5454,0.0
2.801,0.1025,0.6478,0.5453,0.0
2.851,0.1027,0.6478,0.5451,0.002
2.901,0.1028,0.6478,0.545,0.002
2.951,0.1029,0.6478,0.5449,0.002
3.001,0.1031,0.6478,0.5447,0.002
3.051,0.1031,0.6478,0.5447,0.002
3.101,0.1031,0.6478,0.5447,0.002
3.151,0.1031,0.6478,0.5447,0.002
3.201,0.1031,0.6478,0.5447,0.002
3.251,0.1031,0.6478,0.5447,0.0
3.301,0.1031,0.6478,0.5447,0.0
3.351,0.1031,0.6478,0.5447,0.0
3.401,0.1031,0.6478,0.5447,0.0
3.451,0.1029,0.6478,0.5449,0.0
3.501,0.1028,0.6478,0.545,0.0
3.551,0.1023,0.6478,0.5455,0.0
3.601,0.1022,0.6478,0.5456,0.0
3.651,0.1022,0.6478,0.5456,0.0
3.701,0.1022,0.6478,0.5456,0.0
3.751,0.1022,0.6478,0.5456,0.0
3.801,0.1022,0.6478,0.5456,0.0
3.851,0.1022,0.6478,0.5456,0.0
3.901,0.1022,0.6478,0.5456,0.0
3.951,0.1022,0.6478,0.5456,0.0
4.001,0.1023,0.6478,0.5455,0.0
4.051,0.103,0.6478,0.5448,0.0
4.101,0.1036,0.6478,0.5442,0.0
4.151,0.104,0.6478,0.5438,0.0
4.201,0.1052,0.6478,0.5426,0.002
4.251,0.1065,0.6478,0.5413,0.008
4.301,0.1078,0.6478,0.54,0.012
4.351,0.1098,0.6478,0.538,0.014
4.401,0.112,0.6478,0.5358,0.024
4.451,0.1141,0.6478,0.5337,0.026
4.501,0.1165,0.6478,0.5313,0.026
4.551,0.1195,0.6478,0.5283,0.04
4.601,0.1221,0.6478,0.5257,0.042
4.651,0.1261,0.6478,0.5217,0.044
4.701,0.1299,0.6478,0.5179,0.048
4.751,0.1338,0.6478,0.514,0.052
4.801,0.1384,0.6478,0.5094,0.06
4.851,0.143,0.6478,0.5048,0.076
4.901,0.1478,0.6478,0.5,0.078
4.951,0.1529,0.6478,0.4949,0.08
5.001,0.1581,0.6478,0.4897,0.092
5.051,0.1632,0.6478,0.4846,0.092
5.101,0.1691,0.6478,0.4787,0.096
5.151,0.1755,0.6478,0.4723,0.102
5.201,0.182,0.6478,0.4658,0.102
5.251,0.1883,0.6478,0.4595,0.104
5.301,0.1947,0.6478,0.4531,0.118
5.351,0.2012,0.6478,0.4466,0.126
5.401,0.2073,0.6478,0.4405,0.126
5.451,0.2145,0.6478,0.4333,0.128
5.501,0.2209,0.6478,0.4269,0.128
5.551,0.2273,0.6478,0.4205,0.128
5.601,0.2341,0.6478,0.4137,0.128
5.651,0.24,0.6478,0.4078,0.128
5.701,0.2467,0.6478,0.4011,0.128
5.751,0.2529,0.6478,0.3949,0.128
5.801,0.2591,0.6478,0.3887,0.128
5.851,0.2648,0.6478,0.383,0.128
5.901,0.2716,0.6478,0.3762,0.128
5.951,0.2776,0.6478,0.3702,0.124
6.001,0.2835,0.6478,0.3643,0.124
6.052,0.2898,0.6478,0.358,0.1235
6.101,0.2957,0.6478,0.3521,0.1235
