time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.355,0.5242,0.65,0.1258,0.0
0.404,0.5242,0.65,0.1258,0.0
0.454,0.5242,0.65,0.1258,0.0
0.504,0.5242,0.65,0.1258,0.0
0.554,0.5242,0.65,0.1258,0.0
0.604,0.5242,0.65,0.1258,0.0
0.654,0.5242,0.65,0.1258,0.0
0.704,0.5242,0.65,0.1258,0.0
0.754,0.5242,0.65,0.1258,0.0
0.804,0.5242,0.65,0.1258,0.0
0.854,0.5242,0.65,0.1258,0.0
0.904,0.5242,0.65,0.1258,0.0
0.954,0.5242,0.65,0.1258,0.0
1.004,0.5242,0.65,0.1258,0.0
1.054,0.5242,0.65,0.1258,0.0
1.104,0.5242,0.65,0.1258,0.0
1.154,0.5242,0.65,0.1258,0.0
1.204,0.5241,0.65,0.1259,0.0
1.254,0.5241,0.65,0.1259,0.0
1.304,0.524,0.65,0.126,0.0
1.354,0.524,0.65,0.126,0.0
1.404,0.524,0.65,0.126,0.0
1.454,0.5239,0.65,0.1261,0.0
1.504,0.5239,0.65,0.1261,0.0
1.554,0.5239,0.65,0.1261,0.0
1.604,0.5239,0.65,0.1261,0.0
1.654,0.5238,0.65,0.1262,0.0
1.704,0.5238,0.65,0.1262,0.0
1.754,0.5238,0.65,0.1262,0.0
1.804,0.5236,0.65,0.1264,0.0
1.854,0.5235,0.65,0.1265,0.0
1.904,0.5235,0.65,0.1265,0.0
1.954,0.5235,0.65,0.1265,0.0
2.004,0.5235,0.65,0.1265,0.0
2.054,0.5235,0.65,0.1265,0.0
2.104,0.5235,0.65,0.1265,0.0
2.154,0.5235,0.65,0.1265,0.0
2.204,0.5235,0.65,0.1265,0.0
2.254,0.5236,0.65,0.1264,0.0
2.304,0.5238,0.65,0.1262,0.0
2.354,0.5238,0.65,0.1262,0.0
2.404,0.5238,0.65,0.1262,0.0
2.454,0.5238,0.65,0.1262,0.0
2.504,0.5239,0.65,0.1261,0.0
2.554,0.5241,0.65,0.1259,0.0
2.604,0.5244,0.65,0.1256,0.002
2.654,0.5246,0.65,0.1254,0.002
2.704,0.5254,0.65,0.1246,0.004
2.754,0.5256,0.65,0.1244,0.004
2.804,0.5259,0.65,0.1241,0.004
2.854,0.5268,0.65,0.1232,0.004
2.904,0.5268,0.65,0.1232,0.004
2.954,0.5284,0.65,0.1216,0.006
3.004,0.5292,0.65,0.1208,0.006
3.054,0.5294,0.65,0.1206,0.006
3.104,0.5305,0.65,0.1195,0.016
3.154,0.5323,0.65,0.1177,0.016
3.204,0.5331,0.65,0.1169,0.016
3.254,0.5346,0.65,0.1154,0.018
3.304,0.536,0.65,0.114,0.022
3.354,0.5372,0.65,0.1128,0.024
3.404,0.5387,0.65,0.1113,0.024
3.454,0.5408,0.65,0.1092,0.028
3.504,0.5422,0.65,0.1078,0.028
3.554,0.544,0.65,0.106,0.03
3.604,0.5453,0.65,0.1047,0.028
3.654,0.5474,0.65,0.1026,0.03
3.704,0.5503,0.65,0.0997,0.03
3.754,0.5523,0.65,0.0977,0.036
3.804,0.5543,0.65,0.0957,0.04
3.854,0.5568,0.65,0.0932,0.04
3.904,0.5591,0.65,0.0909,0.04
3.954,0.5616,0.65,0.0884,0.042
4.004,0.5646,0.65,0.0854,0.046
4.054,0.5665,0.65,0.0835,0.046
4.104,0.5687,0.65,0.0813,0.046
4.154,0.5718,0.65,0.0782,0.046
4.204,0.574,0.65,0.076,0.046
4.254,0.5769,0.65,0.0731,0.05
4.304,0.5797,0.65,0.0703,0.05
4.354,0.5818,0.65,0.0682,0.05
4.404,0.5845,0.65,0.0655,0.054
4.454,0.588,0.65,0.062,0.054
4.504,0.5899,0.65,0.0601,0.054
4.554,0.5929,0.65,0.0571,0.056
4.604,0.5951,0.65,0.0549,0.054
4.654,0.5977,0.65,0.0523,0.054
4.704,0.6008,0.65,0.0492,0.054
4.754,0.6035,0.65,0.0465,0.054
4.804,0.6056,0.65,0.0444,0.054
4.854,0.6082,0.65,0.0418,0.052
4.904,0.6108,0.65,0.0392,0.052
4.954,0.6137,0.65,0.0363,0.052
5.004,0.6159,0.65,0.0341,0.052
5.054,0.6188,0.65,0.0312,0.052
5.104,0.6214,0.65,0.0286,0.052
5.154,0.6234,0.65,0.0266,0.052
5.204,0.6265,0.65,0.0235,0.052
5.254,0.6289,0.65,0.0211,0.052
5.304,0.6305,0.65,0.0195,0.052
5.354,0.634,0.65,0.016,0.052
5.404,0.6363,0.65,0.0137,0.048
5.454,0.6383,0.65,0.0117,0.048
5.504,0.6419,0.65,0.0081,0.048
5.554,0.6433,0.65,0.0067,0.046
5.604,0.6459,0.65,0.0041,0.048
5.654,0.6494,0.65,0.0006,0.048
5.704,0.6511,0.65,-0.0011,0.046
5.754,0.6541,0.65,-0.0041,0.052
5.804,0.6562,0.65,-0.0062,0.046
5.854,0.6579,0.65,-0.0079,0.042
5.904,0.6609,0.65,-0.0109,0.052
5.954,0.6634,0.65,-0.0134,0.05
6.004,0.6651,0.65,-0.0151,0.05
6.054,0.6677,0.65,-0.0177,0.05
6.104,0.6695,0.65,-0.0195,0.042
6.154,0.6708,0.65,-0.0208,0.042
6.204,0.6745,0.65,-0.0245,0.042
6.254,0.6755,0.65,-0.0255,0.036
6.304,0.6771,0.65,-0.0271,0.036
6.354,0.6798,0.65,-0.0298,0.036
6.404,0.6811,0.65,-0.0311,0.034
6.454,0.6831,0.65,-0.0331,0.036
6.504,0.6853,0.65,-0.0353,0.036
6.554,0.686,0.65,-0.036,0.032
6.604,0.6877,0.65,-0.0377,0.034
6.654,0.6899,0.65,-0.0399,0.034
6.704,0.691,0.65,-0.041,0.034
6.754,0.6919,0.65,-0.0419,0.034
6.804,0.6938,0.65,-0.0438,0.034
6.854,0.6941,0.65,-0.0441,0.034
6.904,0.6956,0.65,-0.0456,0.03
6.954,0.6969,0.65,-0.0469,0.026
7.004,0.6969,0.65,-0.0469,0.026
7.054,0.6985,0.65,-0.0485,0.026
7.104,0.6999,0.65,-0.0499,0.026
7.154,0.6999,0.65,-0.0499,0.026
7.204,0.7009,0.65,-0.0509,0.026
7.254,0.7012,0.65,-0.0512,0.02
7.304,0.702,0.65,-0.052,0.02
7.354,0.7027,0.65,-0.0527,0.016
7.404,0.7038,0.65,-0.0538,0.016
7.454,0.7046,0.65,-0.0546,0.016
7.504,0.7049,0.65,-0.0549,0.016
7.554,0.7053,0.65,-0.0553,0.014
7.604,0.7054,0.65,-0.0554,0.014
7.654,0.7064,0.65,-0.0564,0.014
7.704,0.7066,0.65,-0.0566,0.014
7.754,0.7068,0.65,-0.0568,0.008
7.804,0.7074,0.65,-0.0574,0.008
7.854,0.708,0.65,-0.058,0.008
7.904,0.7081,0.65,-0.0581,0.006
7.954,0.7086,0.65,-0.0586,0.008
8.004,0.7086,0.65,-0.0586,0.004
8.054,0.709,0.65,-0.059,0.008
8.104,0.7095,0.65,-0.0595,0.008
8.154,0.71,0.65,-0.06,0.01
8.204,0.7105,0.65,-0.0605,0.01
8.254,0.7105,0.65,-0.0605,0.01
8.304,0.7113,0.65,-0.0613,0.01
8.354,0.7114,0.65,-0.0614,0.01
8.404,0.7126,0.65,-0.0626,0.01
8.454,0.7127,0.65,-0.0627,0.01
8.504,0.7128,0.65,-0.0628,0.01
8.554,0.7137,0.65,-0.0637,0.01
8.604,0.7139,0.65,-0.0639,0.004
8.654,0.714,0.65,-0.064,0.002
8.704,0.7145,0.65,-0.0645,0.004
8.754,0.7149,0.65,-0.0649,0.004
8.804,0.7152,0.65,-0.0652,0.006
8.854,0.7162,0.65,-0.0662,0.006
8.904,0.7162,0.65,-0.0662,0.006
8.954,0.7164,0.65,-0.0664,0.006
9.004,0.7169,0.65,-0.0669,0.006
9.055,0.717,0.65,-0.067,0.006
9.104,0.7171,0.65,-0.0671,0.006
9.155,0.7179,0.65,-0.0679,0.006
9.204,0.7182,0.65,-0.0682,0.006
9.254,0.7184,0.65,-0.0684,0.004
9.304,0.7189,0.65,-0.0689,0.004
9.354,0.719,0.65,-0.069,0.004
9.404,0.7193,0.65,-0.0693,0.006
9.454,0.7196,0.65,-0.0696,0.006
9.504,0.7197,0.65,-0.0697,0.006
9.554,0.7197,0.65,-0.0697,0.006
9.604,0.72,0.65,-0.07,0.006
9.654,0.7201,0.65,-0.0701,0.004
9.704,0.7201,0.65,-0.0701,0.002
9.754,0.7201,0.65,-0.0701,0.002
9.804,0.7201,0.65,-0.0701,0.002
9.854,0.7202,0.65,-0.0702,0.002
9.904,0.7202,0.65,-0.0702,0.0
9.954,0.7202,0.65,-0.0702,0.0
10.004,0.7202,0.65,-0.0702,0.0
