time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_mm,actuator_setpoint_mm,motor_cmd
90.29,0.8263,0.7071,-0.1192,0.0,21.05,20.0,-154
90.34,0.8262,0.7071,-0.1191,-0.002,21.026,20.0,-154
90.39,0.8261,0.7071,-0.119,-0.002,21.026,20.0,-154
90.44,0.8252,0.7071,-0.1181,-0.002,20.879,20.0,-154
90.49,0.8249,0.7071,-0.1178,-0.0041,20.806,20.0,-154
90.54,0.8244,0.7071,-0.1173,-0.006,20.623,20.0,-153
90.59,0.8243,0.7071,-0.1172,-0.006,20.659,20.0,-153
90.64,0.8241,0.7071,-0.117,-0.004,20.623,20.0,-153
90.69,0.8236,0.7071,-0.1165,-0.004,20.501,20.0,-152
90.74,0.8232,0.7071,-0.1161,-0.006,20.525,20.0,-152
90.79,0.8232,0.7071,-0.1161,-0.006,20.501,20.0,-152
90.84,0.8227,0.7071,-0.1156,-0.008,20.488,20.0,-152
90.89,0.8222,0.7071,-0.1151,-0.008,20.391,20.0,-152
90.94,0.8217,0.7071,-0.1146,-0.01,20.391,20.0,-152
90.99,0.8216,0.7071,-0.1145,-0.008,20.513,20.0,-152
91.04,0.8215,0.7071,-0.1144,-0.008,20.44,20.0,-152
91.09,0.8213,0.7071,-0.1142,-0.008,20.684,20.0,-153
91.14,0.8209,0.7071,-0.1138,-0.008,20.562,20.0,-153
91.19,0.8201,0.7071,-0.113,-0.008,20.379,20.0,-154
91.24,0.8199,0.7071,-0.1128,-0.008,20.366,20.0,-154
91.29,0.8195,0.7071,-0.1124,-0.008,20.171,20.0,-151
91.34,0.8187,0.7071,-0.1116,-0.008,20.269,20.0,-152
91.39,0.818,0.7071,-0.1109,-0.008,20.44,20.0,-152
91.44,0.8179,0.7071,-0.1108,-0.008,20.305,20.0,-151
91.49,0.8166,0.7071,-0.1095,-0.008,20.232,20.0,-151
91.54,0.8156,0.7071,-0.1085,-0.014,18.486,20.0,-152
91.59,0.8148,0.7071,-0.1077,-0.016,20.281,20.0,-152
91.64,0.8135,0.7071,-0.1064,-0.016,20.183,20.0,-138
91.69,0.813,0.7071,-0.1059,-0.016,20.44,20.0,-138
91.74,0.8121,0.7071,-0.105,-0.016,20.11,20.0,-157
91.79,0.8111,0.7071,-0.104,-0.018,20.244,20.0,-153
91.84,0.8101,0.7071,-0.103,-0.02,20.354,20.0,-153
91.89,0.8086,0.7071,-0.1015,-0.02,19.963,20.0,-151
91.94,0.808,0.7071,-0.1009,-0.02,20.073,20.0,-151
91.99,0.8059,0.7071,-0.0988,-0.02,20.073,20.0,-149
92.04,0.8049,0.7071,-0.0978,-0.02,19.89,20.0,-149
92.092,0.8041,0.7071,-0.097,-0.02,19.719,20.0,-151
92.141,0.8026,0.7071,-0.0955,-0.02,20.171,20.0,-151
92.191,0.8009,0.7071,-0.0938,-0.02,20.195,20.0,-148
92.241,0.7999,0.7071,-0.0928,-0.02,20.085,20.0,-148
92.291,0.7984,0.7071,-0.0913,-0.03,20.098,17.4114990234375,-153
92.341,0.7972,0.7071,-0.0901,-0.024,19.939,7.6861572265625,-150
92.391,0.7954,0.7071,-0.0883,-0.03,20.061,0.0,-150
92.441,0.7946,0.7071,-0.0875,-0.024,20.037,0.0,-200
92.491,0.7933,0.7071,-0.0862,-0.026,19.548,0.0,-200
92.541,0.7915,0.7071,-0.0844,-0.03,18.95,0.0,-235
92.591,0.7908,0.7071,-0.0837,-0.026,17.631,0.0,-235
92.641,0.7888,0.7071,-0.0817,-0.026,15.788,0.0,-229
92.691,0.7872,0.7071,-0.0801,-0.03,15.177,0.0,-229
92.741,0.7862,0.7071,-0.0791,-0.026,14.127,0.0,-211
92.791,0.7854,0.7071,-0.0783,-0.026,13.394,0.0,-217
92.841,0.7835,0.7071,-0.0764,-0.026,12.283,0.0,-217
92.891,0.7824,0.7071,-0.0753,-0.026,11.563,0.0,-209
92.941,0.7811,0.7071,-0.074,-0.026,10.366,0.0,-209
92.991,0.7795,0.7071,-0.0724,-0.026,10.452,0.0,-203
93.041,0.7779,0.7071,-0.0708,-0.032,9.438,0.0,-199
93.091,0.7767,0.7071,-0.0696,-0.026,8.205,0.0,-199
93.141,0.7752,0.7071,-0.0681,-0.026,8.51,0.0,-199
93.191,0.7738,0.7071,-0.0667,-0.028,7.387,0.0,-199
93.241,0.7732,0.7071,-0.0661,-0.028,6.606,0.0,-196
93.291,0.7709,0.7071,-0.0638,-0.028,6.728,0.0,-190
93.341,0.7698,0.7071,-0.0627,-0.028,6.227,0.0,-190
93.391,0.7676,0.7071,-0.0605,-0.03,6.606,0.0,-191
93.441,0.7657,0.7071,-0.0586,-0.03,5.409,0.0,-191
93.491,0.7642,0.7071,-0.0571,-0.03,4.823,0.0,-193
93.541,0.7621,0.7071,-0.055,-0.03,4.53,0.0,-184
93.591,0.7602,0.7071,-0.0531,-0.038,4.151,0.0,-184
93.641,0.7583,0.7071,-0.0512,-0.038,4.225,0.0,-183
93.691,0.7556,0.7071,-0.0485,-0.038,3.211,0.0,-183
93.741,0.7529,0.7071,-0.0458,-0.038,2.955,0.0,-185
93.791,0.7503,0.7071,-0.0432,-0.042,2.613,0.0,-177
93.841,0.7475,0.7071,-0.0404,-0.042,2.369,0.0,-177
93.891,0.7445,0.7071,-0.0374,-0.052,2.357,0.0,-178
93.941,0.7418,0.7071,-0.0347,-0.054,2.137,0.0,-178
93.991,0.7381,0.7071,-0.031,-0.054,1.648,0.0,-178
94.041,0.7353,0.7071,-0.0282,-0.054,1.368,0.0,-177
94.093,0.7309,0.7071,-0.0238,-0.056,1.123,0.0,-177
94.142,0.7267,0.7071,-0.0196,-0.056,0.952,0.0,-173
94.192,0.7227,0.7071,-0.0156,-0.06,0.83,0.0,-173
94.242,0.7186,0.7071,-0.0115,-0.074,0.647,0.0,-172
94.292,0.7144,0.7071,-0.0073,-0.08,0.549,0.0,-173
94.342,0.7099,0.7071,-0.0028,-0.082,0.513,0.0,-173
94.392,0.7053,0.7071,0.0018,-0.084,0.537,0.0,-171
94.442,0.7004,0.7071,0.0067,-0.0846,0.537,0.0,-171
94.492,0.6951,0.7071,0.012,-0.0857,0.525,0.0,-172
94.542,0.6907,0.7071,0.0164,-0.088,0.537,0.0,-172
94.592,0.6854,0.7071,0.0217,-0.09,0.537,0.0,-172
94.642,0.6806,0.7071,0.0265,-0.092,0.537,0.0,-172
94.692,0.6758,0.7071,0.0313,-0.096,0.537,0.0,-172
94.742,0.6701,0.7071,0.037,-0.096,0.537,0.0,-172
94.792,0.6653,0.7071,0.0418,-0.096,0.525,0.0,-172
94.842,0.66,0.7071,0.0471,-0.098,0.525,0.0,-172
94.892,0.6547,0.7071,0.0524,-0.106,0.525,0.0,-172
94.942,0.6492,0.7071,0.0579,-0.106,0.537,0.0,-172
94.992,0.6438,0.7071,0.0633,-0.106,0.537,0.0,-172
95.042,0.6385,0.7071,0.0686,-0.106,0.525,0.0,-173
95.092,0.6331,0.7071,0.074,-0.106,0.525,0.0,-173
95.142,0.6272,0.7071,0.0799,-0.108,0.525,0.0,-172
95.192,0.6215,0.7071,0.0856,-0.108,0.537,0.0,-172
95.242,0.6156,0.7071,0.0915,-0.108,0.549,0.0,-173
95.292,0.61,0.7071,0.0971,-0.11,0.537,0.0,-173
95.342,0.6044,0.7071,0.1027,-0.112,0.537,0.0,-173
95.392,0.599,0.7071,0.1081,-0.112,0.549,0.0,-173
95.442,0.5934,0.7071,0.1137,-0.112,0.525,0.0,-173
95.492,0.5878,0.7071,0.1193,-0.112,0.537,0.0,-173
95.542,0.5814,0.7071,0.1257,-0.112,0.525,0.0,-173
95.592,0.5762,0.7071,0.1309,-0.112,0.537,0.0,-173
95.642,0.5701,0.7071,0.137,-0.112,0.537,0.0,-173
95.692,0.5646,0.7071,0.1425,-0.112,0.525,0.0,-173
95.742,0.5592,0.7071,0.1479,-0.112,0.525,0.0,-173
95.792,0.5536,0.7071,0.1535,-0.112,0.525,0.0,-173
95.842,0.5484,0.7071,0.1587,-0.112,0.525,0.0,-173
95.892,0.542,0.7071,0.1651,-0.112,0.525,0.0,-173
95.942,0.5361,0.7071,0.171,-0.112,0.525,0.0,-173
95.992,0.5307,0.7071,0.1764,-0.11,0.525,0.0,-173
96.042,0.5246,0.7071,0.1825,-0.112,0.537,0.0,-173
96.094,0.5192,0.7071,0.1879,-0.11,0.525,0.0,-173
96.143,0.5135,0.7071,0.1936,-0.112,0.525,0.0,-173
96.193,0.5074,0.7071,0.1997,-0.1163,0.525,0.0,-173
96.243,0.5022,0.7071,0.2049,-0.1163,0.525,0.0,-173
96.293,0.4954,0.7071,0.2117,-0.118,0.525,0.0,-173
96.343,0.4895,0.7071,0.2176,-0.118,0.537,0.0,-173
96.393,0.4839,0.7071,0.2232,-0.1163,0.525,0.0,-173
96.443,0.4777,0.7071,0.2294,-0.118,0.525,0.0,-173
96.493,0.4723,0.7071,0.2348,-0.1163,0.525,0.0,-173
96.543,0.4667,0.7071,0.2404,-0.1163,0.525,0.0,-173
96.593,0.4606,0.7071,0.2465,-0.118,0.525,0.0,-173
96.643,0.4543,0.7071,0.2528,-0.118,0.525,0.0,-173
96.693,0.4483,0.7071,0.2588,-0.12,0.525,0.0,-173
96.743,0.442,0.7071,0.2651,-0.12,0.537,0.0,-174
96.793,0.4367,0.7071,0.2704,-0.12,0.549,0.0,-174
96.843,0.4303,0.7071,0.2768,-0.122,0.525,0.0,-174
96.893,0.4253,0.7071,0.2818,-0.12,0.537,0.0,-174
96.943,0.4188,0.7071,0.2883,-0.122,0.537,0.0,-174
96.993,0.4125,0.7071,0.2946,-0.126,0.525,0.0,-174
97.043,0.4072,0.7071,0.2999,-0.126,0.537,0.0,-174
97.093,0.4009,0.7071,0.3062,-0.126,0.537,0.0,-174
97.143,0.3953,0.7071,0.3118,-0.126,0.525,0.0,-174
97.193,0.3896,0.7071,0.3175,-0.114,0.525,0.0,-174
97.243,0.384,0.7071,0.3231,-0.114,0.525,1.2548828125,-174
97.293,0.3779,0.7071,0.3292,-0.114,0.525,13.3331298828125,-174
97.343,0.3721,0.7071,0.335,-0.116,0.537,20.0,-174
97.393,0.3666,0.7071,0.3405,-0.114,0.452,38.70513916015625,141
97.443,0.3602,0.7071,0.3469,-0.114,0.525,49.99908447265625,141
97.493,0.3545,0.7071,0.3526,-0.114,0.794,49.99908447265625,247
97.543,0.3492,0.7071,0.3579,-0.114,1.709,49.99908447265625,255
97.593,0.3431,0.7071,0.364,-0.114,3.248,49.99908447265625,255
97.643,0.3376,0.7071,0.3695,-0.114,4.823,49.99908447265625,255
97.693,0.332,0.7071,0.3751,-0.114,6.447,49.99908447265625,255
97.743,0.3268,0.7071,0.3803,-0.112,8.107,49.99908447265625,255
97.793,0.3201,0.7071,0.387,-0.112,9.585,49.99908447265625,255
97.843,0.3143,0.7071,0.3928,-0.114,11.062,49.99908447265625,255
97.899,0.3088,0.7071,0.3983,-0.112,12.454,49.99908447265625,255
97.943,0.3035,0.7071,0.4036,-0.112,13.98,49.99908447265625,255
97.993,0.2979,0.7071,0.4092,-0.112,15.568,49.99908447265625,255
98.043,0.292,0.7071,0.4151,-0.112,17.302,49.99908447265625,255
98.095,0.286,0.7071,0.4211,-0.1154,19.035,49.99908447265625,252
98.144,0.2798,0.7071,0.4273,-0.116,20.672,49.99908447265625,252
98.194,0.2739,0.7071,0.4332,-0.118,22.125,49.99908447265625,241
98.244,0.2627,0.7071,0.4444,-0.118,24.005,49.99908447265625,241
98.294,0.2564,0.7071,0.4507,-0.118,25.714,49.99908447265625,235
98.344,0.2507,0.7071,0.4564,-0.118,27.07,49.99908447265625,235
98.394,0.2445,0.7071,0.4626,-0.118,28.73,49.99908447265625,220
98.444,0.2385,0.7071,0.4686,-0.12,29.695,49.99908447265625,220
98.494,0.2325,0.7071,0.4746,-0.12,29.976,49.99908447265625,213
98.544,0.2274,0.7071,0.4797,-0.12,32.015,49.99908447265625,215
98.594,0.2211,0.7071,0.486,-0.12,33.663,49.99908447265625,215
98.644,0.2211,0.7071,0.486,-0.12,34.164,49.99908447265625,205
98.694,0.2165,0.7071,0.4906,-0.12,35.299,49.99908447265625,205
98.744,0.211,0.7071,0.4961,-0.114,35.824,49.99908447265625,199
98.794,0.206,0.7071,0.5011,-0.11,36.642,49.99908447265625,197
98.844,0.2013,0.7071,0.5058,-0.102,37.228,49.99908447265625,197
98.894,0.1962,0.7071,0.5109,-0.102,38.376,49.99908447265625,194
98.944,0.1925,0.7071,0.5146,-0.1,38.388,49.99908447265625,194
98.994,0.1886,0.7071,0.5185,-0.094,40.122,49.99908447265625,188
99.044,0.1849,0.7071,0.5222,-0.092,39.402,49.99908447265625,188
99.094,0.1814,0.7071,0.5257,-0.092,40.391,49.99908447265625,182
99.144,0.1783,0.7071,0.5288,-0.078,40.366,49.99908447265625,182
99.194,0.1758,0.7071,0.5313,-0.074,41.148,49.99908447265625,186
99.244,0.1735,0.7071,0.5336,-0.074,41.197,49.99908447265625,188
99.294,0.1717,0.7071,0.5354,-0.07,42.015,49.99908447265625,188
99.344,0.1701,0.7071,0.537,-0.062,42.222,49.99908447265625,183
99.394,0.169,0.7071,0.5381,-0.05,42.869,49.99908447265625,183
99.444,0.169,0.7071,0.5381,-0.046,43.126,49.99908447265625,179
99.494,0.169,0.7071,0.5381,-0.036,44.237,49.99908447265625,177
99.544,0.169,0.7071,0.5381,-0.032,43.895,49.99908447265625,177
99.594,0.169,0.7071,0.5381,-0.022,44.86,49.99908447265625,171
99.644,0.169,0.7071,0.5381,0.0,44.493,49.99908447265625,171
99.694,0.169,0.7071,0.5381,0.0,45.25,49.99908447265625,172
99.744,0.169,0.7071,0.5381,0.0,45.018,49.99908447265625,177
99.794,0.1697,0.7071,0.5374,0.0,45.763,49.99908447265625,177
99.844,0.1704,0.7071,0.5367,0.0,45.629,49.99908447265625,172
99.894,0.1719,0.7071,0.5352,0.0,46.349,49.99908447265625,172
99.944,0.1727,0.7071,0.5344,0.0,46.117,49.99908447265625,170
99.994,0.1748,0.7071,0.5323,0.014,46.435,49.99908447265625,170
100.044,0.1764,0.7071,0.5307,0.014,46.545,49.99908447265625,169
100.096,0.1764,0.7071,0.5307,0.014,46.764,49.99908447265625,169
100.145,0.1783,0.7071,0.5288,0.016,46.85,49.99908447265625,168
100.195,0.1802,0.7071,0.5269,0.03,47.411,49.99908447265625,168
100.245,0.1822,0.7071,0.5249,0.032,47.314,49.99908447265625,167
100.295,0.1849,0.7071,0.5222,0.038,47.436,49.99908447265625,164
100.345,0.187,0.7071,0.5201,0.0388,47.228,49.99908447265625,164
100.395,0.1895,0.7071,0.5176,0.04,47.753,49.99908447265625,166
100.445,0.1917,0.7071,0.5154,0.04,47.375,49.99908447265625,166
100.495,0.1978,0.7071,0.5093,0.042,47.692,49.99908447265625,165
100.545,0.2009,0.7071,0.5062,0.044,47.485,46.4697265625,165
100.595,0.203,0.7071,0.5041,0.044,47.839,40.82275390625,166
100.645,0.2064,0.7071,0.5007,0.05,47.753,33.7640380859375,166
100.695,0.2099,0.7071,0.4972,0.054,47.802,25.05828857421875,0
100.745,0.2131,0.7071,0.494,0.062,47.79,20.0,-161
100.795,0.2164,0.7071,0.4907,0.064,47.839,20.0,-161
100.845,0.2198,0.7071,0.4873,0.066,47.46,20.0,-219
100.895,0.2239,0.7071,0.4832,0.068,46.227,20.0,-219
100.945,0.2275,0.7071,0.4796,0.068,45.14,20.0,-220
100.995,0.2314,0.7071,0.4757,0.068,43.675,20.0,-212
101.045,0.2355,0.7071,0.4716,0.07,42.381,20.0,-212
101.095,0.2393,0.7071,0.4678,0.072,41.245,12.862548828125,-202
101.145,0.2436,0.7071,0.4635,0.076,40.305,5.8038330078125,-202
101.195,0.2484,0.7071,0.4587,0.078,39.414,0.313720703125,-225
101.245,0.2522,0.7071,0.4549,0.078,38.339,0.0,-255
101.295,0.2568,0.7071,0.4503,0.082,36.789,0.0,-255
101.345,0.2609,0.7071,0.4462,0.082,35.165,0.0,-255
101.401,0.2609,0.7071,0.4462,0.082,33.529,0.0,-255
101.445,0.2651,0.7071,0.442,0.082,31.746,0.0,-255
101.495,0.2696,0.7071,0.4375,0.086,29.988,0.0,-255
101.545,0.2742,0.7071,0.4329,0.09,28.315,0.0,-255
101.595,0.2794,0.7071,0.4277,0.092,27.338,0.0,-244
101.645,0.2837,0.7071,0.4234,0.09,25.507,0.0,-244
101.695,0.2887,0.7071,0.4184,0.092,23.565,0.0,-240
101.745,0.2934,0.7071,0.4137,0.092,21.978,0.0,-234
101.795,0.3026,0.7071,0.4045,0.094,20.354,0.0,-234
101.845,0.3074,0.7071,0.3997,0.0955,19.438,0.0,-220
101.895,0.3127,0.7071,0.3944,0.096,17.961,0.0,-220
101.945,0.3175,0.7071,0.3896,0.096,16.947,0.0,-215
101.995,0.3227,0.7071,0.3844,0.1,15.836,0.0,-212
102.045,0.3271,0.7071,0.38,0.096,14.652,0.0,-212
102.097,0.3318,0.7071,0.3753,0.096,13.736,0.0,-205
102.146,0.3362,0.7071,0.3709,0.096,12.613,0.0,-205
102.196,0.341,0.7071,0.3661,0.096,12.039,0.0,-200
102.246,0.3454,0.7071,0.3617,0.096,10.611,0.0,-200
102.296,0.3499,0.7071,0.3572,0.0904,10.989,0.0,-194
102.346,0.3542,0.7071,0.3529,0.09,9.451,0.0,-194
102.396,0.3582,0.7071,0.3489,0.0898,9.927,0.0,-194
102.446,0.3618,0.7071,0.3453,0.088,8.571,0.0,-194
102.496,0.3656,0.7071,0.3415,0.088,8.803,0.0,-191
102.546,0.3688,0.7071,0.3383,0.086,7.643,0.0,-191
102.596,0.3719,0.7071,0.3352,0.08,7.875,0.0,-187
102.646,0.3754,0.7071,0.3317,0.076,6.74,0.0,-187
102.696,0.3776,0.7071,0.3295,0.072,6.886,0.0,-185
102.746,0.3804,0.7071,0.3267,0.07,5.861,0.0,-178
102.796,0.3823,0.7071,0.3248,0.064,6.02,0.0,-178
102.846,0.3841,0.7071,0.323,0.062,5.226,0.0,-178
102.896,0.3859,0.7071,0.3212,0.056,5.397,0.0,-178
102.946,0.3874,0.7071,0.3197,0.044,4.615,0.0,-177
102.996,0.3887,0.7071,0.3184,0.038,4.713,0.0,-181
103.046,0.3896,0.7071,0.3175,0.036,4.139,0.0,-181
103.096,0.3904,0.7071,0.3167,0.036,4.164,0.0,-175
103.146,0.3904,0.7071,0.3167,0.03,3.602,0.0,-175
103.196,0.3904,0.7071,0.3167,0.026,3.663,0.0,-174
103.246,0.3904,0.7071,0.3167,0.018,3.175,10.0390625,-171
103.296,0.3904,0.7071,0.3167,0.016,3.321,20.0,-171
103.346,0.3904,0.7071,0.3167,0.0,3.162,20.0,0
103.396,0.3904,0.7071,0.3167,0.0,3.175,23.64654541015625,0
103.446,0.3904,0.7071,0.3167,0.0,2.772,43.1756591796875,170
103.496,0.3898,0.7071,0.3173,0.0,3.358,49.99908447265625,186
103.546,0.3891,0.7071,0.318,0.0,3.492,49.99908447265625,186
103.596,0.3882,0.7071,0.3189,0.0,4.628,49.99908447265625,255
103.646,0.3863,0.7071,0.3208,0.0,5.995,49.99908447265625,255
103.696,0.3859,0.7071,0.3212,-0.008,7.497,49.99908447265625,255
103.752,0.3844,0.7071,0.3227,-0.012,9.219,49.99908447265625,255
103.796,0.3833,0.7071,0.3238,-0.014,10.696,49.99908447265625,255
103.846,0.3822,0.7071,0.3249,-0.018,12.161,49.99908447265625,255
103.896,0.3799,0.7071,0.3272,-0.022,13.651,49.99908447265625,255
103.946,0.3781,0.7071,0.329,-0.025,15.238,49.99908447265625,255
103.996,0.3763,0.7071,0.3308,-0.0268,16.935,49.99908447265625,255
104.046,0.3697,0.7071,0.3374,-0.036,18.681,49.99908447265625,255
104.098,0.3667,0.7071,0.3404,-0.036,20.427,49.99908447265625,255
104.147,0.3638,0.7071,0.3433,-0.036,22.137,49.99908447265625,255
104.197,0.3607,0.7071,0.3464,-0.046,23.98,49.99908447265625,246
104.247,0.3573,0.7071,0.3498,-0.0577,25.641,49.99908447265625,246
104.297,0.3511,0.7071,0.356,-0.0592,27.265,49.99908447265625,233
104.347,0.3474,0.7071,0.3597,-0.062,29.011,49.99908447265625,233
104.397,0.3439,0.7071,0.3632,-0.068,30.061,49.99908447265625,223
104.447,0.3439,0.7071,0.3632,-0.068,32.076,49.99908447265625,220
104.497,0.3439,0.7071,0.3632,-0.062,32.918,49.99908447265625,220
104.547,0.34,0.7071,0.3671,-0.068,34.261,49.99908447265625,208
104.597,0.336,0.7071,0.3711,-0.07,34.835,49.99908447265625,208
104.647,0.3323,0.7071,0.3748,-0.074,36.288,49.99908447265625,204
104.697,0.3286,0.7071,0.3785,-0.074,36.484,49.99908447265625,207
104.747,0.3252,0.7071,0.3819,-0.074,37.424,49.99908447265625,207
104.797,0.3252,0.7071,0.3819,-0.07,39.316,49.99908447265625,200
104.847,0.3217,0.7071,0.3854,-0.07,40.0,49.99908447265625,200
104.897,0.3186,0.7071,0.3885,-0.07,40.574,49.99908447265625,186
104.947,0.3154,0.7071,0.3917,-0.07,41.05,49.99908447265625,190
104.997,0.3123,0.7071,0.3948,-0.068,40.562,49.99908447265625,190
105.047,0.3102,0.7071,0.3969,-0.064,42.112,49.99908447265625,186
105.097,0.3077,0.7071,0.3994,-0.062,41.734,49.99908447265625,186
105.147,0.3064,0.7071,0.4007,-0.062,42.198,49.99908447265625,183
105.197,0.3048,0.7071,0.4023,-0.05,42.711,49.99908447265625,190
105.247,0.3048,0.7071,0.4023,-0.05,44.042,49.99908447265625,190
105.297,0.3048,0.7071,0.4023,-0.042,43.736,49.99908447265625,182
105.347,0.3048,0.7071,0.4023,-0.032,44.933,49.99908447265625,182
105.397,0.3048,0.7071,0.4023,-0.026,44.835,49.99908447265625,179
105.447,0.3048,0.7071,0.4023,0.0,45.739,49.99908447265625,179
105.497,0.3048,0.7071,0.4023,0.0,45.604,49.99908447265625,175
105.547,0.3048,0.7071,0.4023,0.0,46.422,49.99908447265625,175
105.597,0.3052,0.7071,0.4019,0.0,46.239,49.99908447265625,173
105.647,0.3065,0.7071,0.4006,0.0,46.972,49.99908447265625,173
105.697,0.3081,0.7071,0.399,0.0,46.825,49.99908447265625,172
105.747,0.3096,0.7071,0.3975,0.0,47.106,49.99908447265625,172
105.797,0.3115,0.7071,0.3956,0.008,47.314,49.99908447265625,170
105.847,0.3138,0.7071,0.3933,0.026,47.851,49.99908447265625,170
105.897,0.3163,0.7071,0.3908,0.03,47.741,49.99908447265625,168
105.947,0.3188,0.7071,0.3883,0.032,48.059,49.99908447265625,165
105.997,0.3213,0.7071,0.3858,0.038,48.022,49.99908447265625,165
106.047,0.3238,0.7071,0.3833,0.046,48.462,49.99908447265625,167
106.099,0.3261,0.7071,0.381,0.046,48.51,49.99908447265625,167
106.148,0.3289,0.7071,0.3782,0.05,48.742,49.99908447265625,165
106.198,0.3316,0.7071,0.3755,0.05,48.596,49.99908447265625,166
106.248,0.3342,0.7071,0.3729,0.05,48.864,49.99908447265625,166
106.298,0.3371,0.7071,0.37,0.05,48.779,49.99908447265625,165
106.348,0.3405,0.7071,0.3666,0.052,48.987,49.99908447265625,165
106.398,0.3431,0.7071,0.364,0.052,49.048,49.99908447265625,165
106.448,0.3463,0.7071,0.3608,0.054,49.243,49.99908447265625,163
106.498,0.3498,0.7071,0.3573,0.0571,49.133,49.99908447265625,163
106.548,0.353,0.7071,0.3541,0.058,49.292,49.99908447265625,163
106.598,0.3565,0.7071,0.3506,0.064,49.255,49.99908447265625,163
106.648,0.3604,0.7071,0.3467,0.064,49.499,49.99908447265625,163
106.698,0.3644,0.7071,0.3427,0.068,49.402,49.99908447265625,164
106.748,0.3682,0.7071,0.3389,0.07,49.353,49.99908447265625,164
106.798,0.3726,0.7071,0.3345,0.07,49.56,49.99908447265625,163
106.848,0.3774,0.7071,0.3297,0.076,49.548,49.99908447265625,163
106.898,0.3822,0.7071,0.3249,0.078,49.548,49.99908447265625,162
106.948,0.3871,0.7071,0.32,0.08,49.548,49.99908447265625,163
106.998,0.3914,0.7071,0.3157,0.086,49.548,49.99908447265625,163
107.048,0.3977,0.7071,0.3094,0.088,49.573,49.99908447265625,163
107.098,0.4026,0.7071,0.3045,0.096,49.573,49.99908447265625,163
107.148,0.4081,0.7071,0.299,0.096,49.548,49.99908447265625,162
107.198,0.4135,0.7071,0.2936,0.098,49.573,49.99908447265625,163
107.248,0.4193,0.7071,0.2878,0.098,49.56,49.99908447265625,163
107.298,0.4251,0.7071,0.282,0.108,49.56,49.99908447265625,163
107.348,0.4315,0.7071,0.2756,0.11,49.56,49.99908447265625,163
107.398,0.4375,0.7071,0.2696,0.116,49.548,49.99908447265625,163
107.448,0.4433,0.7071,0.2638,0.116,49.548,49.99908447265625,163
107.498,0.451,0.7071,0.2561,0.116,49.548,49.99908447265625,163
107.548,0.4564,0.7071,0.2507,0.116,49.548,49.99908447265625,163
107.598,0.4622,0.7071,0.2449,0.116,49.548,49.99908447265625,163
107.648,0.4693,0.7071,0.2378,0.116,49.56,49.99908447265625,163
107.698,0.4749,0.7071,0.2322,0.116,49.56,49.99908447265625,163
107.748,0.4816,0.7071,0.2255,0.12,49.56,49.99908447265625,163
107.798,0.4885,0.7071,0.2186,0.12,49.56,49.99908447265625,163
107.848,0.4936,0.7071,0.2135,0.116,49.56,40.82275390625,163
107.898,0.5002,0.7071,0.2069,0.132,49.56,20.0,163
107.948,0.5065,0.7071,0.2006,0.126,49.597,16.1566162109375,-134
107.998,0.5125,0.7071,0.1946,0.126,49.621,4.39208984375,-134
108.048,0.5186,0.7071,0.1885,0.126,49.536,0.0,-237
108.1,0.5251,0.7071,0.182,0.125,48.535,0.0,-237
108.155,0.5251,0.7071,0.182,0.125,46.581,0.0,-255
108.205,0.5251,0.7071,0.182,0.122,44.725,0.0,-255
108.255,0.5251,0.7071,0.182,0.12,42.894,0.0,-255
108.299,0.532,0.7071,0.1751,0.122,41.026,0.0,-255
108.349,0.532,0.7071,0.1751,0.12,39.402,0.0,-255
108.405,0.532,0.7071,0.1751,0.0,37.888,0.0,-255
108.449,0.5385,0.7071,0.1686,0.0,36.374,0.0,-255
108.499,0.5445,0.7071,0.1626,0.0,34.823,0.0,-255
108.549,0.5505,0.7071,0.1566,0.0,33.199,0.0,-255
108.599,0.5574,0.7071,0.1497,0.12,31.526,0.0,-255
108.655,0.5574,0.7071,0.1497,0.12,29.817,0.0,-255
108.699,0.5639,0.7071,0.1432,0.12,28.266,0.0,-253
108.749,0.5705,0.7071,0.1366,0.12,26.691,0.0,-253
108.799,0.5966,0.7071,0.1105,0.132,25.397,0.0,-241
108.849,0.617,0.7071,0.0901,0.138,23.785,0.0,-241
108.899,0.6233,0.7071,0.0838,0.132,22.967,0.0,-234
108.949,0.6298,0.7071,0.0773,0.132,20.598,0.0,-231
108.999,0.6373,0.7071,0.0698,0.138,19.377,0.0,-231
109.049,0.6495,0.7071,0.0576,0.1477,17.949,0.0,-218
109.099,0.6564,0.7071,0.0507,0.1477,16.96,0.0,-218
109.149,0.6619,0.7071,0.0452,0.138,15.946,0.0,-212
109.199,0.6684,0.7071,0.0387,0.138,15.165,0.0,-212
109.249,0.6741,0.7071,0.033,0.13,14.322,0.0,-207
109.299,0.68,0.7071,0.0271,0.13,13.004,0.0,-207
109.349,0.6848,0.7071,0.0223,0.13,12.882,0.0,-203
109.399,0.6901,0.7071,0.017,0.118,10.989,0.0,-203
109.449,0.6956,0.7071,0.0115,0.114,10.366,0.0,-201
109.499,0.7,0.7071,0.0071,0.11,9.866,0.0,-201
109.549,0.7051,0.7071,0.002,0.11,9.512,0.0,-188
109.599,0.7091,0.7071,-0.002,0.106,8.913,0.0,-188
109.649,0.7129,0.7071,-0.0058,0.102,9.78,0.0,-190
