time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.352,0.0025,0.5387,0.5362,0.0,50.0
0.401,0.0025,0.5387,0.5362,0.0,50.0
0.451,0.002,0.5387,0.5367,0.0,50.0
0.501,0.0021,0.5387,0.5366,0.0,50.0
0.551,0.002,0.5387,0.5367,0.0,50.0
0.601,0.0021,0.5387,0.5366,0.0,50.0
0.651,0.002,0.5387,0.5367,0.0,50.0
0.701,0.002,0.5387,0.5367,0.0,50.0
0.751,0.002,0.5387,0.5367,0.0,50.0
0.801,0.002,0.5387,0.5367,0.0,50.0
0.851,0.002,0.5387,0.5367,0.0,50.0
0.901,0.002,0.5387,0.5367,0.0,50.0
0.951,0.002,0.5387,0.5367,0.0,50.0
1.001,0.002,0.5387,0.5367,0.0,50.0
1.051,0.002,0.5387,0.5367,0.0,50.0
1.101,0.002,0.5387,0.5367,0.0,50.0
1.151,0.002,0.5387,0.5367,0.0,50.0
1.201,0.002,0.5387,0.5367,0.0,50.0
1.251,0.002,0.5387,0.5367,0.0,50.0
1.301,0.002,0.5387,0.5367,0.0,41.531883239746094
1.356,0.002,0.5387,0.5367,0.0,41.531883239746094
1.405,0.002,0.5387,0.5367,0.0,41.531883239746094
1.455,0.002,0.5387,0.5367,0.0,41.531883239746094
1.505,0.002,0.5387,0.5367,0.0,41.531883239746094
1.555,0.002,0.5387,0.5367,0.0,41.531883239746094
1.605,0.002,0.5387,0.5367,0.0,41.531883239746094
1.655,0.002,0.5387,0.5367,0.0,41.531883239746094
1.705,0.002,0.5387,0.5367,0.0,41.531883239746094
1.755,0.002,0.5387,0.5367,0.0,41.531883239746094
1.805,0.0019,0.5387,0.5368,0.0,41.531883239746094
1.855,0.0019,0.5387,0.5368,0.0,41.531883239746094
1.905,0.0019,0.5387,0.5368,0.0,41.531883239746094
1.955,0.0019,0.5387,0.5368,0.0,41.531883239746094
2.005,0.0019,0.5387,0.5368,0.0,41.531883239746094
2.055,0.0019,0.5387,0.5368,0.0,41.531883239746094
2.105,0.0019,0.5387,0.5368,0.0,41.531883239746094
2.155,0.0019,0.5387,0.5368,0.0,41.531883239746094
2.205,0.0019,0.5387,0.5368,0.0,41.531883239746094
2.255,0.002,0.5387,0.5367,0.0,41.531883239746094
2.305,0.0021,0.5387,0.5366,0.0,40.03188705444336
2.355,0.0021,0.5387,0.5366,0.0,40.03188705444336
2.405,0.0024,0.5387,0.5363,0.0,40.03188705444336
2.455,0.0027,0.5387,0.536,0.0,40.03188705444336
2.505,0.0028,0.5387,0.5359,0.002,40.03188705444336
2.555,0.0029,0.5387,0.5358,0.002,40.03188705444336
2.605,0.0032,0.5387,0.5355,0.002,40.03188705444336
2.655,0.0034,0.5387,0.5353,0.002,40.03188705444336
2.705,0.004,0.5387,0.5347,0.004,40.03188705444336
2.755,0.0041,0.5387,0.5346,0.004,40.03188705444336
2.805,0.0045,0.5387,0.5342,0.006,40.03188705444336
2.855,0.0047,0.5387,0.534,0.004,40.03188705444336
2.905,0.0048,0.5387,0.5339,0.004,40.03188705444336
2.955,0.005,0.5387,0.5337,0.004,40.03188705444336
3.005,0.005,0.5387,0.5337,0.004,40.03188705444336
3.055,0.005,0.5387,0.5337,0.004,40.03188705444336
3.105,0.005,0.5387,0.5337,0.002,40.03188705444336
3.155,0.005,0.5387,0.5337,0.002,40.03188705444336
3.205,0.005,0.5387,0.5337,0.0,40.03188705444336
3.255,0.005,0.5387,0.5337,0.0,40.03188705444336
3.305,0.005,0.5387,0.5337,0.0,41.531883239746094
3.355,0.0047,0.5387,0.534,0.0,41.531883239746094
3.405,0.0046,0.5387,0.5341,0.0,41.531883239746094
3.455,0.0041,0.5387,0.5346,0.0,41.531883239746094
3.505,0.0031,0.5387,0.5356,0.0,41.531883239746094
3.555,0.003,0.5387,0.5357,-0.002,41.531883239746094
3.605,0.0016,0.5387,0.5371,-0.002,41.531883239746094
3.655,0.0009,0.5387,0.5378,-0.006,41.531883239746094
3.705,-0.0002,0.5387,0.5389,-0.01,41.531883239746094
3.755,-0.0011,0.5387,0.5398,-0.014,41.531883239746094
3.805,-0.0018,0.5387,0.5405,-0.014,41.531883239746094
3.855,-0.0027,0.5387,0.5414,-0.018,41.531883239746094
3.905,-0.0033,0.5387,0.542,-0.018,41.531883239746094
3.955,-0.0041,0.5387,0.5428,-0.016,41.531883239746094
4.005,-0.0045,0.5387,0.5432,-0.016,41.531883239746094
4.055,-0.0045,0.5387,0.5432,-0.014,41.531883239746094
4.105,-0.0045,0.5387,0.5432,-0.014,41.531883239746094
