time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.8367,0.4104,-0.4263,0.0
0.401,0.8371,0.4104,-0.4267,0.0082
0.451,0.8367,0.4104,-0.4263,0.0
0.501,0.8367,0.4104,-0.4263,0.0
0.551,0.8367,0.4104,-0.4263,0.0
0.601,0.8367,0.4104,-0.4263,0.0
0.651,0.8361,0.4104,-0.4257,0.0
0.701,0.8364,0.4104,-0.426,0.0
0.751,0.8361,0.4104,-0.4257,0.0
0.801,0.8361,0.4104,-0.4257,0.0
0.851,0.836,0.4104,-0.4256,0.0
0.901,0.836,0.4104,-0.4256,0.0
0.951,0.8359,0.4104,-0.4255,0.0
1.001,0.8359,0.4104,-0.4255,0.0
1.051,0.8359,0.4104,-0.4255,0.0
1.101,0.8357,0.4104,-0.4253,0.0
1.151,0.8356,0.4104,-0.4252,-0.002
1.201,0.8354,0.4104,-0.425,-0.002
1.251,0.8352,0.4104,-0.4248,-0.002
1.301,0.8351,0.4104,-0.4247,-0.002
1.351,0.8348,0.4104,-0.4244,-0.002
1.401,0.8346,0.4104,-0.4242,-0.004
1.451,0.8345,0.4104,-0.4241,-0.004
1.501,0.8342,0.4104,-0.4238,-0.004
1.551,0.8333,0.4104,-0.4229,-0.004
1.601,0.8329,0.4104,-0.4225,-0.004
1.651,0.8323,0.4104,-0.4219,-0.006
1.701,0.8317,0.4104,-0.4213,-0.006
1.751,0.8315,0.4104,-0.4211,-0.006
1.801,0.8303,0.4104,-0.4199,-0.008
1.851,0.8294,0.4104,-0.419,-0.012
1.901,0.8286,0.4104,-0.4182,-0.012
1.951,0.8276,0.4104,-0.4172,-0.016
2.001,0.8267,0.4104,-0.4163,-0.016
2.051,0.8253,0.4104,-0.4149,-0.018
2.101,0.8242,0.4104,-0.4138,-0.018
2.151,0.8228,0.4104,-0.4124,-0.02
2.201,0.8224,0.4104,-0.412,-0.02
2.251,0.8204,0.4104,-0.41,-0.02
2.301,0.8196,0.4104,-0.4092,-0.02
2.351,0.8177,0.4104,-0.4073,-0.022
2.401,0.8163,0.4104,-0.4059,-0.028
2.451,0.8149,0.4104,-0.4045,-0.028
2.501,0.8135,0.4104,-0.4031,-0.028
2.551,0.8123,0.4104,-0.4019,-0.028
2.601,0.8103,0.4104,-0.3999,-0.028
2.651,0.8092,0.4104,-0.3988,-0.028
2.701,0.807,0.4104,-0.3966,-0.028
2.751,0.8054,0.4104,-0.395,-0.028
2.801,0.804,0.4104,-0.3936,-0.028
2.851,0.8018,0.4104,-0.3914,-0.028
2.901,0.8009,0.4104,-0.3905,-0.028
2.951,0.7987,0.4104,-0.3883,-0.032
3.001,0.7967,0.4104,-0.3863,-0.04
3.051,0.7954,0.4104,-0.385,-0.032
3.101,0.793,0.4104,-0.3826,-0.04
3.151,0.792,0.4104,-0.3816,-0.032
3.201,0.7904,0.4104,-0.38,-0.032
3.251,0.7885,0.4104,-0.3781,-0.038
3.301,0.7873,0.4104,-0.3769,-0.032
3.351,0.786,0.4104,-0.3756,-0.032
3.401,0.7842,0.4104,-0.3738,-0.032
3.451,0.7829,0.4104,-0.3725,-0.026
3.501,0.7821,0.4104,-0.3717,-0.026
3.551,0.7807,0.4104,-0.3703,-0.026
3.601,0.7795,0.4104,-0.3691,-0.026
3.651,0.7794,0.4104,-0.369,-0.026
3.701,0.7782,0.4104,-0.3678,-0.024
3.751,0.7778,0.4104,-0.3674,-0.024
3.801,0.7771,0.4104,-0.3667,-0.024
