time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,2341,0,0.6804,1079.72,22.51,1,12.00
401,2339,0,0.6804,1079.72,22.57,1,12.00
451,2339,0,0.6800,1079.69,22.61,1,12.00
501,2339,0,0.6797,1079.66,22.63,1,12.00
551,2338,0,0.6806,1079.74,22.65,1,12.00
601,2338,0,0.6800,1079.69,22.66,1,12.00
651,2342,0,0.6797,1079.66,22.66,1,12.00
701,2339,0,0.6806,1079.74,22.67,1,12.00
751,2340,0,0.6802,1079.70,22.68,1,12.00
801,2336,0,0.6795,1079.64,22.68,1,11.98
851,2337,0,0.6803,1079.71,22.68,1,12.00
901,2340,0,0.6805,1079.73,22.69,1,12.00
951,2337,0,0.6798,1079.67,22.69,1,12.00
1001,2340,0,0.6806,1079.74,22.69,1,12.00
1051,2337,0,0.6799,1079.68,22.69,1,12.00
1101,2339,0,0.6800,1079.69,22.69,1,12.00
1151,2340,0,0.6795,1079.64,22.69,1,11.98
1201,2338,0,0.6805,1079.73,22.70,1,12.00
1251,2338,0,0.6797,1079.66,22.70,1,11.98
1301,2341,0,0.6803,1079.71,22.70,1,12.00
1351,2342,-207,0.6806,1079.74,22.70,1,11.95
1406,2311,-207,0.6802,1079.70,22.69,1,11.98
1455,2310,255,0.6796,1079.65,22.70,1,11.94
1505,2315,255,0.6800,1079.69,22.69,1,11.95
1555,2360,255,0.6803,1079.71,22.70,1,11.98
1605,2398,255,0.6798,1079.67,22.70,1,11.98
1655,2445,255,0.6806,1079.74,22.70,1,11.98
1705,2488,255,0.6808,1079.76,22.70,1,11.98
1755,2531,255,0.6799,1079.68,22.70,1,11.97
1805,2573,255,0.6797,1079.66,22.70,1,11.98
1855,2621,255,0.6805,1079.73,22.70,1,11.98
1905,2667,255,0.6808,1079.76,22.70,1,11.97
1955,2714,255,0.6796,1079.65,22.70,1,11.98
2005,2760,255,0.6811,1079.79,22.70,1,11.98
2055,2803,255,0.6810,1079.78,22.70,1,11.98
2105,2844,255,0.6799,1079.68,22.70,1,11.98
2155,2890,255,0.6811,1079.79,22.70,1,11.98
2205,2933,255,0.6815,1079.83,22.70,1,11.98
2255,2975,255,0.6807,1079.75,22.70,1,11.97
2305,3019,255,0.6817,1079.85,22.70,1,12.00
2355,3047,238,0.6824,1079.92,22.70,1,11.98
2405,3114,238,0.6822,1079.90,22.70,1,11.98
2455,3151,212,0.6825,1079.93,22.70,1,11.98
2505,3182,199,0.6833,1080.01,22.70,1,12.00
2555,3192,199,0.6833,1080.01,22.70,1,12.00
2605,3234,186,0.6840,1080.08,22.70,1,11.98
2655,3307,186,0.6848,1080.16,22.70,1,11.98
2705,3282,175,0.6858,1080.25,22.70,1,12.00
2755,3302,175,0.6857,1080.24,22.70,1,12.00
2805,3291,166,0.6864,1080.31,22.70,1,11.98
2855,3328,166,0.6876,1080.43,22.70,1,12.00
2905,3333,164,0.6882,1080.49,22.70,1,11.98
2955,3358,164,0.6891,1080.58,22.70,1,11.98
3005,3359,156,0.6904,1080.71,22.71,1,11.98
3055,3384,156,0.6912,1080.78,22.70,1,11.98
3105,3380,151,0.6917,1080.83,22.70,1,11.98
3155,3400,151,0.6933,1080.99,22.70,1,11.98
3205,3406,-153,0.6940,1081.06,22.70,1,11.95
3255,3403,-157,0.6944,1081.10,22.70,1,12.00
3305,3392,-157,0.6958,1081.23,22.70,1,11.98
3355,3374,-158,0.6976,1081.41,22.70,1,11.98
3405,3396,-158,0.6978,1081.43,22.70,1,12.00
3455,3339,-164,0.6997,1081.62,22.70,1,12.00
3505,3351,-164,0.7009,1081.73,22.70,1,11.98
3555,3330,-157,0.7006,1081.71,22.70,1,11.98
3605,3316,-157,0.7026,1081.90,22.70,1,12.00
3655,3306,-155,0.7042,1082.06,22.70,1,12.00
3705,3305,-155,0.7040,1082.04,22.70,1,11.98
3755,3292,-151,0.7059,1082.23,22.70,1,11.98
3805,3287,-151,0.7070,1082.33,22.70,1,12.00
3855,3280,152,0.7073,1082.36,22.70,1,11.98
3905,3280,152,0.7088,1082.51,22.70,1,12.00
3955,3289,154,0.7096,1082.59,22.70,1,12.00
4005,3284,154,0.7104,1082.67,22.71,1,12.00
4055,3304,154,0.7113,1082.75,22.70,1,12.00
4105,3320,154,0.7124,1082.86,22.70,1,12.00
4155,3339,154,0.7131,1082.93,22.70,1,12.00
4205,3352,-153,0.7135,1082.97,22.70,1,12.00
4255,3349,-153,0.7145,1083.07,22.70,1,11.98
4305,3354,-160,0.7146,1083.08,22.71,1,12.00
4355,3329,-160,0.7155,1083.17,22.70,1,11.98
4405,3326,-172,0.7156,1083.18,22.70,1,12.00
4455,3306,-172,0.7161,1083.23,22.70,1,11.98
4505,3310,-167,0.7169,1083.30,22.70,1,12.00
4555,3274,-163,0.7171,1083.32,22.70,1,11.98
4605,3270,-163,0.7174,1083.35,22.70,1,12.00
4655,3251,-156,0.7180,1083.41,22.70,1,12.00
4705,3239,-156,0.7172,1083.33,22.70,1,12.00
4755,3229,-152,0.7180,1083.41,22.70,1,11.98
4805,3230,-152,0.7179,1083.40,22.70,1,12.00
4855,3173,152,0.7174,1083.35,22.70,1,11.98
4905,3212,152,0.7182,1083.43,22.70,1,11.98
4955,3229,163,0.7179,1083.40,22.70,1,11.98
5005,3216,156,0.7171,1083.32,22.70,1,12.00
5055,3249,156,0.7172,1083.33,22.70,1,11.98
5105,3255,155,0.7168,1083.29,22.70,1,12.00
5155,3226,-152,0.7165,1083.26,22.70,1,11.98
5205,3284,-152,0.7161,1083.23,22.70,1,11.98
5255,3275,153,0.7157,1083.19,22.70,1,11.97
5305,3275,153,0.7152,1083.14,22.70,1,11.98
5355,3287,-157,0.7149,1083.11,22.70,1,11.98
5405,3283,-157,0.7139,1083.01,22.70,1,11.98
5455,3275,-171,0.7136,1082.98,22.70,1,11.98
5505,3262,-170,0.7128,1082.90,22.70,1,12.00
5555,3246,-170,0.7119,1082.81,22.70,1,11.97
5605,3237,-166,0.7122,1082.84,22.70,1,12.00
5655,3223,-166,0.7110,1082.73,22.70,1,12.00
5705,3199,-161,0.7100,1082.63,22.70,1,11.98
5755,3199,-158,0.7095,1082.58,22.70,1,12.00
5805,3177,-158,0.7089,1082.52,22.70,1,11.98
5855,3177,-154,0.7078,1082.41,22.70,1,12.00
5905,3169,-154,0.7077,1082.40,22.70,1,11.98
5955,3163,0,0.7069,1082.32,22.70,1,11.98
6005,3163,0,0.7055,1082.19,22.70,1,12.00
6055,3165,153,0.7053,1082.17,22.70,1,12.00
6105,3165,153,0.7047,1082.11,22.70,1,11.98
6155,3183,153,0.7031,1081.95,22.70,1,12.00
6205,3165,153,0.7031,1081.95,22.70,1,12.00
6255,3194,-151,0.7030,1081.94,22.70,1,11.98
6305,3194,-151,0.7014,1081.78,22.70,1,11.98
6355,3180,-153,0.7005,1081.70,22.70,1,11.98
6405,3183,-153,0.7005,1081.70,22.70,1,11.98
6455,3177,-162,0.6997,1081.62,22.70,1,11.98
6505,3174,-162,0.6990,1081.55,22.70,1,12.00
6555,3161,-162,0.6985,1081.50,22.70,1,11.98
6605,3155,-162,0.6975,1081.40,22.70,1,12.00
6655,3124,-158,0.6975,1081.40,22.70,1,11.98
6705,3135,-158,0.6968,1081.33,22.70,1,12.00
6755,3122,-151,0.6963,1081.28,22.70,1,12.00
6805,3124,-151,0.6957,1081.22,22.70,1,11.98
6855,3111,-151,0.6953,1081.19,22.70,1,12.00
6905,3112,-151,0.6951,1081.17,22.70,1,11.98
6955,3102,151,0.6941,1081.07,22.70,1,11.98
7005,3102,151,0.6941,1081.07,22.70,1,11.98
7055,3120,151,0.6942,1081.08,22.70,1,11.98
7105,3125,153,0.6935,1081.01,22.70,1,11.98
7155,3151,153,0.6933,1080.99,22.70,1,12.00
7205,3149,-151,0.6938,1081.04,22.70,1,11.98
7255,3135,-156,0.6934,1081.00,22.70,1,11.98
7305,3140,-156,0.6931,1080.97,22.70,1,11.98
7355,3128,-153,0.6932,1080.98,22.70,1,11.98
7405,3134,-153,0.6935,1081.01,22.70,1,11.98
7455,3122,160,0.6928,1080.94,22.70,1,11.98
7505,3117,160,0.6937,1081.03,22.70,1,11.98
7555,3142,161,0.6929,1080.95,22.70,1,12.00
7605,3143,161,0.6928,1080.94,22.70,1,12.00
7655,3149,157,0.6934,1081.00,22.70,1,12.00
7705,3173,157,0.6937,1081.03,22.70,1,12.00
7755,3190,156,0.6939,1081.05,22.70,1,12.00
7805,3206,151,0.6944,1081.10,22.70,1,12.00
7855,3241,151,0.6944,1081.10,22.70,1,11.98
7905,3228,-155,0.6947,1081.13,22.70,1,11.98
7955,3219,-155,0.6951,1081.17,22.70,1,11.98
8005,3221,-159,0.6955,1081.21,22.70,1,12.00
8055,3224,-159,0.6957,1081.22,22.70,1,12.00
8105,3222,-158,0.6969,1081.34,22.70,1,11.98
8155,3204,-158,0.6968,1081.33,22.70,1,11.98
8205,3172,-158,0.6975,1081.40,22.70,1,11.98
8255,3161,-155,0.6987,1081.52,22.70,1,11.98
8305,3171,-155,0.6984,1081.49,22.70,1,12.00
8355,3165,154,0.6988,1081.53,22.70,1,11.98
8405,3157,154,0.6996,1081.61,22.70,1,11.97
8455,3170,165,0.7003,1081.68,22.70,1,12.00
8505,3180,166,0.7011,1081.75,22.70,1,11.98
8555,3216,166,0.7021,1081.85,22.70,1,12.00
8605,3206,162,0.7022,1081.86,22.70,1,12.00
8655,3229,162,0.7028,1081.92,22.70,1,12.00
8705,3235,157,0.7032,1081.96,22.70,1,12.00
8755,3265,157,0.7041,1082.05,22.70,1,11.98
8805,3268,151,0.7043,1082.07,22.70,1,12.00
8855,3295,151,0.7056,1082.20,22.70,1,12.00
8905,3294,-155,0.7056,1082.20,22.70,1,12.00
8955,3298,-155,0.7059,1082.23,22.70,1,11.98
9005,3300,-160,0.7072,1082.35,22.70,1,12.00
9055,3274,-160,0.7065,1082.28,22.70,1,12.00
9105,3251,-162,0.7071,1082.34,22.70,1,12.00
9155,3237,-162,0.7079,1082.42,22.70,1,12.00
9205,3245,-152,0.7079,1082.42,22.70,1,12.00
9255,3233,151,0.7091,1082.54,22.70,1,12.00
9305,3247,151,0.7098,1082.61,22.70,1,11.98
9355,3228,152,0.7097,1082.60,22.70,1,12.00
9405,3247,152,0.7100,1082.63,22.70,1,11.98
9455,3281,165,0.7103,1082.66,22.70,1,11.98
9505,3267,165,0.7106,1082.69,22.70,1,12.00
9555,3283,154,0.7116,1082.78,22.70,1,12.00
9605,3311,154,0.7116,1082.78,22.70,1,11.98
9655,3315,154,0.7119,1082.81,22.70,1,11.98
9705,3339,154,0.7121,1082.83,22.70,1,12.00
9755,3340,-152,0.7116,1082.78,22.70,1,11.98
9805,3343,-152,0.7119,1082.81,22.70,1,11.98
9855,3339,-157,0.7121,1082.83,22.70,1,12.00
9905,3311,-157,0.7125,1082.87,22.70,1,11.98
9955,3300,-157,0.7128,1082.90,22.70,1,12.00
10005,3303,-152,0.7125,1082.87,22.69,1,12.00
10055,3301,-152,0.7128,1082.90,22.70,1,11.98
10105,3286,0,0.7126,1082.88,22.70,1,12.00
10155,3287,0,0.7128,1082.90,22.70,1,12.00
10205,3283,153,0.7127,1082.89,22.70,1,12.00
10255,3289,153,0.7125,1082.87,22.70,1,11.98
10305,3280,154,0.7123,1082.85,22.69,1,11.98
10355,3315,154,0.7123,1082.85,22.70,1,12.00
10405,3320,166,0.7121,1082.83,22.70,1,11.98
10455,3332,166,0.7123,1082.85,22.70,1,12.00
10505,3341,159,0.7116,1082.78,22.70,1,12.00
10555,3344,159,0.7115,1082.77,22.70,1,11.98
10605,3365,154,0.7110,1082.73,22.70,1,11.98
10655,3384,154,0.7107,1082.70,22.70,1,11.98
10705,3400,0,0.7116,1082.78,22.70,1,12.00
10755,3401,0,0.7107,1082.70,22.70,1,12.00
10805,3404,-157,0.7099,1082.62,22.70,1,11.98
10855,3400,-157,0.7099,1082.62,22.70,1,11.98
10905,3377,-158,0.7094,1082.57,22.69,1,11.98
10955,3372,-158,0.7096,1082.59,22.70,1,12.00
11005,3363,-153,0.7092,1082.55,22.69,1,11.98
11055,3355,-153,0.7088,1082.51,22.70,1,12.00
11105,3351,0,0.7090,1082.53,22.70,1,12.00
11155,3349,0,0.7087,1082.50,22.70,1,12.00
11205,3356,152,0.7079,1082.42,22.70,1,12.00
11255,3352,153,0.7081,1082.44,22.69,1,12.00
11305,3371,153,0.7074,1082.37,22.70,1,12.00
11355,3371,152,0.7076,1082.39,22.70,1,12.00
11405,3395,152,0.7078,1082.41,22.70,1,11.98
11455,3402,-163,0.7070,1082.33,22.70,1,11.98
11505,3402,-168,0.7073,1082.36,22.69,1,12.00
11555,3376,-168,0.7070,1082.33,22.69,1,12.00
11605,3370,-169,0.7064,1082.27,22.69,1,11.98
11655,3352,-169,0.7067,1082.30,22.69,1,11.98
11705,3336,-163,0.7065,1082.28,22.69,1,11.98
11755,3317,-160,0.7064,1082.27,22.69,1,12.00
11805,3321,-160,0.7061,1082.24,22.69,1,11.98
11855,3306,-153,0.7063,1082.26,22.69,1,11.98
11905,3279,-153,0.7063,1082.26,22.70,1,11.97
11955,3274,-151,0.7054,1082.18,22.69,1,12.00
12005,3282,155,0.7056,1082.20,22.70,1,11.98
12056,3281,155,0.7057,1082.21,22.69,1,12.00
12105,3319,154,0.7058,1082.22,22.70,1,12.00
12155,3297,154,0.7061,1082.24,22.70,1,12.00
12205,3324,-153,0.7057,1082.21,22.69,1,11.98
12255,3324,151,0.7056,1082.20,22.69,1,12.00
12305,3315,151,0.7057,1082.21,22.70,1,11.98
12355,3331,-154,0.7050,1082.14,22.69,1,12.00
12405,3330,-154,0.7054,1082.18,22.69,1,12.00
12455,3323,156,0.7053,1082.17,22.69,1,11.98
12505,3314,156,0.7052,1082.16,22.69,1,11.98
12555,3314,158,0.7063,1082.26,22.70,1,11.98
12605,3340,158,0.7052,1082.16,22.69,1,12.00
12655,3351,160,0.7059,1082.23,22.70,1,12.00
12705,3363,160,0.7058,1082.22,22.70,1,12.00
12755,3403,152,0.7059,1082.23,22.69,1,12.00
12805,3405,152,0.7059,1082.23,22.69,1,12.00
12855,3415,-158,0.7062,1082.25,22.70,1,11.98
12905,3404,-158,0.7064,1082.27,22.70,1,11.98
12955,3410,-160,0.7061,1082.24,22.69,1,12.00
13005,3388,-158,0.7065,1082.28,22.69,1,11.98
13055,3369,-158,0.7064,1082.27,22.69,1,12.00
13105,3360,-155,0.7066,1082.29,22.70,1,11.98
13155,3349,-155,0.7067,1082.30,22.69,1,11.98
13205,3348,151,0.7067,1082.30,22.69,1,12.00
13255,3342,153,0.7074,1082.37,22.69,1,11.98
13305,3353,153,0.7077,1082.40,22.70,1,12.00
13355,3367,154,0.7074,1082.37,22.69,1,12.00
13405,3379,154,0.7078,1082.41,22.69,1,12.00
13455,3393,-163,0.7074,1082.37,22.69,1,11.98
13505,3425,-165,0.7083,1082.46,22.69,1,11.98
13555,3406,-165,0.7084,1082.47,22.69,1,11.98
13605,3370,-174,0.7086,1082.49,22.69,1,11.98
13655,3357,-174,0.7092,1082.55,22.69,1,11.98
13705,3348,-163,0.7087,1082.50,22.69,1,11.98
13755,3335,-161,0.7090,1082.53,22.70,1,11.98
13805,3325,-161,0.7091,1082.54,22.69,1,12.00
13855,3310,-156,0.7095,1082.58,22.69,1,11.98
13905,3293,-156,0.7092,1082.55,22.69,1,11.98
13955,3291,-151,0.7098,1082.61,22.69,1,11.98
14005,3280,152,0.7100,1082.63,22.69,1,12.00
14057,3280,152,0.7094,1082.57,22.69,1,11.98
14106,3274,154,0.7102,1082.65,22.69,1,12.00
14156,3314,154,0.7097,1082.60,22.69,1,12.00
14206,3302,156,0.7095,1082.58,22.69,1,11.98
14256,3327,-152,0.7099,1082.62,22.70,1,11.98
14306,3330,-152,0.7106,1082.69,22.69,1,11.98
14356,3325,-155,0.7098,1082.61,22.69,1,12.00
14406,3312,-167,0.7103,1082.66,22.69,1,12.00
14456,3303,-167,0.7101,1082.64,22.70,1,11.98
14506,3296,-164,0.7092,1082.55,22.69,1,11.98
14556,3278,-164,0.7097,1082.60,22.69,1,11.98
14606,3246,-161,0.7090,1082.53,22.69,1,11.98
14656,3256,-161,0.7096,1082.59,22.69,1,11.98
14706,3246,-151,0.7096,1082.59,22.69,1,11.98
14756,3243,-153,0.7091,1082.54,22.69,1,12.00
14806,3233,-153,0.7090,1082.53,22.69,1,11.98
14856,3216,0,0.7092,1082.55,22.69,1,11.98
14906,3218,0,0.7086,1082.49,22.70,1,12.00
14956,3220,155,0.7082,1082.45,22.69,1,12.00
15006,3222,154,0.7087,1082.50,22.69,1,12.00
15056,3228,154,0.7082,1082.45,22.69,1,11.98
15106,3248,154,0.7082,1082.45,22.69,1,11.98
15156,3254,154,0.7084,1082.47,22.69,1,11.98
15206,3270,-151,0.7069,1082.32,22.69,1,11.98
15256,3257,-153,0.7073,1082.36,22.69,1,11.98
15306,3271,-153,0.7071,1082.34,22.69,1,12.00
15356,3233,-153,0.7058,1082.22,22.69,1,12.00
15406,3250,-153,0.7070,1082.33,22.69,1,11.98
15456,3247,-160,0.7065,1082.28,22.69,1,12.00
15506,3233,-164,0.7059,1082.23,22.69,1,11.98
15556,3219,-164,0.7061,1082.24,22.69,1,11.98
15606,3215,-160,0.7057,1082.21,22.69,1,12.00
15656,3196,-160,0.7047,1082.11,22.69,1,12.00
15706,3188,-157,0.7048,1082.12,22.69,1,12.00
15756,3177,-153,0.7048,1082.12,22.69,1,11.98
15806,3178,-153,0.7042,1082.06,22.69,1,11.98
15856,3166,0,0.7042,1082.06,22.69,1,11.98
15906,3165,0,0.7038,1082.02,22.69,1,12.00
15956,3172,153,0.7042,1082.06,22.69,1,11.98
16006,3164,153,0.7035,1081.99,22.69,1,11.98
16058,3183,153,0.7027,1081.91,22.69,1,11.98
16107,3204,153,0.7032,1081.96,22.69,1,12.00
16157,3223,153,0.7035,1081.99,22.69,1,11.98
16207,3218,-155,0.7026,1081.90,22.69,1,11.95
16257,3213,-158,0.7027,1081.91,22.69,1,11.98
16307,3233,-158,0.7030,1081.94,22.69,1,11.98
16357,3192,-157,0.7016,1081.80,22.69,1,11.98
16407,3201,-157,0.7020,1081.84,22.69,1,11.98
16457,3184,160,0.7025,1081.89,22.69,1,11.98
16507,3171,158,0.7015,1081.79,22.69,1,11.98
16557,3209,158,0.7023,1081.87,22.69,1,11.98
16607,3203,164,0.7023,1081.87,22.69,1,12.00
16657,3237,164,0.7011,1081.75,22.69,1,11.98
16707,3237,157,0.7016,1081.80,22.69,1,11.98
16757,3269,151,0.7018,1081.82,22.69,1,12.00
16807,3278,151,0.7014,1081.78,22.69,1,11.98
16857,3279,-155,0.7014,1081.78,22.69,1,11.98
16907,3271,-155,0.7021,1081.85,22.69,1,11.98
16957,3274,-157,0.7011,1081.75,22.69,1,11.98
17007,3289,-156,0.7019,1081.83,22.69,1,12.00
17057,3237,-156,0.7017,1081.81,22.69,1,11.97
17107,3248,-159,0.7014,1081.78,22.69,1,12.00
