time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.3848,0.6279,0.2431,0.0
0.401,0.3851,0.6279,0.2428,0.0061
0.451,0.3848,0.6279,0.2431,0.0
0.501,0.3848,0.6279,0.2431,0.0
0.551,0.3848,0.6279,0.2431,0.0
0.601,0.3848,0.6279,0.2431,0.0
0.651,0.3848,0.6279,0.2431,0.0
0.701,0.3848,0.6279,0.2431,0.0
0.751,0.3847,0.6279,0.2432,0.0
0.801,0.3847,0.6279,0.2432,0.0
0.851,0.3846,0.6279,0.2433,0.0
0.901,0.3846,0.6279,0.2433,0.0
0.951,0.3846,0.6279,0.2433,0.0
1.001,0.3846,0.6279,0.2433,0.0
1.051,0.3846,0.6279,0.2433,0.0
1.101,0.3846,0.6279,0.2433,0.0
1.151,0.3846,0.6279,0.2433,0.0
1.201,0.3845,0.6279,0.2434,0.0
1.251,0.3845,0.6279,0.2434,0.0
1.301,0.3845,0.6279,0.2434,0.0
1.351,0.3846,0.6279,0.2433,0.0
1.401,0.3845,0.6279,0.2434,0.0
1.451,0.3845,0.6279,0.2434,0.0
1.501,0.3844,0.6279,0.2435,0.0
1.551,0.3844,0.6279,0.2435,0.0
1.601,0.3844,0.6279,0.2435,0.0
1.651,0.3845,0.6279,0.2434,0.0
1.701,0.3845,0.6279,0.2434,0.0
1.751,0.3845,0.6279,0.2434,0.0
1.801,0.3845,0.6279,0.2434,0.0
1.851,0.3845,0.6279,0.2434,0.0
1.901,0.3845,0.6279,0.2434,0.0
1.951,0.3844,0.6279,0.2435,0.0
2.001,0.3844,0.6279,0.2435,0.0
2.051,0.3844,0.6279,0.2435,0.0
2.101,0.3844,0.6279,0.2435,0.0
2.151,0.3844,0.6279,0.2435,0.0
2.201,0.3844,0.6279,0.2435,0.0
2.251,0.3844,0.6279,0.2435,0.0
2.301,0.3844,0.6279,0.2435,0.0
2.351,0.3844,0.6279,0.2435,0.0
2.401,0.3843,0.6279,0.2436,0.0
2.451,0.3843,0.6279,0.2436,0.0
2.501,0.3843,0.6279,0.2436,0.0
2.551,0.3843,0.6279,0.2436,0.0
2.601,0.3843,0.6279,0.2436,0.0
2.651,0.3843,0.6279,0.2436,0.0
2.701,0.3843,0.6279,0.2436,0.0
2.751,0.3843,0.6279,0.2436,0.0
2.801,0.3844,0.6279,0.2435,0.0
2.851,0.3844,0.6279,0.2435,0.0
2.901,0.3844,0.6279,0.2435,0.0
2.951,0.3844,0.6279,0.2435,0.0
3.001,0.3844,0.6279,0.2435,0.0
3.051,0.3844,0.6279,0.2435,0.0
3.101,0.3844,0.6279,0.2435,0.0
3.151,0.3844,0.6279,0.2435,0.0
3.201,0.3844,0.6279,0.2435,0.0
3.251,0.3844,0.6279,0.2435,0.0
3.301,0.3844,0.6279,0.2435,0.0
3.351,0.3844,0.6279,0.2435,0.0
3.401,0.3844,0.6279,0.2435,0.0
3.451,0.3844,0.6279,0.2435,0.0
3.501,0.3845,0.6279,0.2434,0.0
3.551,0.3845,0.6279,0.2434,0.0
3.601,0.3845,0.6279,0.2434,0.0
3.651,0.3846,0.6279,0.2433,0.0
3.701,0.3846,0.6279,0.2433,0.0
3.751,0.3846,0.6279,0.2433,0.0
3.801,0.3846,0.6279,0.2433,0.0
3.851,0.3846,0.6279,0.2433,0.0
3.901,0.3846,0.6279,0.2433,0.0
3.951,0.3846,0.6279,0.2433,0.0
4.001,0.3846,0.6279,0.2433,0.0
4.051,0.3846,0.6279,0.2433,0.0
4.101,0.3846,0.6279,0.2433,0.0
4.151,0.3846,0.6279,0.2433,0.0
4.201,0.3846,0.6279,0.2433,0.0
4.251,0.3846,0.6279,0.2433,0.0
4.301,0.3846,0.6279,0.2433,0.0
4.351,0.3847,0.6279,0.2432,0.0
4.401,0.3847,0.6279,0.2432,0.0
4.451,0.3847,0.6279,0.2432,0.0
4.501,0.3848,0.6279,0.2431,0.0
4.551,0.3847,0.6279,0.2432,0.0
4.601,0.3847,0.6279,0.2432,0.0
4.651,0.3848,0.6279,0.2431,0.0
4.701,0.3848,0.6279,0.2431,0.0
4.751,0.3848,0.6279,0.2431,0.0
4.801,0.3849,0.6279,0.243,0.0
4.851,0.3851,0.6279,0.2428,0.0
4.901,0.3851,0.6279,0.2428,0.0
4.951,0.3851,0.6279,0.2428,0.0
5.001,0.3851,0.6279,0.2428,0.0
5.051,0.3851,0.6279,0.2428,0.0
5.101,0.3854,0.6279,0.2425,0.0
5.151,0.3854,0.6279,0.2425,0.0
5.201,0.3855,0.6279,0.2424,0.0
5.251,0.3857,0.6279,0.2422,0.0
5.301,0.3857,0.6279,0.2422,0.0
5.351,0.3862,0.6279,0.2417,0.0
5.401,0.3864,0.6279,0.2415,0.002
5.451,0.3864,0.6279,0.2415,0.002
5.501,0.3865,0.6279,0.2414,0.002
5.551,0.3865,0.6279,0.2414,0.002
5.601,0.3866,0.6279,0.2413,0.002
5.651,0.3869,0.6279,0.241,0.002
5.701,0.3876,0.6279,0.2403,0.002
5.751,0.3877,0.6279,0.2402,0.002
5.801,0.3879,0.6279,0.24,0.002
5.851,0.3882,0.6279,0.2397,0.002
5.901,0.3882,0.6279,0.2397,0.002
5.951,0.3888,0.6279,0.2391,0.004
6.001,0.3893,0.6279,0.2386,0.006
6.051,0.3893,0.6279,0.2386,0.006
6.101,0.3904,0.6279,0.2375,0.006
6.151,0.3906,0.6279,0.2373,0.004
6.201,0.3911,0.6279,0.2368,0.006
6.251,0.3912,0.6279,0.2367,0.006
6.301,0.3913,0.6279,0.2366,0.004
6.351,0.3916,0.6279,0.2363,0.006
6.401,0.3922,0.6279,0.2357,0.006
6.451,0.3928,0.6279,0.2351,0.006
6.501,0.3935,0.6279,0.2344,0.01
6.551,0.3936,0.6279,0.2343,0.006
6.601,0.3942,0.6279,0.2337,0.01
6.651,0.3944,0.6279,0.2335,0.006
6.701,0.3945,0.6279,0.2334,0.006
6.751,0.395,0.6279,0.2329,0.01
