time_s,actuator_mm,actuator_setpoint_mm,depth_filtered_m,depth_setpoint_m,motor_cmd
0.352,54.554,50.0,0.5413,0.6234,0.0
0.401,54.554,50.0,0.5424,0.6234,0.0
0.451,54.554,50.0,0.5424,0.6234,0.0
0.501,54.554,50.0,0.544,0.6234,0.0
0.551,54.554,50.0,0.544,0.6234,0.0
0.601,54.53,50.0,0.5465,0.6234,0.0
0.651,54.554,50.0,0.5465,0.6234,0.0
0.701,54.554,50.0,0.5479,0.6234,0.0
0.751,54.579,50.0,0.5479,0.6234,0.0
0.801,54.554,50.0,0.5498,0.6234,0.0
0.851,54.554,50.0,0.5498,0.6234,0.0
0.901,54.579,50.0,0.552,0.6234,0.0
0.951,54.554,50.0,0.552,0.6234,0.0
1.001,54.579,50.0,0.5533,0.6234,0.0
1.051,54.579,50.0,0.5533,0.6234,0.0
1.101,54.554,50.0,0.5551,0.6234,0.0
1.151,54.554,50.0,0.5569,0.6234,0.0
1.201,54.579,50.0,0.5579,0.6234,0.0
1.251,54.579,50.0,0.5602,0.6234,0.0
1.301,54.554,65.5936508178711,0.5624,0.6234,0.0
1.356,54.847,65.5936508178711,0.5635,0.6234,-8.75294117647059
1.405,54.335,65.5936508178711,0.5658,0.6234,-8.75294117647059
1.455,54.164,65.5936508178711,0.5672,0.6234,11.105882352941176
1.505,54.554,65.5936508178711,0.5686,0.6234,11.105882352941176
1.555,55.409,65.5936508178711,0.5705,0.6234,11.341176470588236
1.605,56.264,65.5936508178711,0.5722,0.6234,11.2
1.655,57.241,65.5936508178711,0.5736,0.6234,11.2
1.705,58.339,65.5936508178711,0.5756,0.6234,10.588235294117647
1.755,58.73,65.5936508178711,0.5774,0.6234,10.588235294117647
1.805,59.829,65.5936508178711,0.5784,0.6234,9.788235294117648
1.855,60.757,65.5936508178711,0.5803,0.6234,9.788235294117648
1.905,61.099,65.5936508178711,0.5819,0.6234,9.223529411764705
1.955,61.954,65.5936508178711,0.5838,0.6234,9.223529411764705
2.005,62.906,65.5936508178711,0.5857,0.6234,8.75294117647059
2.055,63.321,65.5936508178711,0.5874,0.6234,8.75294117647059
2.105,64.078,65.5936508178711,0.5886,0.6234,8.094117647058823
2.155,64.225,65.5936508178711,0.5906,0.6234,8.094117647058823
2.205,64.005,65.5936508178711,0.591,0.6234,7.623529411764705
2.255,64.689,65.5936508178711,0.593,0.6234,7.623529411764705
2.305,65.055,64.0936508178711,0.5947,0.6234,7.670588235294118
2.355,65.665,64.0936508178711,0.5959,0.6234,7.3882352941176475
2.405,65.714,64.0936508178711,0.5983,0.6234,7.3882352941176475
2.455,66.178,64.0936508178711,0.5991,0.6234,-7.670588235294118
2.505,66.3,64.0936508178711,0.5998,0.6234,-7.670588235294118
2.555,65.958,64.0936508178711,0.6019,0.6234,-7.858823529411764
2.605,65.665,64.0936508178711,0.6028,0.6234,-7.858823529411764
2.655,65.421,64.0936508178711,0.6041,0.6234,-7.764705882352941
2.705,65.079,64.0936508178711,0.6062,0.6234,-7.764705882352941
2.755,64.86,64.0936508178711,0.6073,0.6234,-7.576470588235294
2.805,64.615,64.0936508178711,0.6089,0.6234,-7.435294117647059
2.855,64.054,64.0936508178711,0.6105,0.6234,-7.435294117647059
2.905,64.322,64.0936508178711,0.6109,0.6234,-7.247058823529412
2.955,63.98,64.0936508178711,0.6134,0.6234,-7.247058823529412
3.005,63.541,64.0936508178711,0.6151,0.6234,-7.152941176470589
3.055,63.932,64.0936508178711,0.6164,0.6234,-7.152941176470589
3.105,63.687,64.0936508178711,0.6185,0.6234,7.247058823529412
3.155,63.907,64.0936508178711,0.6209,0.6234,7.247058823529412
3.205,63.443,64.0936508178711,0.622,0.6234,7.2
3.255,64.64,64.0936508178711,0.6249,0.6234,7.2
3.305,64.371,62.593650817871094,0.627,0.6234,7.294117647058823
3.355,65.275,62.593650817871094,0.629,0.6234,7.294117647058823
