time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.5413,0.6234,0.0821,0.0
0.401,0.5424,0.6234,0.081,0.0224
0.451,0.5424,0.6234,0.081,0.0
0.501,0.544,0.6234,0.0794,0.0224
0.551,0.544,0.6234,0.0794,0.0
0.601,0.5465,0.6234,0.0769,0.0224
0.651,0.5465,0.6234,0.0769,0.0
0.701,0.5479,0.6234,0.0755,0.0224
0.751,0.5479,0.6234,0.0755,0.0
0.801,0.5498,0.6234,0.0736,0.0224
0.851,0.5498,0.6234,0.0736,0.0
0.901,0.552,0.6234,0.0714,0.028
0.951,0.552,0.6234,0.0714,0.0
1.001,0.5533,0.6234,0.0701,0.026
1.051,0.5533,0.6234,0.0701,0.0
1.101,0.5551,0.6234,0.0683,0.026
1.151,0.5569,0.6234,0.0665,0.026
1.201,0.5579,0.6234,0.0655,0.026
1.251,0.5602,0.6234,0.0632,0.026
1.301,0.5624,0.6234,0.061,0.036
1.356,0.5635,0.6234,0.0599,0.026
1.405,0.5658,0.6234,0.0576,0.036
1.455,0.5672,0.6234,0.0562,0.036
1.505,0.5686,0.6234,0.0548,0.036
1.555,0.5705,0.6234,0.0529,0.036
1.605,0.5722,0.6234,0.0512,0.034
1.655,0.5736,0.6234,0.0498,0.034
1.705,0.5756,0.6234,0.0478,0.034
1.755,0.5774,0.6234,0.046,0.034
1.805,0.5784,0.6234,0.045,0.034
1.855,0.5803,0.6234,0.0431,0.034
1.905,0.5819,0.6234,0.0415,0.034
1.955,0.5838,0.6234,0.0396,0.036
2.005,0.5857,0.6234,0.0377,0.036
2.055,0.5874,0.6234,0.036,0.036
2.105,0.5886,0.6234,0.0348,0.036
2.155,0.5906,0.6234,0.0328,0.036
2.205,0.591,0.6234,0.0324,0.034
2.255,0.593,0.6234,0.0304,0.038
2.305,0.5947,0.6234,0.0287,0.034
2.355,0.5959,0.6234,0.0275,0.034
2.405,0.5983,0.6234,0.0251,0.034
2.455,0.5991,0.6234,0.0243,0.034
2.505,0.5998,0.6234,0.0236,0.024
2.555,0.6019,0.6234,0.0215,0.034
2.605,0.6028,0.6234,0.0206,0.024
2.655,0.6041,0.6234,0.0193,0.026
2.705,0.6062,0.6234,0.0172,0.026
2.755,0.6073,0.6234,0.0161,0.024
2.805,0.6089,0.6234,0.0145,0.026
2.855,0.6105,0.6234,0.0129,0.026
2.905,0.6109,0.6234,0.0125,0.026
2.955,0.6134,0.6234,0.01,0.032
3.005,0.6151,0.6234,0.0083,0.032
3.055,0.6164,0.6234,0.007,0.032
3.105,0.6185,0.6234,0.0049,0.032
3.155,0.6209,0.6234,0.0025,0.032
3.205,0.622,0.6234,0.0014,0.032
3.255,0.6249,0.6234,-0.0015,0.034
3.305,0.627,0.6234,-0.0036,0.042
3.355,0.629,0.6234,-0.0056,0.042
3.405,0.6324,0.6234,-0.009,0.042
3.455,0.6348,0.6234,-0.0114,0.042
3.505,0.6381,0.6234,-0.0147,0.048
3.555,0.6402,0.6234,-0.0168,0.048
3.605,0.6442,0.6234,-0.0208,0.048
3.655,0.6464,0.6234,-0.023,0.048
3.705,0.6509,0.6234,-0.0275,0.048
3.755,0.6566,0.6234,-0.0332,0.066
3.805,0.66,0.6234,-0.0366,0.068
3.855,0.6653,0.6234,-0.0419,0.068
3.905,0.6697,0.6234,-0.0463,0.08
3.955,0.6738,0.6234,-0.0504,0.082
4.005,0.6785,0.6234,-0.0551,0.088
4.055,0.6826,0.6234,-0.0592,0.088
4.105,0.6872,0.6234,-0.0638,0.09
4.155,0.6908,0.6234,-0.0674,0.088
4.205,0.6943,0.6234,-0.0709,0.082
4.255,0.6972,0.6234,-0.0738,0.082
4.305,0.6999,0.6234,-0.0765,0.082
4.355,0.7027,0.6234,-0.0793,0.072
4.405,0.7045,0.6234,-0.0811,0.07
4.455,0.7059,0.6234,-0.0825,0.058
4.505,0.7082,0.6234,-0.0848,0.056
4.555,0.7092,0.6234,-0.0858,0.054
4.605,0.7123,0.6234,-0.0889,0.054
4.655,0.7149,0.6234,-0.0915,0.052
4.705,0.7162,0.6234,-0.0928,0.046
4.755,0.7185,0.6234,-0.0951,0.046
4.805,0.7192,0.6234,-0.0958,0.036
4.855,0.7198,0.6234,-0.0964,0.028
4.905,0.7204,0.6234,-0.097,0.026
4.955,0.7206,0.6234,-0.0972,0.02
5.005,0.7211,0.6234,-0.0977,0.014
5.055,0.7211,0.6234,-0.0977,0.012
5.105,0.7211,0.6234,-0.0977,0.012
5.155,0.7211,0.6234,-0.0977,0.01
5.205,0.7211,0.6234,-0.0977,0.004
5.255,0.7211,0.6234,-0.0977,0.0
5.305,0.7211,0.6234,-0.0977,0.0
5.355,0.7211,0.6234,-0.0977,0.0
5.405,0.7209,0.6234,-0.0975,0.0
5.455,0.7197,0.6234,-0.0963,0.0
5.505,0.7185,0.6234,-0.0951,0.0
5.555,0.7177,0.6234,-0.0943,0.0
5.605,0.7165,0.6234,-0.0931,-0.004
5.655,0.7155,0.6234,-0.0921,-0.016
5.705,0.7137,0.6234,-0.0903,-0.02
5.755,0.7124,0.6234,-0.089,-0.024
5.805,0.7105,0.6234,-0.0871,-0.024
5.855,0.7091,0.6234,-0.0857,-0.024
5.905,0.7075,0.6234,-0.0841,-0.026
5.955,0.7054,0.6234,-0.082,-0.028
6.005,0.7042,0.6234,-0.0808,-0.028
6.055,0.7024,0.6234,-0.079,-0.032
6.105,0.7002,0.6234,-0.0768,-0.036
6.155,0.6982,0.6234,-0.0748,-0.036
6.205,0.6965,0.6234,-0.0731,-0.036
6.255,0.695,0.6234,-0.0716,-0.034
6.305,0.6927,0.6234,-0.0693,-0.036
6.355,0.6922,0.6234,-0.0688,-0.036
6.405,0.6897,0.6234,-0.0663,-0.036
6.455,0.6873,0.6234,-0.0639,-0.04
6.505,0.6866,0.6234,-0.0632,-0.04
6.555,0.6842,0.6234,-0.0608,-0.04
6.605,0.6829,0.6234,-0.0595,-0.034
6.655,0.6805,0.6234,-0.0571,-0.046
6.705,0.6797,0.6234,-0.0563,-0.046
6.755,0.6777,0.6234,-0.0543,-0.04
6.805,0.6765,0.6234,-0.0531,-0.04
6.855,0.6748,0.6234,-0.0514,-0.034
6.905,0.6738,0.6234,-0.0504,-0.026
6.955,0.6723,0.6234,-0.0489,-0.03
7.005,0.6713,0.6234,-0.0479,-0.026
7.055,0.6706,0.6234,-0.0472,-0.024
7.105,0.6699,0.6234,-0.0465,-0.02
7.155,0.6686,0.6234,-0.0452,-0.024
7.205,0.6683,0.6234,-0.0449,-0.02
7.255,0.6672,0.6234,-0.0438,-0.02
7.305,0.6665,0.6234,-0.0431,-0.02
7.355,0.6665,0.6234,-0.0431,-0.014
7.405,0.6664,0.6234,-0.043,-0.014
7.455,0.6664,0.6234,-0.043,-0.014
7.505,0.6664,0.6234,-0.043,-0.006
7.555,0.6664,0.6234,-0.043,-0.002
7.605,0.6664,0.6234,-0.043,0.0
7.655,0.6664,0.6234,-0.043,0.0
7.705,0.6664,0.6234,-0.043,0.0
7.755,0.6666,0.6234,-0.0432,0.0
7.805,0.6673,0.6234,-0.0439,0.0
7.855,0.668,0.6234,-0.0446,0.0
7.905,0.6684,0.6234,-0.045,0.0
7.955,0.6688,0.6234,-0.0454,0.004
8.005,0.67,0.6234,-0.0466,0.008
8.055,0.6704,0.6234,-0.047,0.008
8.105,0.6711,0.6234,-0.0477,0.008
8.155,0.6723,0.6234,-0.0489,0.014
8.205,0.6725,0.6234,-0.0491,0.014
8.255,0.6744,0.6234,-0.051,0.014
8.305,0.6744,0.6234,-0.051,0.008
8.355,0.676,0.6234,-0.0526,0.014
8.405,0.6767,0.6234,-0.0533,0.014
8.455,0.6774,0.6234,-0.054,0.014
8.505,0.6784,0.6234,-0.055,0.014
8.555,0.6793,0.6234,-0.0559,0.018
8.605,0.6794,0.6234,-0.056,0.014
8.655,0.6807,0.6234,-0.0573,0.018
8.705,0.6812,0.6234,-0.0578,0.014
8.755,0.6815,0.6234,-0.0581,0.014
8.805,0.6828,0.6234,-0.0594,0.014
8.855,0.683,0.6234,-0.0596,0.014
8.905,0.6833,0.6234,-0.0599,0.01
8.955,0.6845,0.6234,-0.0611,0.01
9.005,0.6846,0.6234,-0.0612,0.006
9.055,0.6848,0.6234,-0.0614,0.006
9.105,0.6861,0.6234,-0.0627,0.006
9.155,0.6862,0.6234,-0.0628,0.006
9.205,0.6866,0.6234,-0.0632,0.006
9.255,0.6874,0.6234,-0.064,0.006
9.305,0.688,0.6234,-0.0646,0.008
9.355,0.6881,0.6234,-0.0647,0.008
9.405,0.6884,0.6234,-0.065,0.006
9.455,0.6896,0.6234,-0.0662,0.008
9.505,0.6896,0.6234,-0.0662,0.008
9.555,0.6901,0.6234,-0.0667,0.008
9.605,0.6903,0.6234,-0.0669,0.008
9.655,0.6908,0.6234,-0.0674,0.01
9.705,0.6909,0.6234,-0.0675,0.006
9.755,0.6912,0.6234,-0.0678,0.006
9.805,0.6913,0.6234,-0.0679,0.006
9.855,0.6913,0.6234,-0.0679,0.004
9.905,0.6913,0.6234,-0.0679,0.002
9.955,0.6913,0.6234,-0.0679,0.002
10.005,0.6913,0.6234,-0.0679,0.002
10.055,0.6913,0.6234,-0.0679,0.0
10.105,0.6913,0.6234,-0.0679,0.0
10.155,0.6913,0.6234,-0.0679,0.0
10.205,0.6911,0.6234,-0.0677,0.0
10.255,0.6911,0.6234,-0.0677,0.0
10.305,0.6909,0.6234,-0.0675,0.0
10.355,0.6907,0.6234,-0.0673,0.0
10.405,0.6906,0.6234,-0.0672,0.0
10.455,0.6902,0.6234,-0.0668,-0.002
10.505,0.69,0.6234,-0.0666,-0.004
10.555,0.6899,0.6234,-0.0665,-0.004
10.605,0.6898,0.6234,-0.0664,-0.004
10.655,0.6896,0.6234,-0.0662,-0.004
10.705,0.6893,0.6234,-0.0659,-0.004
10.755,0.6892,0.6234,-0.0658,-0.004
10.805,0.6891,0.6234,-0.0657,-0.002
10.855,0.6889,0.6234,-0.0655,-0.004
10.905,0.6886,0.6234,-0.0652,-0.004
10.955,0.6883,0.6234,-0.0649,-0.004
11.005,0.6881,0.6234,-0.0647,-0.004
11.055,0.688,0.6234,-0.0646,-0.004
11.105,0.6872,0.6234,-0.0638,-0.004
11.155,0.6872,0.6234,-0.0638,-0.004
11.205,0.6866,0.6234,-0.0632,-0.004
11.255,0.6866,0.6234,-0.0632,-0.004
11.305,0.6865,0.6234,-0.0631,-0.004
11.355,0.686,0.6234,-0.0626,-0.004
11.405,0.686,0.6234,-0.0626,-0.002
11.455,0.6851,0.6234,-0.0617,-0.002
11.505,0.685,0.6234,-0.0616,-0.002
11.555,0.6847,0.6234,-0.0613,-0.002
11.605,0.6845,0.6234,-0.0611,-0.004
11.655,0.6845,0.6234,-0.0611,-0.002
11.705,0.6845,0.6234,-0.0611,-0.002
11.755,0.6842,0.6234,-0.0608,-0.004
11.805,0.684,0.6234,-0.0606,-0.004
11.855,0.684,0.6234,-0.0606,-0.004
11.905,0.684,0.6234,-0.0606,-0.002
11.955,0.6839,0.6234,-0.0605,-0.002
12.005,0.6837,0.6234,-0.0603,-0.002
12.056,0.6837,0.6234,-0.0603,0.0
12.105,0.6836,0.6234,-0.0602,-0.002
12.155,0.6836,0.6234,-0.0602,-0.002
12.205,0.6836,0.6234,-0.0602,0.0
12.255,0.6835,0.6234,-0.0601,0.0
12.305,0.6835,0.6234,-0.0601,0.0
12.355,0.6835,0.6234,-0.0601,0.0
12.405,0.6836,0.6234,-0.0602,0.0
12.455,0.6835,0.6234,-0.0601,0.0
12.505,0.6835,0.6234,-0.0601,0.0
12.555,0.6836,0.6234,-0.0602,0.0
12.605,0.6836,0.6234,-0.0602,0.0
12.655,0.6836,0.6234,-0.0602,0.0
12.705,0.6836,0.6234,-0.0602,0.0
12.755,0.6836,0.6234,-0.0602,0.0
12.805,0.6836,0.6234,-0.0602,0.0
12.855,0.6837,0.6234,-0.0603,0.0
12.905,0.6837,0.6234,-0.0603,0.0
12.955,0.6838,0.6234,-0.0604,0.0
13.005,0.6839,0.6234,-0.0605,0.0
13.055,0.6842,0.6234,-0.0608,0.0
13.105,0.6843,0.6234,-0.0609,0.002
13.155,0.6844,0.6234,-0.061,0.002
13.205,0.6844,0.6234,-0.061,0.002
13.255,0.6846,0.6234,-0.0612,0.002
13.305,0.6851,0.6234,-0.0617,0.002
13.355,0.6851,0.6234,-0.0617,0.002
13.405,0.6851,0.6234,-0.0617,0.002
13.455,0.6852,0.6234,-0.0618,0.002
13.505,0.6855,0.6234,-0.0621,0.002
13.555,0.6856,0.6234,-0.0622,0.002
13.605,0.6858,0.6234,-0.0624,0.002
13.655,0.6862,0.6234,-0.0628,0.004
13.705,0.6863,0.6234,-0.0629,0.002
13.755,0.6864,0.6234,-0.063,0.002
13.805,0.6864,0.6234,-0.063,0.002
13.855,0.6864,0.6234,-0.063,0.002
13.905,0.6865,0.6234,-0.0631,0.002
13.955,0.6868,0.6234,-0.0634,0.002
14.005,0.6868,0.6234,-0.0634,0.002
14.057,0.6869,0.6234,-0.0635,0.002
14.106,0.6869,0.6234,-0.0635,0.0019
14.156,0.687,0.6234,-0.0636,0.0019
14.206,0.6871,0.6234,-0.0637,0.0019
14.256,0.6871,0.6234,-0.0637,0.0019
14.306,0.6872,0.6234,-0.0638,0.002
14.356,0.6873,0.6234,-0.0639,0.002
14.406,0.6873,0.6234,-0.0639,0.0019
14.456,0.6874,0.6234,-0.064,0.002
14.506,0.6875,0.6234,-0.0641,0.002
14.556,0.6875,0.6234,-0.0641,0.002
14.606,0.6874,0.6234,-0.064,0.002
14.656,0.6874,0.6234,-0.064,0.0
14.706,0.6874,0.6234,-0.064,0.0
14.756,0.6874,0.6234,-0.064,0.0
14.806,0.6873,0.6234,-0.0639,0.0
14.856,0.6873,0.6234,-0.0639,0.0
14.906,0.6869,0.6234,-0.0635,0.0
14.956,0.6869,0.6234,-0.0635,0.0
15.006,0.6866,0.6234,-0.0632,0.0
15.056,0.6866,0.6234,-0.0632,0.0
15.106,0.6866,0.6234,-0.0632,0.0
15.156,0.6864,0.6234,-0.063,0.0
15.206,0.6863,0.6234,-0.0629,-0.002
15.256,0.6855,0.6234,-0.0621,-0.002
15.306,0.6855,0.6234,-0.0621,-0.002
15.356,0.6854,0.6234,-0.062,-0.002
15.406,0.6854,0.6234,-0.062,-0.002
15.456,0.6851,0.6234,-0.0617,-0.002
15.506,0.6849,0.6234,-0.0615,-0.002
15.556,0.6847,0.6234,-0.0613,-0.004
15.606,0.6846,0.6234,-0.0612,-0.002
15.656,0.6842,0.6234,-0.0608,-0.004
15.706,0.6841,0.6234,-0.0607,-0.002
15.756,0.6838,0.6234,-0.0604,-0.004
15.806,0.6837,0.6234,-0.0603,-0.004
15.856,0.6835,0.6234,-0.0601,-0.004
15.906,0.6834,0.6234,-0.06,-0.004
15.956,0.6831,0.6234,-0.0597,-0.004
16.006,0.6828,0.6234,-0.0594,-0.004
16.058,0.6828,0.6234,-0.0594,-0.004
16.107,0.6824,0.6234,-0.059,-0.004
16.157,0.6821,0.6234,-0.0587,-0.006
16.207,0.6821,0.6234,-0.0587,-0.004
16.257,0.6821,0.6234,-0.0587,-0.004
16.307,0.6819,0.6234,-0.0585,-0.004
16.357,0.6819,0.6234,-0.0585,-0.004
16.407,0.6819,0.6234,-0.0585,0.0
16.457,0.6819,0.6234,-0.0585,0.0
16.507,0.6817,0.6234,-0.0583,0.0
16.557,0.6817,0.6234,-0.0583,0.0
16.607,0.6817,0.6234,-0.0583,0.0
16.657,0.6817,0.6234,-0.0583,0.0
