time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
351,1403,0,0.1247,1025.19,22.00,1,3.49
400,1401,0,0.1247,1025.19,22.06,1,3.49
450,1403,0,0.1244,1025.16,22.09,1,3.49
500,1403,0,0.1246,1025.18,22.12,1,3.49
550,1403,0,0.1247,1025.19,22.13,1,3.49
600,1405,0,0.1247,1025.19,22.14,1,3.49
650,1403,0,0.1246,1025.18,22.15,1,3.49
700,1404,0,0.1245,1025.17,22.16,1,3.49
750,1402,0,0.1245,1025.17,22.17,1,3.49
800,1403,0,0.1246,1025.18,22.17,1,3.49
850,1404,0,0.1244,1025.16,22.17,1,3.49
900,1404,0,0.1247,1025.19,22.17,1,3.49
950,1404,0,0.1246,1025.18,22.18,1,3.49
1000,1404,0,0.1245,1025.17,22.18,1,3.49
1050,1404,0,0.1248,1025.20,22.18,1,3.49
1100,1404,0,0.1245,1025.17,22.18,1,3.49
1150,1405,0,0.1243,1025.15,22.18,1,3.49
1200,1403,0,0.1248,1025.20,22.18,1,3.49
1250,1403,0,0.1245,1025.17,22.18,1,3.49
1300,1403,0,0.1241,1025.13,22.18,1,3.49
1350,1403,0,0.1248,1025.20,22.18,1,3.49
1400,1403,0,0.1247,1025.19,22.18,1,3.49
1450,1404,0,0.1245,1025.17,22.18,1,3.49
1500,1403,0,0.1245,1025.17,22.18,1,3.49
1550,1404,0,0.1243,1025.15,22.19,1,3.49
1600,1402,0,0.1245,1025.17,22.19,1,3.49
1650,1402,0,0.1248,1025.20,22.19,1,3.49
1700,1403,0,0.1243,1025.15,22.18,1,3.49
1750,1403,0,0.1247,1025.19,22.19,1,3.49
1800,1403,0,0.1244,1025.16,22.19,1,3.49
1850,1403,0,0.1247,1025.19,22.19,1,3.49
1900,1403,0,0.1248,1025.20,22.19,1,3.49
1950,1403,0,0.1248,1025.20,22.19,1,3.49
2000,1403,0,0.1246,1025.18,22.19,1,3.49
2050,1403,0,0.1244,1025.16,22.19,1,3.49
2100,1403,0,0.1247,1025.19,22.19,1,3.49
2150,1404,0,0.1249,1025.21,22.19,1,3.49
2200,1404,0,0.1245,1025.17,22.19,1,3.49
2250,1403,0,0.1246,1025.18,22.19,1,3.49
2300,1402,0,0.1247,1025.19,22.19,1,3.49
2350,1404,0,0.1245,1025.17,22.19,1,3.49
2400,1403,0,0.1244,1025.16,22.19,1,3.49
2450,1404,0,0.1243,1025.15,22.19,1,3.49
2500,1403,0,0.1245,1025.17,22.19,1,3.49
2550,1403,0,0.1245,1025.17,22.19,1,3.49
2600,1403,0,0.1248,1025.20,22.19,1,3.49
2650,1403,0,0.1245,1025.17,22.19,1,3.49
2700,1402,0,0.1246,1025.18,22.19,1,3.49
2755,1404,255,0.1247,1025.19,22.18,1,3.49
2810,1418,255,0.1248,1025.20,22.18,1,3.49
2865,1438,255,0.1245,1025.17,22.17,1,3.49
2920,1461,255,0.1244,1025.16,22.17,1,3.49
2969,1481,255,0.1243,1025.15,22.18,1,3.49
3019,1499,255,0.1241,1025.13,22.18,1,3.49
3069,1519,255,0.1246,1025.18,22.18,1,3.49
3119,1544,255,0.1244,1025.16,22.19,1,3.49
3169,1564,255,0.1243,1025.15,22.19,1,3.49
3219,1587,255,0.1246,1025.18,22.19,1,3.49
3269,1609,255,0.1242,1025.14,22.19,1,3.49
3319,1630,255,0.1247,1025.19,22.19,1,3.49
3369,1651,255,0.1240,1025.12,22.19,1,3.49
3419,1673,255,0.1243,1025.15,22.18,1,3.49
3469,1692,255,0.1243,1025.15,22.19,1,3.49
3519,1716,255,0.1239,1025.11,22.19,1,3.49
3569,1737,255,0.1243,1025.15,22.19,1,3.49
3619,1757,255,0.1241,1025.13,22.19,1,3.49
3669,1780,255,0.1241,1025.13,22.19,1,3.49
3719,1802,246,0.1244,1025.16,22.19,1,3.49
3769,1820,253,0.1243,1025.15,22.19,1,3.49
3819,1837,253,0.1242,1025.14,22.19,1,3.49
3869,1864,255,0.1246,1025.18,22.19,1,3.49
3919,1883,255,0.1248,1025.20,22.19,1,3.49
3969,1906,255,0.1247,1025.19,22.19,1,3.49
4019,1928,255,0.1250,1025.22,22.19,1,3.49
4069,1945,255,0.1250,1025.22,22.19,1,3.49
4119,1965,255,0.1251,1025.23,22.19,1,3.49
4169,1984,255,0.1257,1025.29,22.19,1,3.49
4219,2006,252,0.1261,1025.33,22.19,1,3.49
4269,2026,253,0.1264,1025.36,22.19,1,3.49
4319,2043,253,0.1264,1025.36,22.19,1,3.49
4369,2062,244,0.1270,1025.42,22.19,1,3.49
4419,2088,244,0.1273,1025.45,22.19,1,3.49
4469,2108,242,0.1277,1025.49,22.19,1,3.49
4519,2123,248,0.1284,1025.55,22.19,1,3.49
4569,2138,248,0.1281,1025.52,22.19,1,3.49
4619,2158,245,0.1287,1025.58,22.19,1,3.49
4669,2175,245,0.1291,1025.62,22.19,1,3.49
4719,2194,240,0.1301,1025.72,22.19,1,3.49
4769,2211,244,0.1305,1025.76,22.19,1,3.49
4819,2230,244,0.1308,1025.79,22.19,1,3.49
4869,2238,239,0.1314,1025.85,22.19,1,3.49
4919,2255,239,0.1319,1025.90,22.19,1,3.49
4969,2270,241,0.1327,1025.97,22.19,1,3.49
5019,2284,241,0.1330,1026.00,22.19,1,3.49
5069,2305,239,0.1335,1026.05,22.19,1,3.49
5119,2326,239,0.1338,1026.08,22.19,1,3.49
5169,2336,237,0.1345,1026.15,22.19,1,3.49
5219,2351,237,0.1350,1026.20,22.19,1,3.49
5269,2367,236,0.1353,1026.23,22.19,1,3.49
5319,2389,236,0.1361,1026.31,22.19,1,3.49
5369,2405,234,0.1364,1026.34,22.19,1,3.49
5419,2420,233,0.1373,1026.42,22.19,1,3.49
5469,2438,233,0.1380,1026.49,22.19,1,3.49
5519,2452,232,0.1384,1026.53,22.19,1,3.49
5569,2467,232,0.1391,1026.60,22.19,1,3.49
5619,2482,230,0.1401,1026.70,22.19,1,3.49
5669,2496,230,0.1403,1026.72,22.19,1,3.49
5719,2513,219,0.1415,1026.83,22.19,1,3.49
5769,2526,223,0.1428,1026.96,22.19,1,3.49
5819,2541,223,0.1434,1027.02,22.19,1,3.49
5869,2553,207,0.1450,1027.18,22.19,1,3.49
5919,2564,207,0.1464,1027.31,22.19,1,3.49
5969,2573,225,0.1471,1027.38,22.19,1,3.49
6019,2591,225,0.1489,1027.56,22.19,1,3.49
6069,2604,225,0.1506,1027.72,22.19,1,3.49
6119,2618,204,0.1525,1027.91,22.19,1,3.49
6169,2626,204,0.1544,1028.10,22.19,1,3.49
6219,2639,220,0.1563,1028.28,22.19,1,3.49
6269,2649,222,0.1584,1028.49,22.19,1,3.49
6319,2665,222,0.1607,1028.71,22.19,1,3.49
6369,2679,221,0.1634,1028.98,22.19,1,3.49
6419,2689,221,0.1663,1029.26,22.19,1,3.49
6469,2703,219,0.1690,1029.52,22.19,1,3.49
6519,2716,213,0.1717,1029.79,22.19,1,3.49
6569,2731,213,0.1748,1030.09,22.19,1,3.49
6619,2742,209,0.1783,1030.43,22.19,1,3.49
6669,2747,209,0.1821,1030.80,22.19,1,3.49
6719,2764,215,0.1857,1031.16,22.19,1,3.49
6769,2769,210,0.1894,1031.52,22.19,1,3.49
6819,2786,210,0.1931,1031.88,22.19,1,3.49
6869,2797,190,0.1974,1032.30,22.19,1,3.49
6919,2806,190,0.2021,1032.76,22.18,1,3.49
6969,2810,173,0.2060,1033.14,22.18,1,3.49
