time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.1613,0.2025,0.0412,0.0
0.401,0.1613,0.2025,0.0412,0.0
0.451,0.1609,0.2025,0.0416,0.0
0.501,0.1613,0.2025,0.0412,0.0
0.551,0.1611,0.2025,0.0414,0.0
0.601,0.1611,0.2025,0.0414,0.0
0.651,0.1609,0.2025,0.0416,0.0
0.701,0.1609,0.2025,0.0416,0.0
0.751,0.1609,0.2025,0.0416,0.0
0.801,0.1609,0.2025,0.0416,0.0
0.851,0.1607,0.2025,0.0418,0.0
0.901,0.1607,0.2025,0.0418,0.0
0.951,0.1604,0.2025,0.0421,0.0
1.001,0.1604,0.2025,0.0421,0.0
1.051,0.16,0.2025,0.0425,0.0
1.101,0.1599,0.2025,0.0426,0.0
1.151,0.1596,0.2025,0.0429,-0.002
1.201,0.159,0.2025,0.0435,-0.004
1.251,0.1587,0.2025,0.0438,-0.006
1.301,0.1581,0.2025,0.0444,-0.006
1.351,0.1572,0.2025,0.0453,-0.006
1.401,0.157,0.2025,0.0455,-0.006
1.451,0.1561,0.2025,0.0464,-0.008
1.501,0.1554,0.2025,0.0471,-0.012
1.551,0.1548,0.2025,0.0477,-0.012
1.601,0.1543,0.2025,0.0482,-0.012
1.651,0.153,0.2025,0.0495,-0.012
1.701,0.1526,0.2025,0.0499,-0.012
1.751,0.152,0.2025,0.0505,-0.012
1.801,0.151,0.2025,0.0515,-0.012
1.851,0.1505,0.2025,0.052,-0.012
1.901,0.1505,0.2025,0.052,-0.012
1.951,0.1498,0.2025,0.0527,-0.012
2.001,0.1494,0.2025,0.0531,-0.01
2.051,0.1487,0.2025,0.0538,-0.012
2.101,0.1481,0.2025,0.0544,-0.012
2.151,0.1472,0.2025,0.0553,-0.012
2.201,0.1469,0.2025,0.0556,-0.012
2.251,0.1466,0.2025,0.0559,-0.01
2.301,0.1463,0.2025,0.0562,-0.008
2.351,0.1463,0.2025,0.0562,-0.008
2.401,0.146,0.2025,0.0565,-0.006
2.451,0.1457,0.2025,0.0568,-0.006
2.501,0.1455,0.2025,0.057,-0.006
2.551,0.1455,0.2025,0.057,-0.006
