time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.8354,0.5612,-0.2742,0.0
0.401,0.8354,0.5612,-0.2742,0.0
0.451,0.8349,0.5612,-0.2737,0.0
0.501,0.8349,0.5612,-0.2737,0.0
0.551,0.8349,0.5612,-0.2737,0.0
0.601,0.8351,0.5612,-0.2739,0.0
0.651,0.8349,0.5612,-0.2737,0.0
0.701,0.8351,0.5612,-0.2739,0.0
0.751,0.8351,0.5612,-0.2739,0.0
0.801,0.8351,0.5612,-0.2739,0.0
0.851,0.8351,0.5612,-0.2739,0.0
0.901,0.8351,0.5612,-0.2739,0.0
0.951,0.8349,0.5612,-0.2737,0.0
1.001,0.8351,0.5612,-0.2739,0.0
1.051,0.8351,0.5612,-0.2739,0.0
1.101,0.8349,0.5612,-0.2737,0.0
1.151,0.8351,0.5612,-0.2739,0.0
1.201,0.8351,0.5612,-0.2739,0.0
1.251,0.8351,0.5612,-0.2739,0.0
1.301,0.8351,0.5612,-0.2739,0.0
1.351,0.8351,0.5612,-0.2739,0.0
1.406,0.8351,0.5612,-0.2739,0.0
1.455,0.8351,0.5612,-0.2739,0.0
1.505,0.835,0.5612,-0.2738,0.0
1.555,0.835,0.5612,-0.2738,0.0
1.605,0.835,0.5612,-0.2738,0.0
1.655,0.835,0.5612,-0.2738,0.0
1.705,0.835,0.5612,-0.2738,0.0
1.755,0.835,0.5612,-0.2738,0.0
1.805,0.835,0.5612,-0.2738,0.0
1.855,0.835,0.5612,-0.2738,0.0
1.905,0.8348,0.5612,-0.2736,0.0
1.955,0.8348,0.5612,-0.2736,0.0
2.005,0.8348,0.5612,-0.2736,0.0
2.055,0.8347,0.5612,-0.2735,0.0
2.105,0.8346,0.5612,-0.2734,0.0
2.155,0.8346,0.5612,-0.2734,0.0
2.205,0.8346,0.5612,-0.2734,0.0
2.255,0.8346,0.5612,-0.2734,0.0
2.305,0.8346,0.5612,-0.2734,0.0
2.355,0.8346,0.5612,-0.2734,0.0
2.405,0.8345,0.5612,-0.2733,0.0
2.455,0.8344,0.5612,-0.2732,0.0
2.505,0.8344,0.5612,-0.2732,0.0
2.555,0.8344,0.5612,-0.2732,0.0
2.605,0.8344,0.5612,-0.2732,0.0
2.655,0.8343,0.5612,-0.2731,0.0
2.705,0.8339,0.5612,-0.2727,0.0
2.755,0.8339,0.5612,-0.2727,0.0
2.805,0.8339,0.5612,-0.2727,0.0
2.855,0.8339,0.5612,-0.2727,0.0
