time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,2604,0,0.8354,1094.92,22.79,1,11.45
401,2605,0,0.8349,1094.88,22.85,1,11.45
451,2605,0,0.8343,1094.82,22.89,1,11.45
501,2604,0,0.8349,1094.88,22.92,1,11.45
551,2605,0,0.8351,1094.90,22.93,1,11.45
601,2604,0,0.8351,1094.90,22.94,1,11.45
651,2604,0,0.8349,1094.88,22.95,1,11.45
701,2604,0,0.8355,1094.93,22.96,1,11.45
751,2604,0,0.8351,1094.90,22.96,1,11.45
801,2604,0,0.8347,1094.86,22.97,1,11.45
851,2604,0,0.8351,1094.90,22.97,1,11.45
901,2605,0,0.8349,1094.88,22.97,1,11.45
951,2604,0,0.8347,1094.86,22.97,1,11.45
1001,2605,0,0.8351,1094.90,22.97,1,11.45
1051,2605,0,0.8351,1094.90,22.97,1,11.45
1101,2604,0,0.8347,1094.86,22.98,1,11.45
1151,2604,0,0.8351,1094.90,22.98,1,11.45
1201,2605,0,0.8351,1094.90,22.98,1,11.45
1251,2605,0,0.8346,1094.85,22.98,1,11.45
1301,2604,0,0.8352,1094.91,22.98,1,11.45
1351,2607,-255,0.8352,1094.91,22.98,1,11.45
1406,2573,-255,0.8346,1094.85,22.97,1,11.44
1455,2536,-255,0.8344,1094.83,22.98,1,11.45
1505,2502,-255,0.8350,1094.89,22.98,1,11.45
1555,2459,-255,0.8346,1094.85,22.98,1,11.45
1605,2426,-255,0.8350,1094.89,22.98,1,11.45
1655,2381,-255,0.8355,1094.93,22.98,1,11.45
1705,2344,-255,0.8348,1094.87,22.98,1,11.45
1755,2303,-255,0.8344,1094.83,22.98,1,11.45
1805,2266,-255,0.8352,1094.91,22.98,1,11.45
1855,2231,-255,0.8345,1094.84,22.98,1,11.45
1905,2189,-255,0.8346,1094.85,22.98,1,11.45
1955,2154,-255,0.8351,1094.90,22.98,1,11.45
2005,2119,-255,0.8347,1094.86,22.98,1,11.45
2055,2080,-255,0.8343,1094.82,22.99,1,11.45
2105,2041,-255,0.8346,1094.85,22.99,1,11.45
2155,2002,-255,0.8344,1094.83,22.98,1,11.45
2205,1967,-255,0.8337,1094.76,22.98,1,11.45
2255,1927,-255,0.8347,1094.86,22.98,1,11.45
2305,1885,-255,0.8344,1094.83,22.99,1,11.45
2355,1850,-255,0.8339,1094.78,22.99,1,11.45
2405,1814,-255,0.8344,1094.83,22.98,1,11.45
2455,1771,-255,0.8339,1094.78,22.99,1,11.45
2505,1736,-255,0.8338,1094.77,22.99,1,11.44
2555,1693,-255,0.8334,1094.73,22.98,1,11.45
2605,1657,-255,0.8339,1094.78,22.99,1,11.44
2655,1615,-255,0.8336,1094.75,22.99,1,11.45
2705,1580,-255,0.8336,1094.75,22.99,1,11.45
2755,1544,-255,0.8341,1094.80,22.99,1,11.45
2805,1502,-255,0.8335,1094.74,22.99,1,11.45
2855,1465,-255,0.8333,1094.72,22.99,1,11.45
2905,1426,-255,0.8334,1094.73,22.99,1,11.45
2955,1388,-255,0.8330,1094.69,22.99,1,11.45
3005,1352,-255,0.8330,1094.69,22.99,1,11.44
3055,1313,-255,0.8341,1094.80,22.99,1,11.44
3105,1279,-249,0.8334,1094.73,22.98,1,11.44
3155,1247,-241,0.8332,1094.71,22.99,1,11.45
3205,1208,-241,0.8338,1094.77,22.99,1,11.44
3255,1204,-228,0.8333,1094.72,22.99,1,11.45
3305,1154,-228,0.8332,1094.71,22.99,1,11.45
3355,1137,-220,0.8337,1094.76,22.99,1,11.45
3405,1089,-220,0.8335,1094.74,22.99,1,11.45
3455,1063,-195,0.8334,1094.73,22.99,1,11.45
3505,1049,-195,0.8332,1094.71,22.99,1,11.45
3555,1037,-180,0.8329,1094.68,22.99,1,11.45
3605,1028,-177,0.8323,1094.62,22.99,1,11.45
3655,1019,-177,0.8322,1094.61,22.99,1,11.45
3705,1003,-173,0.8325,1094.64,22.99,1,11.45
3755,1001,-173,0.8312,1094.51,22.99,1,11.45
3805,982,-168,0.8309,1094.48,22.99,1,11.45
3855,984,-168,0.8298,1094.38,22.99,1,11.45
3905,992,-168,0.8287,1094.27,22.99,1,11.45
3955,988,-165,0.8276,1094.16,22.99,1,11.45
4005,960,-165,0.8266,1094.06,22.99,1,11.45
4055,956,-165,0.8253,1093.93,22.99,1,11.45
4105,943,-160,0.8238,1093.79,22.99,1,11.45
4155,951,-160,0.8222,1093.63,22.99,1,11.45
4205,944,-157,0.8199,1093.40,22.99,1,11.45
4255,943,-157,0.8170,1093.12,22.99,1,11.45
4305,934,-157,0.8150,1092.92,22.99,1,11.45
4355,940,-157,0.8114,1092.57,22.99,1,11.45
4405,927,-157,0.8083,1092.27,22.99,1,11.45
4455,926,156,0.8051,1091.95,22.99,1,11.45
4505,936,156,0.8010,1091.55,22.99,1,11.45
4555,940,159,0.7964,1091.10,22.99,1,11.45
4605,965,157,0.7918,1090.65,22.99,1,11.45
4655,975,157,0.7871,1090.19,22.99,1,11.45
4705,994,151,0.7815,1089.64,22.99,1,11.45
4755,997,151,0.7764,1089.14,22.99,1,11.45
4805,1025,-155,0.7710,1088.61,22.99,1,11.45
4855,1033,-155,0.7636,1087.88,22.99,1,11.45
4905,1007,-161,0.7579,1087.32,22.99,1,11.45
4955,1021,-161,0.7514,1086.69,22.99,1,11.45
5005,1012,-157,0.7437,1085.93,22.99,1,11.45
5055,1015,-157,0.7372,1085.29,23.00,1,11.45
5105,994,-158,0.7310,1084.69,23.00,1,11.45
5155,1001,-158,0.7225,1083.85,23.00,1,11.45
5205,985,-155,0.7149,1083.11,22.99,1,11.45
5255,1003,-155,0.7078,1082.41,22.99,1,11.45
5305,986,-153,0.6994,1081.59,23.00,1,11.45
5355,993,-156,0.6920,1080.86,23.00,1,11.45
5405,970,-156,0.6844,1080.12,23.00,1,11.45
5455,982,158,0.6762,1079.31,23.00,1,11.45
5505,982,158,0.6688,1078.59,23.00,1,11.45
5555,1000,160,0.6606,1077.78,23.00,1,11.45
5605,1007,160,0.6528,1077.02,23.00,1,11.45
5655,1022,156,0.6450,1076.25,23.00,1,11.45
5705,1045,156,0.6368,1075.45,23.00,1,11.45
5755,1053,152,0.6299,1074.77,23.00,1,11.45
5805,1094,152,0.6220,1074.00,23.00,1,11.45
5855,1109,-154,0.6155,1073.36,23.00,1,11.45
5905,1097,-154,0.6083,1072.65,23.00,1,11.45
5955,1097,-165,0.6004,1071.88,23.00,1,11.45
6005,1084,-165,0.5939,1071.24,23.00,1,11.45
6055,1083,-163,0.5868,1070.55,23.00,1,11.45
6105,1068,-160,0.5803,1069.91,23.00,1,11.45
6155,1076,-160,0.5736,1069.25,23.00,1,11.45
6205,1059,-157,0.5686,1068.76,23.00,1,11.45
6255,1066,-157,0.5617,1068.08,23.00,1,11.45
6305,1049,-155,0.5549,1067.42,23.00,1,11.45
6355,1050,-157,0.5496,1066.90,23.00,1,11.45
6405,1034,-157,0.5439,1066.34,23.00,1,11.45
6455,1031,158,0.5373,1065.69,23.00,1,11.45
6505,1043,158,0.5325,1065.22,23.00,1,11.45
6555,1056,162,0.5267,1064.65,23.00,1,11.45
6605,1073,160,0.5211,1064.10,23.00,1,11.45
6655,1083,160,0.5163,1063.63,23.00,1,11.45
6705,1109,154,0.5104,1063.05,23.00,1,11.45
6755,1110,154,0.5045,1062.47,23.00,1,11.45
6805,1143,-153,0.4997,1062.00,23.00,1,11.45
6855,1144,-153,0.4947,1061.51,23.00,1,11.45
6905,1140,-153,0.4892,1060.97,23.00,1,11.45
6955,1132,-160,0.4842,1060.48,23.00,1,11.45
7005,1118,-160,0.4790,1059.97,23.00,1,11.45
7055,1126,-158,0.4734,1059.42,23.01,1,11.45
7105,1127,-155,0.4682,1058.91,23.00,1,11.45
7155,1114,-155,0.4628,1058.39,23.00,1,11.45
7205,1098,-157,0.4586,1057.97,23.00,1,11.45
7255,1104,-157,0.4532,1057.44,23.00,1,11.45
7305,1095,-151,0.4491,1057.04,23.00,1,11.45
7355,1100,-151,0.4438,1056.52,23.01,1,11.45
7405,1090,-162,0.4383,1055.98,23.00,1,11.45
7455,1086,-162,0.4333,1055.49,23.00,1,11.45
7505,1113,-161,0.4285,1055.02,23.01,1,11.45
7555,1062,-161,0.4229,1054.47,23.00,1,11.45
7605,1067,-166,0.4178,1053.97,23.00,1,11.45
7655,1072,-166,0.4135,1053.55,23.00,1,11.45
7705,1035,-157,0.4075,1052.96,23.00,1,11.45
7755,1045,-157,0.4024,1052.46,23.01,1,11.45
7805,1045,-151,0.3970,1051.93,23.01,1,11.45
7855,1038,-153,0.3915,1051.39,23.01,1,11.45
7905,1030,-153,0.3865,1050.90,23.01,1,11.45
7955,1045,-151,0.3813,1050.39,23.01,1,11.45
8005,1031,-151,0.3761,1049.88,23.01,1,11.45
8055,1038,-153,0.3703,1049.31,23.01,1,11.45
8105,1021,0,0.3648,1048.77,23.00,1,11.45
8155,1022,0,0.3593,1048.24,23.00,1,11.45
8205,1026,152,0.3538,1047.70,23.00,1,11.45
8255,1024,152,0.3486,1047.19,23.00,1,11.45
8305,1043,151,0.3429,1046.63,23.01,1,11.45
8355,1041,151,0.3375,1046.10,23.01,1,11.45
8405,1055,151,0.3318,1045.54,23.01,1,11.45
8455,1063,160,0.3264,1045.01,23.01,1,11.45
8505,1096,157,0.3204,1044.42,23.01,1,11.45
8555,1104,157,0.3150,1043.89,23.01,1,11.45
8605,1108,-151,0.3090,1043.30,23.00,1,11.45
8655,1124,-151,0.3040,1042.81,23.01,1,11.45
8705,1118,-153,0.2981,1042.23,23.00,1,11.45
8755,1116,-153,0.2921,1041.65,23.01,1,11.45
8805,1111,-155,0.2860,1041.05,23.01,1,11.45
8855,1091,-155,0.2802,1040.48,23.01,1,11.45
8905,1100,-154,0.2746,1039.93,23.01,1,11.45
8955,1098,-154,0.2689,1039.37,23.01,1,11.45
9005,1096,-151,0.2633,1038.82,23.01,1,11.45
9055,1101,-151,0.2574,1038.24,23.01,1,11.45
9105,1085,-151,0.2518,1037.69,23.01,1,11.45
9155,1091,-151,0.2462,1037.14,23.01,1,11.45
9205,1079,152,0.2403,1036.57,23.01,1,11.45
9255,1084,152,0.2350,1036.05,23.01,1,11.45
9305,1088,153,0.2297,1035.53,23.01,1,11.45
9355,1108,153,0.2236,1034.93,23.01,1,11.45
9405,1108,-161,0.2184,1034.42,23.01,1,11.44
9455,1120,-161,0.2128,1033.87,23.01,1,11.45
9505,1107,-165,0.2074,1033.34,23.01,1,11.45
9555,1096,-165,0.2019,1032.80,23.01,1,11.45
9605,1096,-165,0.1963,1032.25,23.01,1,11.45
9655,1090,-163,0.1913,1031.76,23.01,1,11.45
9705,1061,-163,0.1859,1031.23,23.01,1,11.45
9755,1075,-161,0.1807,1030.72,23.01,1,11.45
9805,1046,-161,0.1757,1030.23,23.01,1,11.45
9855,1050,-158,0.1704,1029.71,23.01,1,11.45
9905,1050,-153,0.1648,1029.16,23.01,1,11.45
