time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_mm,actuator_setpoint_mm,motor_cmd
45.922,0.5779,0.3604,-0.2175,0.0,26.374,20.0,-169
45.972,0.5779,0.3604,-0.2175,0.0,25.971,20.0,-159
46.022,0.5779,0.3604,-0.2175,0.0,26.093,20.0,-159
46.072,0.5779,0.3604,-0.2175,0.0,25.409,20.0,-157
46.122,0.577,0.3604,-0.2166,0.0,25.214,20.0,-157
46.172,0.5756,0.3604,-0.2152,0.0,25.079,20.0,-155
46.222,0.5732,0.3604,-0.2128,0.0,24.872,15.68603515625,-156
46.272,0.5716,0.3604,-0.2112,0.0,24.713,0.0,-156
46.322,0.5696,0.3604,-0.2092,-0.018,24.53,0.0,-173
46.372,0.5673,0.3604,-0.2069,-0.028,24.054,0.0,-173
46.422,0.5652,0.3604,-0.2048,-0.032,23.541,0.0,-237
46.472,0.5638,0.3604,-0.2034,-0.032,22.198,0.0,-236
46.522,0.5615,0.3604,-0.2011,-0.04,20.83,0.0,-236
46.572,0.5596,0.3604,-0.1992,-0.04,19.463,0.0,-227
46.622,0.5582,0.3604,-0.1978,-0.04,18.266,0.0,-227
46.672,0.5561,0.3604,-0.1957,-0.04,16.899,0.0,-215
46.722,0.5545,0.3604,-0.1941,-0.04,15.897,0.0,-215
46.772,0.5532,0.3604,-0.1928,-0.038,15.006,0.0,-215
46.822,0.5523,0.3604,-0.1919,-0.032,13.846,0.0,-205
46.872,0.5523,0.3604,-0.1919,-0.028,13.077,0.0,-205
46.922,0.5523,0.3604,-0.1919,-0.028,12.418,0.0,-200
46.972,0.5523,0.3604,-0.1919,-0.026,11.783,0.0,-201
47.022,0.5523,0.3604,-0.1919,-0.018,10.867,2.823486328125,-201
47.072,0.5523,0.3604,-0.1919,0.0,10.354,17.0977783203125,-196
47.122,0.5523,0.3604,-0.1919,0.0,10.0,20.0,-196
47.172,0.5523,0.3604,-0.1919,0.0,9.389,20.0,139
47.222,0.5528,0.3604,-0.1924,0.0,9.316,20.0,150
47.272,0.5534,0.3604,-0.193,0.0,9.524,20.0,150
47.322,0.5534,0.3604,-0.193,0.0,9.463,20.0,154
47.372,0.5534,0.3604,-0.193,0.0,9.902,20.0,154
47.422,0.5534,0.3604,-0.193,0.0,9.951,20.0,152
47.472,0.5534,0.3604,-0.193,0.0,10.256,20.0,150
47.522,0.5534,0.3604,-0.193,0.0,10.208,20.0,150
47.572,0.5534,0.3604,-0.193,0.0,10.476,20.0,150
47.622,0.5534,0.3604,-0.193,0.0,10.574,20.0,150
47.672,0.5527,0.3604,-0.1923,0.0,10.745,20.0,151
47.722,0.5525,0.3604,-0.1921,0.0,10.806,20.0,151
47.772,0.5501,0.3604,-0.1897,0.0,11.062,20.0,151
47.822,0.5479,0.3604,-0.1875,0.0,11.136,20.0,151
47.872,0.5461,0.3604,-0.1857,-0.004,10.22,20.0,151
47.922,0.5435,0.3604,-0.1831,-0.014,11.429,20.0,151
47.972,0.5407,0.3604,-0.1803,-0.036,11.6,20.0,160
48.022,0.5372,0.3604,-0.1768,-0.044,11.514,20.0,160
48.073,0.5338,0.3604,-0.1734,-0.048,12.125,20.0,147
48.122,0.53,0.3604,-0.1696,-0.052,11.538,20.0,147
48.172,0.526,0.3604,-0.1656,-0.056,12.405,20.0,149
48.222,0.5224,0.3604,-0.162,-0.0667,12.479,20.0,156
48.272,0.5189,0.3604,-0.1585,-0.07,12.711,20.0,156
48.322,0.5148,0.3604,-0.1544,-0.07,12.869,20.0,147
48.372,0.5116,0.3604,-0.1512,-0.07,13.223,20.0,147
48.422,0.5078,0.3604,-0.1474,-0.072,13.211,20.0,148
48.472,0.5037,0.3604,-0.1433,-0.076,13.516,20.0,147
48.522,0.5004,0.3604,-0.14,-0.076,13.578,20.0,147
48.572,0.4963,0.3604,-0.1359,-0.076,13.98,20.0,147
48.622,0.4932,0.3604,-0.1328,-0.072,14.017,20.0,147
48.672,0.4899,0.3604,-0.1295,-0.07,14.335,20.0,146
48.722,0.4872,0.3604,-0.1268,-0.066,14.542,20.0,147
48.772,0.4829,0.3604,-0.1225,-0.066,14.615,20.0,147
48.822,0.4799,0.3604,-0.1195,-0.066,14.811,20.0,144
48.872,0.4774,0.3604,-0.117,-0.066,14.994,20.0,144
48.922,0.474,0.3604,-0.1136,-0.066,15.165,20.0,145
48.972,0.471,0.3604,-0.1106,-0.062,15.031,20.0,144
49.022,0.4684,0.3604,-0.108,-0.06,15.568,20.0,144
49.072,0.4659,0.3604,-0.1055,-0.06,15.69,20.0,145
49.122,0.4629,0.3604,-0.1025,-0.06,16.081,20.0,145
49.172,0.4606,0.3604,-0.1002,-0.06,15.714,20.0,141
49.222,0.457,0.3604,-0.0966,-0.06,16.154,20.0,140
49.272,0.454,0.3604,-0.0936,-0.06,16.056,20.0,140
49.322,0.4507,0.3604,-0.0903,-0.06,16.508,20.0,142
49.372,0.4485,0.3604,-0.0881,-0.06,16.3,25.2935791015625,142
49.422,0.445,0.3604,-0.0846,-0.06,16.825,29.9993896484375,140
49.472,0.4416,0.3604,-0.0812,-0.06,16.618,30.469970703125,165
49.522,0.4392,0.3604,-0.0788,-0.06,17.375,32.352294921875,165
49.572,0.4357,0.3604,-0.0753,-0.066,17.387,34.46990966796875,184
49.622,0.4318,0.3604,-0.0714,-0.068,18.205,34.46990966796875,184
49.672,0.4285,0.3604,-0.0681,-0.066,19.023,34.46990966796875,197
49.722,0.4253,0.3604,-0.0649,-0.066,19.89,34.46990966796875,194
49.772,0.4209,0.3604,-0.0605,-0.068,20.904,34.46990966796875,194
49.822,0.4185,0.3604,-0.0581,-0.068,21.477,34.46990966796875,187
49.872,0.4149,0.3604,-0.0545,-0.068,22.54,34.46990966796875,187
49.922,0.4111,0.3604,-0.0507,-0.07,23.199,34.46990966796875,183
49.972,0.4077,0.3604,-0.0473,-0.07,23.919,34.46990966796875,179
50.022,0.4036,0.3604,-0.0432,-0.072,24.603,34.46990966796875,179
50.074,0.4007,0.3604,-0.0403,-0.068,25.458,34.46990966796875,176
50.123,0.3971,0.3604,-0.0367,-0.072,26.129,34.46990966796875,176
50.173,0.3942,0.3604,-0.0338,-0.072,26.569,34.46990966796875,170
50.223,0.3907,0.3604,-0.0303,-0.07,27.143,31.17584228515625,170
50.273,0.3877,0.3604,-0.0273,-0.07,27.473,30.469970703125,170
50.323,0.384,0.3604,-0.0236,-0.07,27.888,29.9993896484375,153
50.373,0.3818,0.3604,-0.0214,-0.068,27.937,29.9993896484375,153
50.423,0.3777,0.3604,-0.0173,-0.07,28.315,29.76409912109375,146
50.473,0.3754,0.3604,-0.015,-0.06,28.303,29.76409912109375,148
50.523,0.3729,0.3604,-0.0125,-0.06,28.4,29.52880859375,148
50.573,0.3705,0.3604,-0.0101,-0.058,28.462,29.29351806640625,145
50.623,0.3679,0.3604,-0.0075,-0.052,28.632,29.29351806640625,145
50.673,0.3653,0.3604,-0.0049,-0.052,28.4,29.29351806640625,143
50.723,0.3628,0.3604,-0.0024,-0.05,28.669,29.29351806640625,142
50.773,0.3606,0.3604,-0.0002,-0.05,28.596,29.29351806640625,142
50.823,0.3596,0.3604,0.0008,-0.05,28.706,29.29351806640625,143
50.873,0.357,0.3604,0.0034,-0.05,28.523,31.64642333984375,143
50.923,0.3557,0.3604,0.0047,-0.05,28.767,32.11700439453125,143
50.973,0.3539,0.3604,0.0065,-0.048,28.51,32.11700439453125,154
51.023,0.3527,0.3604,0.0077,-0.044,28.718,32.11700439453125,154
51.073,0.3502,0.3604,0.0102,-0.044,29.878,32.352294921875,156
51.123,0.3494,0.3604,0.011,-0.036,29.096,32.352294921875,156
51.173,0.3487,0.3604,0.0117,-0.026,29.133,32.352294921875,147
51.223,0.3475,0.3604,0.0129,-0.024,29.389,32.352294921875,159
51.273,0.347,0.3604,0.0134,-0.024,29.621,32.352294921875,159
51.323,0.3458,0.3604,0.0146,-0.024,29.951,32.352294921875,153
51.373,0.3451,0.3604,0.0153,-0.024,30.049,32.352294921875,153
51.423,0.3439,0.3604,0.0165,-0.024,30.281,24.3524169921875,150
51.473,0.3439,0.3604,0.0165,-0.016,30.354,20.0,151
51.523,0.3428,0.3604,0.0176,-0.016,30.513,20.0,151
51.573,0.3428,0.3604,0.0176,-0.014,31.343,20.0,-161
51.623,0.3425,0.3604,0.0179,-0.014,30.818,20.0,-161
51.673,0.3422,0.3604,0.0182,-0.01,30.159,20.0,-168
51.723,0.3421,0.3604,0.0183,-0.006,29.719,20.0,-161
51.773,0.3421,0.3604,0.0183,-0.006,29.402,2.196044921875,-161
51.823,0.3421,0.3604,0.0183,-0.002,29.121,0.0,-157
51.873,0.3421,0.3604,0.0183,0.0,28.926,0.0,-157
51.923,0.3421,0.3604,0.0183,0.0,28.718,0.0,-240
51.984,0.3421,0.3604,0.0183,0.0,27.473,0.0,-240
52.027,0.3421,0.3604,0.0183,0.0,25.922,0.0,-242
52.076,0.3422,0.3604,0.0182,0.0,24.42,0.0,-235
52.126,0.3421,0.3604,0.0183,0.0,24.872,0.0,-235
52.176,0.3423,0.3604,0.0181,0.0,21.355,0.0,-222
52.226,0.3427,0.3604,0.0177,0.0,20.208,0.0,-222
52.276,0.3427,0.3604,0.0177,0.0,18.987,5.64697265625,-212
52.326,0.3435,0.3604,0.0169,0.0,17.106,17.7252197265625,-212
52.376,0.3451,0.3604,0.0153,0.002,16.838,20.0,-183
52.426,0.3451,0.3604,0.0153,0.002,14.347,28.1170654296875,134
52.476,0.3463,0.3604,0.0141,0.004,16.313,48.35205078125,134
52.526,0.3476,0.3604,0.0128,0.008,15.702,49.99908447265625,188
52.576,0.3487,0.3604,0.0117,0.016,16.63,49.99908447265625,188
52.626,0.3504,0.3604,0.01,0.022,17.546,49.99908447265625,255
52.676,0.3509,0.3604,0.0095,0.022,19.084,49.99908447265625,255
52.726,0.3509,0.3604,0.0095,0.022,20.806,49.99908447265625,255
52.776,0.3527,0.3604,0.0077,0.024,22.54,33.99932861328125,255
52.826,0.3534,0.3604,0.007,0.022,24.261,20.0,242
52.876,0.3547,0.3604,0.0057,0.024,25.958,20.0,242
52.926,0.3558,0.3604,0.0046,0.022,27.399,20.0,-151
52.976,0.3568,0.3604,0.0036,0.022,27.546,33.05816650390625,-151
53.026,0.3583,0.3604,0.0021,0.022,27.705,49.7637939453125,-166
53.076,0.3589,0.3604,0.0015,0.02,26.972,49.99908447265625,-166
53.126,0.3602,0.3604,0.0002,0.022,27.216,36.35223388671875,224
53.176,0.3602,0.3604,0.0002,0.022,27.35,20.0,224
53.226,0.3602,0.3604,0.0002,0.02,28.498,20.0,176
53.276,0.3602,0.3604,0.0002,0.02,29.512,3.7646484375,176
53.326,0.3602,0.3604,0.0002,0.012,28.034,0.0,-161
53.376,0.3602,0.3604,0.0002,0.0,29.878,0.0,-161
53.426,0.3602,0.3604,0.0002,0.0,29.634,0.0,-237
53.482,0.3602,0.3604,0.0002,0.0,28.901,0.0,-237
53.532,0.3595,0.3604,0.0009,0.0,26.899,0.0,-254
53.576,0.3595,0.3604,0.0009,0.0,25.495,0.0,-244
53.626,0.3589,0.3604,0.0015,0.0,23.736,0.0,-244
53.676,0.3582,0.3604,0.0022,0.0,22.063,0.0,-226
53.726,0.3574,0.3604,0.003,0.0,20.806,0.0,-226
53.776,0.3574,0.3604,0.003,0.0,19.389,6.90185546875,-215
53.826,0.3574,0.3604,0.003,0.0,18.23,10.0390625,-215
53.876,0.3574,0.3604,0.003,0.0,17.143,10.352783203125,-182
53.926,0.3574,0.3604,0.003,0.0,16.593,14.744873046875,-182
53.976,0.3574,0.3604,0.003,0.0,16.203,20.0,-160
54.026,0.3574,0.3604,0.003,0.0,15.751,20.0,-160
54.076,0.3574,0.3604,0.003,0.0,14.005,10.352783203125,139
54.126,0.3585,0.3604,0.0019,0.0,15.397,1.0980224609375,139
54.176,0.3592,0.3604,0.0012,0.0,15.214,0.0,-148
54.226,0.3611,0.3604,-0.0007,0.0,15.617,0.0,-148
54.276,0.3622,0.3604,-0.0018,0.0,15.421,3.9215087890625,-206
54.326,0.3638,0.3604,-0.0034,0.014,14.762,16.7840576171875,-206
54.376,0.3656,0.3604,-0.0052,0.022,13.81,20.0,-190
54.426,0.3674,0.3604,-0.007,0.022,13.272,20.0,-190
54.476,0.3697,0.3604,-0.0093,0.032,12.576,39.64630126953125,148
54.526,0.3717,0.3604,-0.0113,0.036,12.503,49.99908447265625,148
54.576,0.3735,0.3604,-0.0131,0.036,12.576,49.99908447265625,233
54.626,0.3749,0.3604,-0.0145,0.036,13.773,47.8814697265625,233
54.676,0.3762,0.3604,-0.0158,0.036,15.165,34.234619140625,255
54.726,0.3762,0.3604,-0.0158,0.036,16.777,29.0582275390625,255
54.776,0.3772,0.3604,-0.0168,0.036,18.364,28.587646484375,196
54.826,0.379,0.3604,-0.0186,0.036,19.683,40.3521728515625,196
54.876,0.379,0.3604,-0.0186,0.028,20.794,49.52850341796875,160
54.926,0.379,0.3604,-0.0186,0.026,21.624,49.99908447265625,207
54.976,0.379,0.3604,-0.0186,0.02,22.857,49.99908447265625,207
55.026,0.379,0.3604,-0.0186,0.0,23.712,29.0582275390625,241
55.076,0.379,0.3604,-0.0186,0.0,25.604,20.0,241
55.126,0.379,0.3604,-0.0186,0.0,26.679,20.0,149
55.176,0.3784,0.3604,-0.018,0.0,27.68,20.0,-158
55.226,0.3763,0.3604,-0.0159,0.0,27.729,20.0,-158
55.276,0.3746,0.3604,-0.0142,0.0,27.35,20.0,-164
55.326,0.3729,0.3604,-0.0125,0.0,27.009,20.0,-164
55.376,0.3708,0.3604,-0.0104,-0.012,26.618,14.5880126953125,-156
55.426,0.3685,0.3604,-0.0081,-0.034,26.581,2.3529052734375,-155
55.476,0.3685,0.3604,-0.0081,-0.034,26.593,0.0,-155
55.526,0.3668,0.3604,-0.0064,-0.034,26.068,0.0,-227
55.576,0.3643,0.3604,-0.0039,-0.034,24.933,0.0,-227
55.626,0.3629,0.3604,-0.0025,-0.034,23.541,6.90185546875,-237
55.676,0.3612,0.3604,-0.0008,-0.034,22.149,17.0977783203125,-230
55.726,0.3597,0.3604,0.0007,-0.034,20.452,20.0,-230
55.776,0.3583,0.3604,0.0021,-0.034,19.414,20.0,-148
55.826,0.3564,0.3604,0.004,-0.034,18.657,20.0,-148
55.876,0.3564,0.3604,0.004,-0.03,18.266,20.0,133
55.926,0.3564,0.3604,0.004,-0.03,18.144,20.0,133
55.976,0.3564,0.3604,0.004,-0.028,18.315,29.9993896484375,134
56.026,0.3564,0.3604,0.004,-0.028,18.425,43.646240234375,134
56.077,0.3564,0.3604,0.004,0.0,18.681,49.99908447265625,172
56.126,0.3564,0.3604,0.004,0.0,19.121,46.4697265625,227
56.176,0.3564,0.3604,0.004,0.0,20.256,20.0,227
56.226,0.3568,0.3604,0.0036,0.0,21.612,20.0,237
56.276,0.3581,0.3604,0.0023,0.0,23.346,31.64642333984375,237
56.326,0.3598,0.3604,0.0006,0.0,24.689,49.05792236328125,-145
56.376,0.3608,0.3604,-0.0004,0.0,24.481,49.99908447265625,-145
56.426,0.3628,0.3604,-0.0024,0.008,24.664,49.99908447265625,222
56.476,0.3636,0.3604,-0.0032,0.016,25.519,49.99908447265625,222
56.526,0.3652,0.3604,-0.0048,0.02,27.607,49.99908447265625,237
56.576,0.3667,0.3604,-0.0063,0.026,28.242,49.99908447265625,237
56.626,0.3676,0.3604,-0.0072,0.026,29.939,30.9405517578125,220
56.676,0.3688,0.3604,-0.0084,0.026,30.977,20.0,220
56.726,0.3688,0.3604,-0.0084,0.024,32.21,20.0,136
56.776,0.3688,0.3604,-0.0084,0.02,32.943,6.1175537109375,136
56.826,0.3688,0.3604,-0.0084,0.018,33.065,0.0,-179
56.876,0.3688,0.3604,-0.0084,0.016,33.272,0.0,-235
56.926,0.3688,0.3604,-0.0084,0.0,32.149,5.4901123046875,-235
56.982,0.3688,0.3604,-0.0084,0.0,29.878,20.0,-255
57.026,0.3688,0.3604,-0.0084,0.0,28.23,20.0,-255
57.076,0.3669,0.3604,-0.0065,0.0,26.618,20.0,-160
57.126,0.3662,0.3604,-0.0058,0.0,25.458,13.3331298828125,-160
57.176,0.365,0.3604,-0.0046,0.0,24.823,0.4705810546875,-146
57.226,0.3629,0.3604,-0.0025,0.0,24.567,0.0,-146
57.276,0.3615,0.3604,-0.0011,-0.014,24.603,0.0,-225
57.326,0.3587,0.3604,0.0017,-0.024,23.626,4.5489501953125,-225
57.376,0.3574,0.3604,0.003,-0.026,22.247,14.744873046875,-234
57.426,0.3574,0.3604,0.003,-0.026,21.013,17.4114990234375,-234
57.476,0.3574,0.3604,0.003,-0.026,19.426,16.3134765625,-160
57.526,0.3574,0.3604,0.003,-0.024,18.474,2.0391845703125,-160
57.576,0.3574,0.3604,0.003,-0.024,18.523,0.0,-141
57.626,0.3574,0.3604,0.003,0.0,17.485,3.6077880859375,-200
57.676,0.3574,0.3604,0.003,0.0,17.326,17.7252197265625,-200
57.726,0.3579,0.3604,0.0025,0.0,16.105,20.0,-193
57.776,0.3579,0.3604,0.0025,0.0,15.189,38.4698486328125,-193
57.826,0.3591,0.3604,0.0013,0.0,15.092,49.99908447265625,140
57.876,0.3606,0.3604,-0.0002,0.0,14.847,49.99908447265625,220
57.926,0.3618,0.3604,-0.0014,0.0,15.849,42.46978759765625,220
57.976,0.3646,0.3604,-0.0042,0.01,17.204,20.0,255
58.026,0.3664,0.3604,-0.006,0.024,18.791,23.64654541015625,255
58.078,0.369,0.3604,-0.0086,0.024,20.452,25.76416015625,0
58.127,0.3714,0.3604,-0.011,0.03,20.672,20.0,139
58.177,0.3737,0.3604,-0.0133,0.036,20.342,20.0,139
58.227,0.376,0.3604,-0.0156,0.046,20.44,2.3529052734375,-142
58.277,0.3785,0.3604,-0.0181,0.046,20.672,0.0,-142
58.327,0.3801,0.3604,-0.0197,0.046,20.476,0.0,-207
58.377,0.3819,0.3604,-0.0215,0.046,19.78,0.0,-221
58.427,0.3837,0.3604,-0.0233,0.046,18.632,0.0,-221
58.477,0.3839,0.3604,-0.0235,0.046,17.546,0.0,-215
58.527,0.3839,0.3604,-0.0235,0.036,16.02,0.0,-215
58.577,0.3839,0.3604,-0.0235,0.036,15.458,0.0,-204
58.627,0.3839,0.3604,-0.0235,0.032,13.944,0.0,-199
58.677,0.3839,0.3604,-0.0235,0.004,13.797,0.0,-199
58.727,0.3839,0.3604,-0.0235,0.0,12.979,0.0,-193
58.777,0.3839,0.3604,-0.0235,0.0,12.283,0.0,-193
58.827,0.3839,0.3604,-0.0235,0.0,11.233,0.0,-194
58.877,0.3826,0.3604,-0.0222,0.0,11.197,0.0,-192
58.927,0.3811,0.3604,-0.0207,0.0,10.549,0.0,-192
58.977,0.3798,0.3604,-0.0194,0.0,10.256,0.0,-189
59.027,0.378,0.3604,-0.0176,0.0,9.402,0.0,-189
59.077,0.3763,0.3604,-0.0159,-0.026,8.388,0.0,-187
59.127,0.375,0.3604,-0.0146,-0.026,8.694,0.0,-183
59.177,0.3737,0.3604,-0.0133,-0.026,8.694,0.0,-183
59.227,0.3725,0.3604,-0.0121,-0.026,7.167,0.0,-183
59.277,0.3713,0.3604,-0.0109,-0.026,7.46,0.0,-183
59.327,0.3706,0.3604,-0.0102,-0.026,6.3,0.0,-175
59.377,0.369,0.3604,-0.0086,-0.026,6.667,0.0,-183
59.427,0.3687,0.3604,-0.0083,-0.026,5.897,0.0,-183
59.477,0.3674,0.3604,-0.007,-0.026,10.208,0.0,-177
59.527,0.3673,0.3604,-0.0069,-0.024,4.994,0.0,-177
59.577,0.3672,0.3604,-0.0068,-0.024,5.128,0.0,-206
59.627,0.3669,0.3604,-0.0065,-0.014,4.53,0.0,-149
59.677,0.3669,0.3604,-0.0065,-0.006,4.408,0.0,-149
59.727,0.3664,0.3604,-0.006,-0.006,4.225,0.0,-171
59.777,0.3663,0.3604,-0.0059,-0.006,3.785,0.0,-171
59.827,0.366,0.3604,-0.0056,-0.006,3.871,0.0,-171
59.877,0.3656,0.3604,-0.0052,-0.006,3.443,0.0,-168
59.927,0.3653,0.3604,-0.0049,-0.006,3.284,0.0,-168
59.977,0.3642,0.3604,-0.0038,-0.006,3.407,0.0,-168
60.027,0.3635,0.3604,-0.0031,-0.006,3.236,0.0,-168
60.079,0.3625,0.3604,-0.0021,-0.008,2.613,0.0,-170
60.128,0.3603,0.3604,0.0001,-0.01,2.552,0.0,-168
60.178,0.3583,0.3604,0.0021,-0.014,2.65,5.64697265625,-168
60.228,0.3558,0.3604,0.0046,-0.0192,2.43,11.2939453125,-165
60.278,0.3536,0.3604,0.0068,-0.022,2.173,14.744873046875,-165
60.328,0.3509,0.3604,0.0095,-0.04,1.77,17.568359375,140
60.378,0.3473,0.3604,0.0131,-0.044,1.917,20.0,140
60.428,0.3431,0.3604,0.0173,-0.0449,2.076,20.0,172
60.478,0.3396,0.3604,0.0208,-0.05,2.43,20.0,172
60.528,0.3351,0.3604,0.0253,-0.054,3.028,20.0,179
60.578,0.3311,0.3604,0.0293,-0.07,3.455,20.0,178
60.628,0.3269,0.3604,0.0335,-0.072,3.993,20.0,178
60.678,0.3222,0.3604,0.0382,-0.08,4.396,20.0,174
60.728,0.3177,0.3604,0.0427,-0.084,4.896,20.0,174
60.778,0.3123,0.3604,0.0481,-0.084,5.336,20.0,173
60.828,0.3076,0.3604,0.0528,-0.09,5.739,20.0,172
60.878,0.3025,0.3604,0.0579,-0.09,6.142,20.0,172
60.928,0.2969,0.3604,0.0635,-0.094,6.508,20.0,170
60.978,0.2918,0.3604,0.0686,-0.094,6.947,20.0,170
61.028,0.2877,0.3604,0.0727,-0.094,7.314,20.0,169
61.078,0.2828,0.3604,0.0776,-0.098,7.643,20.0,169
61.128,0.278,0.3604,0.0824,-0.098,8.107,20.0,169
61.178,0.2728,0.3604,0.0876,-0.102,8.4,20.0,167
61.228,0.2674,0.3604,0.093,-0.102,8.755,20.0,167
61.278,0.2632,0.3604,0.0972,-0.102,9.035,26.705322265625,165
61.328,0.2578,0.3604,0.1026,-0.102,9.243,45.528564453125,165
61.378,0.2534,0.3604,0.107,-0.098,9.585,49.99908447265625,165
61.428,0.249,0.3604,0.1114,-0.096,10.012,49.99908447265625,255
61.478,0.2439,0.3604,0.1165,-0.098,11.136,49.99908447265625,255
61.528,0.2395,0.3604,0.1209,-0.096,12.515,49.99908447265625,255
61.578,0.2344,0.3604,0.126,-0.102,14.042,49.99908447265625,255
61.628,0.2294,0.3604,0.131,-0.1,15.592,49.99908447265625,255
61.678,0.2246,0.3604,0.1358,-0.096,17.289,49.99908447265625,255
61.728,0.2206,0.3604,0.1398,-0.096,18.73,49.99908447265625,255
61.783,0.216,0.3604,0.1444,-0.088,20.598,49.99908447265625,255
61.828,0.2109,0.3604,0.1495,-0.096,22.344,49.99908447265625,255
61.878,0.2063,0.3604,0.1541,-0.096,24.127,49.99908447265625,255
61.928,0.2019,0.3604,0.1585,-0.092,25.739,49.99908447265625,246
61.978,0.1969,0.3604,0.1635,-0.096,27.326,49.99908447265625,246
62.028,0.1923,0.3604,0.1681,-0.092,29.829,49.99908447265625,236
62.08,0.1871,0.3604,0.1733,-0.092,30.354,49.99908447265625,234
62.129,0.1785,0.3604,0.1819,-0.092,31.77,49.99908447265625,234
62.179,0.173,0.3604,0.1874,-0.1,33.382,49.99908447265625,222
62.229,0.1687,0.3604,0.1917,-0.1,34.786,49.99908447265625,222
62.279,0.1634,0.3604,0.197,-0.1,36.996,49.99908447265625,212
62.329,0.1596,0.3604,0.2008,-0.1,37.741,49.99908447265625,211
62.379,0.155,0.3604,0.2054,-0.1,38.535,49.99908447265625,211
62.429,0.1508,0.3604,0.2096,-0.092,38.107,49.99908447265625,197
62.479,0.147,0.3604,0.2134,-0.092,39.182,49.99908447265625,197
62.529,0.147,0.3604,0.2134,-0.086,39.707,49.99908447265625,205
62.579,0.1429,0.3604,0.2175,-0.084,41.026,49.99908447265625,198
62.629,0.1396,0.3604,0.2208,-0.082,41.648,49.99908447265625,198
62.679,0.1364,0.3604,0.224,-0.076,42.247,49.99908447265625,191
62.729,0.133,0.3604,0.2274,-0.076,42.796,49.99908447265625,191
62.779,0.1307,0.3604,0.2297,-0.068,43.223,49.99908447265625,189
62.829,0.128,0.3604,0.2324,-0.066,43.748,49.99908447265625,188
62.879,0.1261,0.3604,0.2343,-0.064,43.614,49.99908447265625,188
62.929,0.1243,0.3604,0.2361,-0.054,44.689,49.99908447265625,185
62.979,0.1243,0.3604,0.2361,-0.054,45.092,49.99908447265625,185
63.029,0.1243,0.3604,0.2361,-0.046,45.604,49.99908447265625,182
63.079,0.1243,0.3604,0.2361,-0.038,46.007,49.99908447265625,182
63.129,0.1243,0.3604,0.2361,-0.036,46.349,49.99908447265625,182
63.179,0.1243,0.3604,0.2361,0.0,46.349,49.99908447265625,177
63.229,0.1243,0.3604,0.2361,0.0,46.996,49.99908447265625,177
63.279,0.1243,0.3604,0.2361,0.0,46.899,49.99908447265625,178
63.329,0.1251,0.3604,0.2353,0.0,47.448,49.99908447265625,174
63.379,0.1266,0.3604,0.2338,0.0,47.729,49.99908447265625,174
63.429,0.1284,0.3604,0.232,0.0,47.839,49.99908447265625,174
63.479,0.1299,0.3604,0.2305,0.0,48.034,49.99908447265625,174
63.529,0.1318,0.3604,0.2286,0.016,48.315,49.99908447265625,173
63.579,0.134,0.3604,0.2264,0.03,48.498,49.99908447265625,173
63.629,0.1361,0.3604,0.2243,0.03,48.706,49.99908447265625,173
63.679,0.1385,0.3604,0.2219,0.036,48.84,45.9991455078125,170
63.729,0.1407,0.3604,0.2197,0.038,48.987,25.05828857421875,170
63.779,0.1432,0.3604,0.2172,0.042,49.243,20.0,153
63.829,0.1455,0.3604,0.2149,0.044,49.145,20.0,-193
63.879,0.1485,0.3604,0.2119,0.044,48.486,20.0,-193
63.929,0.1512,0.3604,0.2092,0.046,47.631,11.4508056640625,-217
63.979,0.1539,0.3604,0.2065,0.048,46.349,0.4705810546875,-217
64.034,0.1539,0.3604,0.2065,0.048,45.092,0.0,-243
64.087,0.1539,0.3604,0.2065,0.048,43.248,2.6666259765625,-255
64.136,0.1539,0.3604,0.2065,0.046,41.368,16.627197265625,-255
64.181,0.1571,0.3604,0.2033,0.05,39.573,20.0,-255
64.231,0.1602,0.3604,0.2002,0.054,37.949,5.4901123046875,-255
64.281,0.1637,0.3604,0.1967,0.054,36.63,0.0,-181
64.331,0.167,0.3604,0.1934,0.054,35.165,0.0,-181
64.386,0.167,0.3604,0.1934,0.054,34.493,0.0,-255
64.431,0.1704,0.3604,0.19,0.062,32.943,0.0,-255
64.487,0.1704,0.3604,0.19,0.062,31.136,0.0,-255
64.531,0.1744,0.3604,0.186,0.066,29.402,0.0,-255
64.581,0.1788,0.3604,0.1816,0.07,28.107,0.0,-241
64.637,0.1788,0.3604,0.1816,0.066,26.252,0.0,-241
64.681,0.196,0.3604,0.1644,0.07,24.774,0.0,-233
64.731,0.2005,0.3604,0.1599,0.0756,23.187,0.0,-228
64.781,0.2057,0.3604,0.1547,0.088,21.746,0.0,-228
64.831,0.2107,0.3604,0.1497,0.09,20.354,0.0,-217
64.881,0.2213,0.3604,0.1391,0.0909,19.158,0.0,-217
64.931,0.2316,0.3604,0.1288,0.1,18.095,0.0,-211
64.981,0.2364,0.3604,0.124,0.1,16.874,0.0,-211
65.031,0.2474,0.3604,0.113,0.104,15.922,0.0,-204
65.081,0.2519,0.3604,0.1085,0.104,15.153,0.0,-204
65.131,0.2577,0.3604,0.1027,0.104,13.565,0.0,-198
65.181,0.2623,0.3604,0.0981,0.104,13.48,0.0,-198
65.231,0.2669,0.3604,0.0935,0.1,12.735,0.0,-189
65.281,0.2714,0.3604,0.089,0.096,12.1,0.0,-197
