time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_mm,actuator_setpoint_mm,motor_cmd
0.348,0.1331,0.3604,0.2273,0.0,14.945,20.0,0
0.397,0.1331,0.3604,0.2273,0.0,14.945,20.0,0
0.447,0.1331,0.3604,0.2273,0.0,14.957,20.0,0
0.497,0.1331,0.3604,0.2273,0.0,14.945,20.0,0
0.547,0.1331,0.3604,0.2273,0.0,14.982,20.0,153
0.597,0.1331,0.3604,0.2273,0.0,15.031,20.0,153
0.647,0.1331,0.3604,0.2273,0.0,14.628,20.0,153
0.697,0.1331,0.3604,0.2273,0.0,14.921,20.0,156
0.747,0.1331,0.3604,0.2273,0.0,14.86,20.0,156
0.797,0.1331,0.3604,0.2273,0.0,15.592,20.0,154
0.847,0.1331,0.3604,0.2273,0.0,16.032,20.0,154
0.897,0.1331,0.3604,0.2273,0.0,16.19,20.0,147
0.947,0.133,0.3604,0.2274,0.0,16.178,20.0,147
0.997,0.133,0.3604,0.2274,0.0,16.276,20.0,150
1.047,0.133,0.3604,0.2274,0.0,15.763,20.0,150
1.097,0.133,0.3604,0.2274,0.0,17.131,20.0,150
1.147,0.133,0.3604,0.2274,0.0,16.313,20.0,150
1.197,0.133,0.3604,0.2274,0.0,16.337,20.0,144
1.247,0.133,0.3604,0.2274,0.0,15.556,39.17572021484375,144
1.297,0.133,0.3604,0.2274,0.0,16.325,49.99908447265625,153
1.347,0.133,0.3604,0.2274,0.0,15.958,49.99908447265625,236
1.397,0.133,0.3604,0.2274,0.0,16.874,49.99908447265625,236
1.447,0.133,0.3604,0.2274,0.0,18.706,49.99908447265625,255
1.497,0.133,0.3604,0.2274,0.0,20.317,49.99908447265625,255
1.547,0.133,0.3604,0.2274,0.0,22.015,49.99908447265625,255
1.597,0.133,0.3604,0.2274,0.0,23.748,49.99908447265625,255
1.647,0.133,0.3604,0.2274,0.0,25.507,49.99908447265625,255
1.697,0.133,0.3604,0.2274,0.0,27.106,49.99908447265625,244
1.747,0.133,0.3604,0.2274,0.0,29.939,49.99908447265625,244
1.797,0.133,0.3604,0.2274,0.0,30.195,49.99908447265625,234
1.847,0.133,0.3604,0.2274,0.0,33.419,49.99908447265625,221
1.897,0.1328,0.3604,0.2276,0.0,33.37,49.99908447265625,221
1.947,0.1328,0.3604,0.2276,0.0,34.054,49.99908447265625,211
1.997,0.1326,0.3604,0.2278,0.0,35.006,49.99908447265625,211
2.047,0.1325,0.3604,0.2279,0.0,36.081,49.99908447265625,220
2.097,0.1322,0.3604,0.2282,0.0,37.033,49.99908447265625,215
2.147,0.1322,0.3604,0.2282,0.0,38.889,49.99908447265625,215
2.197,0.1322,0.3604,0.2282,0.0,39.719,49.99908447265625,206
2.247,0.1322,0.3604,0.2282,0.0,39.389,49.99908447265625,206
2.297,0.1322,0.3604,0.2282,0.0,40.171,49.99908447265625,194
2.347,0.1322,0.3604,0.2282,0.0,41.099,49.99908447265625,207
2.397,0.1322,0.3604,0.2282,0.0,42.418,49.99908447265625,207
2.447,0.1322,0.3604,0.2282,0.0,43.114,49.99908447265625,194
2.497,0.1322,0.3604,0.2282,0.0,43.175,49.99908447265625,194
2.547,0.1329,0.3604,0.2275,0.0,44.298,49.99908447265625,185
2.597,0.1331,0.3604,0.2273,0.0,44.591,49.99908447265625,192
2.647,0.1343,0.3604,0.2261,0.0,44.713,49.99908447265625,192
2.697,0.1346,0.3604,0.2258,0.0,45.531,49.99908447265625,183
2.747,0.1358,0.3604,0.2246,0.004,45.812,49.99908447265625,183
2.797,0.1376,0.3604,0.2228,0.006,46.581,49.99908447265625,181
2.847,0.1385,0.3604,0.2219,0.014,46.667,49.99908447265625,182
2.897,0.1407,0.3604,0.2197,0.018,47.302,49.99908447265625,182
2.947,0.1424,0.3604,0.218,0.024,47.363,49.99908447265625,177
2.997,0.145,0.3604,0.2154,0.024,47.985,49.99908447265625,177
3.047,0.1481,0.3604,0.2123,0.034,47.937,49.99908447265625,175
3.097,0.1512,0.3604,0.2092,0.036,48.62,49.99908447265625,172
3.147,0.1543,0.3604,0.2061,0.044,48.425,49.99908447265625,172
3.197,0.1578,0.3604,0.2026,0.052,48.657,49.99908447265625,171
3.247,0.162,0.3604,0.1984,0.062,48.926,49.99908447265625,171
3.297,0.1658,0.3604,0.1946,0.062,48.987,49.99908447265625,173
3.347,0.17,0.3604,0.1904,0.062,49.255,49.99908447265625,171
3.397,0.1748,0.3604,0.1856,0.07,49.524,49.99908447265625,171
3.447,0.1801,0.3604,0.1803,0.076,49.463,49.99908447265625,169
3.497,0.1846,0.3604,0.1758,0.084,49.573,49.99908447265625,169
3.547,0.1897,0.3604,0.1707,0.084,49.524,49.99908447265625,169
3.597,0.1948,0.3604,0.1656,0.09,49.536,49.99908447265625,169
3.647,0.2005,0.3604,0.1599,0.096,49.524,49.99908447265625,169
3.697,0.2058,0.3604,0.1546,0.102,49.548,49.99908447265625,170
3.747,0.2113,0.3604,0.1491,0.102,49.536,49.99908447265625,170
3.797,0.2168,0.3604,0.1436,0.106,49.536,49.99908447265625,170
3.847,0.2226,0.3604,0.1378,0.106,49.536,49.99908447265625,170
3.897,0.228,0.3604,0.1324,0.108,49.524,49.99908447265625,170
3.947,0.2326,0.3604,0.1278,0.108,49.524,49.99908447265625,170
3.997,0.2384,0.3604,0.122,0.11,49.536,49.99908447265625,170
4.048,0.2442,0.3604,0.1162,0.11,49.56,49.99908447265625,170
4.097,0.25,0.3604,0.1104,0.11,49.524,49.99908447265625,170
4.147,0.2547,0.3604,0.1057,0.11,49.548,49.99908447265625,170
4.197,0.2603,0.3604,0.1001,0.112,49.536,49.99908447265625,170
4.247,0.2652,0.3604,0.0952,0.112,49.548,49.99908447265625,170
4.297,0.2702,0.3604,0.0902,0.108,49.536,49.99908447265625,170
4.347,0.275,0.3604,0.0854,0.1,49.524,49.99908447265625,170
4.397,0.2802,0.3604,0.0802,0.104,49.536,49.99908447265625,170
4.447,0.2857,0.3604,0.0747,0.104,49.536,49.99908447265625,170
4.497,0.2907,0.3604,0.0697,0.1,49.548,49.99908447265625,170
4.547,0.2963,0.3604,0.0641,0.1,49.536,49.99908447265625,170
4.597,0.3014,0.3604,0.059,0.102,49.524,49.99908447265625,170
4.647,0.307,0.3604,0.0534,0.102,49.536,49.99908447265625,170
4.697,0.3127,0.3604,0.0477,0.104,49.56,49.99908447265625,170
4.747,0.3174,0.3604,0.043,0.104,49.536,49.99908447265625,170
4.797,0.3236,0.3604,0.0368,0.11,49.536,49.99908447265625,170
4.847,0.3293,0.3604,0.0311,0.112,49.536,20.0,170
4.897,0.3355,0.3604,0.0249,0.112,49.548,0.0,170
4.947,0.3411,0.3604,0.0193,0.112,49.597,0.0,-213
4.997,0.347,0.3604,0.0134,0.114,48.73,0.0,-213
5.052,0.347,0.3604,0.0134,0.114,47.411,0.0,-255
5.097,0.353,0.3604,0.0074,0.114,45.592,0.0,-255
5.147,0.3598,0.3604,0.0006,0.118,43.687,0.0,-255
5.197,0.3659,0.3604,-0.0055,0.122,41.746,0.0,-255
5.247,0.3723,0.3604,-0.0119,0.122,39.976,0.0,-255
5.297,0.3723,0.3604,-0.0119,0.122,38.376,0.0,-255
5.347,0.3787,0.3604,-0.0183,0.122,36.74,0.0,-255
5.397,0.3851,0.3604,-0.0247,0.128,35.165,0.0,-255
5.447,0.3913,0.3604,-0.0309,0.128,33.529,0.0,-255
5.497,0.4045,0.3604,-0.0441,0.128,31.783,0.0,-255
5.547,0.4109,0.3604,-0.0505,0.128,30.049,0.0,-249
5.602,0.4109,0.3604,-0.0505,0.128,28.437,0.0,-246
5.647,0.4178,0.3604,-0.0574,0.128,27.07,0.0,-246
5.697,0.4239,0.3604,-0.0635,0.128,25.409,0.0,-233
5.747,0.4371,0.3604,-0.0767,0.128,21.795,0.0,-233
5.797,0.4433,0.3604,-0.0829,0.128,22.808,0.0,-225
5.847,0.4497,0.3604,-0.0893,0.128,21.221,0.0,-205
5.897,0.4557,0.3604,-0.0953,0.128,20.366,0.0,-205
5.947,0.4618,0.3604,-0.1014,0.124,19.304,0.0,-220
5.997,0.4747,0.3604,-0.1143,0.124,18.474,0.0,-220
6.049,0.4802,0.3604,-0.1198,0.124,16.593,0.0,-211
6.098,0.4866,0.3604,-0.1262,0.124,16.02,0.0,-211
6.148,0.4921,0.3604,-0.1317,0.124,13.272,0.0,-211
6.198,0.4982,0.3604,-0.1378,0.122,13.407,0.0,-199
6.248,0.5038,0.3604,-0.1434,0.122,13.639,0.0,-199
6.298,0.5094,0.3604,-0.149,0.12,12.869,0.0,-190
6.348,0.5153,0.3604,-0.1549,0.118,12.234,0.0,-201
6.398,0.5204,0.3604,-0.16,0.112,10.098,0.0,-201
6.448,0.5252,0.3604,-0.1648,0.112,10.965,0.0,-191
6.498,0.5302,0.3604,-0.1698,0.112,13.626,0.0,-191
6.548,0.535,0.3604,-0.1746,0.11,10.012,0.0,-188
6.598,0.5392,0.3604,-0.1788,0.102,8.535,0.0,-216
6.648,0.5442,0.3604,-0.1838,0.1,8.694,0.0,-216
6.698,0.5482,0.3604,-0.1878,0.1,7.265,0.0,-168
6.748,0.5521,0.3604,-0.1917,0.096,7.46,0.0,-168
6.798,0.5555,0.3604,-0.1951,0.096,6.398,0.0,-176
6.848,0.5587,0.3604,-0.1983,0.084,6.96,0.0,-182
6.898,0.5615,0.3604,-0.2011,0.08,6.899,0.0,-182
6.948,0.5651,0.3604,-0.2047,0.078,6.215,0.0,-178
6.998,0.5681,0.3604,-0.2077,0.072,5.116,0.0,-178
7.048,0.5699,0.3604,-0.2095,0.068,4.945,0.0,-176
7.098,0.5722,0.3604,-0.2118,0.064,4.725,0.0,-176
7.148,0.574,0.3604,-0.2136,0.06,4.957,0.0,-169
7.198,0.5754,0.3604,-0.215,0.056,4.103,0.0,-169
7.248,0.5765,0.3604,-0.2161,0.046,4.591,0.0,-174
7.298,0.577,0.3604,-0.2166,0.036,3.785,0.0,-174
7.348,0.577,0.3604,-0.2166,0.036,4.09,0.0,-172
7.398,0.577,0.3604,-0.2166,0.028,3.443,0.0,-172
7.448,0.577,0.3604,-0.2166,0.022,3.382,2.196044921875,-170
7.498,0.577,0.3604,-0.2166,0.01,3.492,12.548828125,-170
7.548,0.577,0.3604,-0.2166,0.0,3.077,20.0,-158
7.598,0.577,0.3604,-0.2166,0.0,3.321,20.0,141
7.648,0.577,0.3604,-0.2166,0.0,2.943,20.0,141
7.698,0.5761,0.3604,-0.2157,0.0,3.126,23.64654541015625,175
7.748,0.5755,0.3604,-0.2151,0.0,4.078,33.52874755859375,175
7.798,0.5745,0.3604,-0.2141,0.0,4.371,45.528564453125,192
7.848,0.5737,0.3604,-0.2133,0.0,4.371,49.99908447265625,225
7.898,0.5717,0.3604,-0.2113,-0.012,6.239,49.99908447265625,225
7.948,0.571,0.3604,-0.2106,-0.014,7.546,49.99908447265625,255
7.998,0.5693,0.3604,-0.2089,-0.016,9.121,49.99908447265625,255
8.05,0.5682,0.3604,-0.2078,-0.018,10.672,49.99908447265625,255
8.104,0.5671,0.3604,-0.2067,-0.02,12.088,49.99908447265625,255
8.149,0.5652,0.3604,-0.2048,-0.0204,13.114,49.99908447265625,255
8.199,0.5638,0.3604,-0.2034,-0.0212,15.263,49.99908447265625,255
8.249,0.5623,0.3604,-0.2019,-0.028,16.923,32.58758544921875,255
8.299,0.5598,0.3604,-0.1994,-0.03,18.669,20.0,255
8.349,0.5575,0.3604,-0.1971,-0.03,20.427,20.0,255
8.399,0.5558,0.3604,-0.1954,-0.034,22.051,20.0,0
8.449,0.5511,0.3604,-0.1907,-0.034,22.442,20.0,-145
8.499,0.5481,0.3604,-0.1877,-0.0422,22.357,20.0,-145
8.549,0.5452,0.3604,-0.1848,-0.046,22.21,20.0,-137
8.599,0.5429,0.3604,-0.1825,-0.046,21.954,20.0,-137
8.649,0.5388,0.3604,-0.1784,-0.05,22.1,20.0,-133
8.699,0.5373,0.3604,-0.1769,-0.05,22.149,20.0,-133
8.749,0.5335,0.3604,-0.1731,-0.058,22.149,9.2547607421875,-136
8.799,0.5303,0.3604,-0.1699,-0.06,22.173,4.078369140625,-136
8.849,0.5303,0.3604,-0.1699,-0.06,22.186,3.9215087890625,-202
8.899,0.5275,0.3604,-0.1671,-0.058,21.978,3.9215087890625,-202
8.949,0.5241,0.3604,-0.1637,-0.058,20.708,12.3919677734375,-202
8.999,0.5205,0.3604,-0.1601,-0.064,19.658,20.0,-203
9.049,0.5181,0.3604,-0.1577,-0.064,18.901,20.0,-159
9.099,0.5155,0.3604,-0.1551,-0.056,18.437,20.0,-159
9.149,0.5123,0.3604,-0.1519,-0.064,18.156,20.0,139
9.199,0.5105,0.3604,-0.1501,-0.056,18.315,20.0,139
9.249,0.508,0.3604,-0.1476,-0.052,18.303,20.0,138
9.299,0.5055,0.3604,-0.1451,-0.052,18.559,20.0,135
9.349,0.5034,0.3604,-0.143,-0.05,18.828,20.0,135
9.399,0.5016,0.3604,-0.1412,-0.05,19.121,20.0,134
9.449,0.4999,0.3604,-0.1395,-0.048,19.341,20.0,134
9.499,0.4994,0.3604,-0.139,-0.042,19.426,20.0,0
9.549,0.4985,0.3604,-0.1381,-0.036,19.475,20.0,0
9.599,0.4977,0.3604,-0.1373,-0.036,19.463,20.0,0
9.649,0.4972,0.3604,-0.1368,-0.034,19.475,20.0,0
9.699,0.4964,0.3604,-0.136,-0.018,19.463,20.0,0
9.749,0.4957,0.3604,-0.1353,-0.016,19.487,20.0,0
9.799,0.4956,0.3604,-0.1352,-0.016,19.475,20.0,0
9.849,0.4954,0.3604,-0.135,-0.014,19.475,20.0,0
9.899,0.4954,0.3604,-0.135,-0.01,19.475,20.0,0
9.949,0.4949,0.3604,-0.1345,-0.01,19.463,20.0,0
9.999,0.4949,0.3604,-0.1345,-0.01,19.475,20.0,0
10.051,0.4943,0.3604,-0.1339,-0.01,19.475,20.0,0
10.1,0.4937,0.3604,-0.1333,-0.01,19.475,20.0,0
10.15,0.4928,0.3604,-0.1324,-0.01,19.487,20.0,0
10.2,0.4924,0.3604,-0.132,-0.008,19.463,20.0,0
10.25,0.4911,0.3604,-0.1307,-0.01,19.463,20.0,0
10.3,0.4907,0.3604,-0.1303,-0.01,19.499,20.0,0
10.35,0.4894,0.3604,-0.129,-0.0115,19.475,20.0,0
10.4,0.488,0.3604,-0.1276,-0.0122,19.463,20.0,0
10.45,0.4859,0.3604,-0.1255,-0.018,19.463,20.0,0
10.5,0.4844,0.3604,-0.124,-0.026,19.463,20.0,0
10.55,0.4827,0.3604,-0.1223,-0.026,19.475,20.0,0
10.6,0.4805,0.3604,-0.1201,-0.028,19.475,20.0,0
10.65,0.4791,0.3604,-0.1187,-0.028,19.463,20.0,0
10.7,0.4771,0.3604,-0.1167,-0.03,19.463,20.0,0
10.75,0.4752,0.3604,-0.1148,-0.034,19.475,20.0,0
10.8,0.4727,0.3604,-0.1123,-0.038,19.475,20.0,0
10.85,0.4707,0.3604,-0.1103,-0.04,19.463,20.0,0
10.9,0.4686,0.3604,-0.1082,-0.04,19.475,20.0,0
10.95,0.4673,0.3604,-0.1069,-0.04,19.463,20.0,0
11.0,0.466,0.3604,-0.1056,-0.04,19.475,20.0,0
11.05,0.4641,0.3604,-0.1037,-0.038,19.487,20.0,0
11.1,0.4626,0.3604,-0.1022,-0.038,19.475,20.0,0
11.15,0.4612,0.3604,-0.1008,-0.038,19.475,20.0,0
11.2,0.4592,0.3604,-0.0988,-0.038,19.475,20.0,0
11.25,0.4583,0.3604,-0.0979,-0.03,19.463,20.0,0
11.3,0.4577,0.3604,-0.0973,-0.028,19.475,20.0,0
11.35,0.4563,0.3604,-0.0959,-0.028,19.463,20.0,0
11.4,0.4561,0.3604,-0.0957,-0.028,19.487,20.0,0
11.45,0.4542,0.3604,-0.0938,-0.028,19.475,20.0,0
11.5,0.4537,0.3604,-0.0933,-0.028,19.475,20.0,0
11.55,0.4527,0.3604,-0.0923,-0.02,19.487,20.0,0
11.6,0.4523,0.3604,-0.0919,-0.018,19.475,20.0,0
11.65,0.4512,0.3604,-0.0908,-0.018,19.475,20.0,0
11.7,0.451,0.3604,-0.0906,-0.012,19.475,20.0,0
11.75,0.45,0.3604,-0.0896,-0.02,19.475,20.0,0
11.8,0.4493,0.3604,-0.0889,-0.014,19.475,20.0,0
11.85,0.4483,0.3604,-0.0879,-0.02,19.023,20.0,133
11.9,0.4471,0.3604,-0.0867,-0.02,19.438,20.0,133
11.95,0.4461,0.3604,-0.0857,-0.02,19.585,20.0,133
12.0,0.4453,0.3604,-0.0849,-0.02,19.536,20.0,133
12.052,0.4441,0.3604,-0.0837,-0.02,19.695,20.0,0
12.101,0.4428,0.3604,-0.0824,-0.02,19.707,20.0,0
12.151,0.4417,0.3604,-0.0813,-0.02,19.707,20.0,0
12.201,0.4396,0.3604,-0.0792,-0.022,19.695,20.0,0
12.251,0.438,0.3604,-0.0776,-0.0231,19.707,20.0,0
12.301,0.4362,0.3604,-0.0758,-0.024,19.719,20.0,0
12.351,0.4348,0.3604,-0.0744,-0.0265,19.683,20.0,0
12.401,0.4326,0.3604,-0.0722,-0.028,19.695,20.0,0
12.451,0.4313,0.3604,-0.0709,-0.028,19.683,20.0,0
12.501,0.4294,0.3604,-0.069,-0.032,19.695,20.0,0
12.551,0.4273,0.3604,-0.0669,-0.036,19.707,20.0,0
12.601,0.4259,0.3604,-0.0655,-0.036,19.695,20.0,0
12.651,0.423,0.3604,-0.0626,-0.036,19.707,20.0,0
12.701,0.4217,0.3604,-0.0613,-0.036,19.707,20.0,0
12.751,0.4198,0.3604,-0.0594,-0.038,19.683,20.0,0
12.801,0.4185,0.3604,-0.0581,-0.038,19.695,20.0,0
12.851,0.4165,0.3604,-0.0561,-0.038,19.707,20.0,0
12.901,0.4148,0.3604,-0.0544,-0.038,19.707,20.0,0
12.951,0.4133,0.3604,-0.0529,-0.034,19.707,20.0,0
13.001,0.4116,0.3604,-0.0512,-0.034,19.695,20.0,0
13.051,0.4097,0.3604,-0.0493,-0.034,19.695,20.0,0
13.101,0.4088,0.3604,-0.0484,-0.034,19.707,20.0,0
13.151,0.4077,0.3604,-0.0473,-0.034,19.707,20.0,0
13.201,0.4061,0.3604,-0.0457,-0.032,19.719,20.0,0
13.251,0.4052,0.3604,-0.0448,-0.032,19.719,20.0,0
13.301,0.4041,0.3604,-0.0437,-0.03,19.683,20.0,0
13.351,0.4025,0.3604,-0.0421,-0.03,19.707,20.0,0
13.401,0.4019,0.3604,-0.0415,-0.022,19.707,20.0,0
13.451,0.4004,0.3604,-0.04,-0.022,19.731,20.0,0
13.501,0.3995,0.3604,-0.0391,-0.022,19.707,20.0,0
13.551,0.3986,0.3604,-0.0382,-0.022,19.695,20.0,0
13.601,0.3976,0.3604,-0.0372,-0.02,19.695,23.64654541015625,0
13.651,0.3964,0.3604,-0.036,-0.02,19.707,48.35205078125,0
13.701,0.395,0.3604,-0.0346,-0.022,19.426,49.99908447265625,249
13.751,0.3938,0.3604,-0.0334,-0.024,20.794,49.99908447265625,255
13.801,0.3922,0.3604,-0.0318,-0.024,22.442,49.99908447265625,255
13.851,0.3908,0.3604,-0.0304,-0.024,24.225,49.99908447265625,240
13.901,0.3902,0.3604,-0.0298,-0.024,25.726,49.99908447265625,240
13.951,0.389,0.3604,-0.0286,-0.024,27.289,49.99908447265625,229
14.001,0.387,0.3604,-0.0266,-0.024,29.744,49.99908447265625,228
14.053,0.3856,0.3604,-0.0252,-0.0269,30.342,49.99908447265625,228
14.102,0.3834,0.3604,-0.023,-0.028,31.709,49.99908447265625,228
14.152,0.3817,0.3604,-0.0213,-0.028,34.383,49.99908447265625,215
14.202,0.3804,0.3604,-0.02,-0.028,34.188,49.99908447265625,215
14.252,0.379,0.3604,-0.0186,-0.028,38.083,49.99908447265625,200
14.302,0.3774,0.3604,-0.017,-0.028,36.044,49.99908447265625,200
14.352,0.3755,0.3604,-0.0151,-0.032,38.059,49.99908447265625,186
14.402,0.3733,0.3604,-0.0129,-0.034,37.289,49.99908447265625,186
14.452,0.3712,0.3604,-0.0108,-0.034,38.889,49.99908447265625,199
14.502,0.3694,0.3604,-0.009,-0.036,38.413,49.99908447265625,207
14.552,0.3675,0.3604,-0.0071,-0.036,41.282,49.99908447265625,207
14.602,0.3667,0.3604,-0.0063,-0.036,40.085,49.99908447265625,196
14.652,0.3647,0.3604,-0.0043,-0.038,42.552,49.99908447265625,196
14.702,0.3634,0.3604,-0.003,-0.038,41.429,49.99908447265625,173
14.752,0.3619,0.3604,-0.0015,-0.038,41.746,49.99908447265625,173
14.802,0.3607,0.3604,-0.0003,-0.036,42.125,49.99908447265625,192
14.852,0.3589,0.3604,0.0015,-0.036,43.504,49.99908447265625,192
14.902,0.3589,0.3604,0.0015,-0.03,43.333,49.99908447265625,177
14.952,0.3587,0.3604,0.0017,-0.026,44.396,49.99908447265625,177
15.002,0.3587,0.3604,0.0017,-0.024,44.762,49.99908447265625,177
15.052,0.3587,0.3604,0.0017,-0.024,44.615,49.99908447265625,177
15.102,0.3587,0.3604,0.0017,-0.004,44.982,49.99908447265625,179
15.152,0.3587,0.3604,0.0017,0.0,45.751,49.99908447265625,179
15.202,0.3587,0.3604,0.0017,0.0,45.885,49.99908447265625,172
15.252,0.3589,0.3604,0.0015,0.0,46.178,49.99908447265625,175
15.302,0.3596,0.3604,0.0008,0.0,46.349,49.99908447265625,175
15.352,0.3622,0.3604,-0.0018,0.0,47.094,49.99908447265625,172
15.402,0.3632,0.3604,-0.0028,0.0,47.253,30.23468017578125,172
15.452,0.3652,0.3604,-0.0048,0.004,47.216,20.0,172
15.502,0.3677,0.3604,-0.0073,0.014,47.546,20.0,-174
15.552,0.3691,0.3604,-0.0087,0.02,47.338,20.0,-174
15.602,0.372,0.3604,-0.0116,0.028,46.996,20.0,-217
15.652,0.3746,0.3604,-0.0142,0.04,44.701,20.0,-217
15.702,0.3775,0.3604,-0.0171,0.05,44.811,20.0,-215
15.752,0.3807,0.3604,-0.0203,0.052,43.639,20.0,-199
15.802,0.3842,0.3604,-0.0238,0.052,42.796,20.0,-199
15.852,0.3866,0.3604,-0.0262,0.052,39.792,20.0,-205
15.902,0.3902,0.3604,-0.0298,0.058,40.098,20.0,-205
15.952,0.3935,0.3604,-0.0331,0.058,39.231,20.0,-183
16.002,0.3966,0.3604,-0.0362,0.062,38.523,20.0,-199
16.054,0.4003,0.3604,-0.0399,0.064,38.938,20.0,-189
16.103,0.4042,0.3604,-0.0438,0.066,38.339,20.0,-189
16.153,0.4083,0.3604,-0.0479,0.07,36.557,20.0,-189
16.203,0.4118,0.3604,-0.0514,0.07,37.228,20.0,-194
16.253,0.4156,0.3604,-0.0552,0.0712,35.214,20.0,-181
16.303,0.4192,0.3604,-0.0588,0.072,34.53,20.0,-181
16.353,0.4237,0.3604,-0.0633,0.072,34.335,17.7252197265625,-181
16.403,0.4283,0.3604,-0.0679,0.076,34.75,2.823486328125,-181
16.453,0.4323,0.3604,-0.0719,0.0796,33.321,0.0,-190
16.503,0.4366,0.3604,-0.0762,0.08,31.99,0.0,-255
16.553,0.4413,0.3604,-0.0809,0.082,30.403,0.0,-255
16.603,0.4454,0.3604,-0.085,0.082,28.706,0.0,-252
16.653,0.4505,0.3604,-0.0901,0.086,27.167,0.0,-252
16.703,0.4544,0.3604,-0.094,0.086,25.519,0.0,-240
16.753,0.4592,0.3604,-0.0988,0.09,24.078,0.0,-239
16.809,0.4592,0.3604,-0.0988,0.086,22.515,0.0,-239
16.853,0.4643,0.3604,-0.1039,0.086,20.806,0.0,-227
16.903,0.4693,0.3604,-0.1089,0.094,19.597,0.0,-225
16.953,0.4734,0.3604,-0.113,0.094,17.973,0.0,-225
17.003,0.4782,0.3604,-0.1178,0.096,17.277,0.0,-213
17.053,0.4829,0.3604,-0.1225,0.096,16.239,0.0,-213
17.103,0.4868,0.3604,-0.1264,0.094,15.006,0.0,-208
17.153,0.4919,0.3604,-0.1315,0.096,14.383,0.0,-208
17.203,0.5008,0.3604,-0.1404,0.096,13.407,0.0,-201
17.253,0.5055,0.3604,-0.1451,0.096,12.772,0.0,-203
17.303,0.5099,0.3604,-0.1495,0.094,11.746,17.568359375,-203
17.353,0.5144,0.3604,-0.154,0.094,11.111,49.05792236328125,-196
17.403,0.5177,0.3604,-0.1573,0.094,10.696,49.99908447265625,-196
17.453,0.5221,0.3604,-0.1617,0.09,10.379,49.99908447265625,255
17.503,0.5264,0.3604,-0.166,0.088,11.306,49.99908447265625,255
17.553,0.5304,0.3604,-0.17,0.088,12.662,49.99908447265625,255
17.603,0.5331,0.3604,-0.1727,0.088,14.261,49.99908447265625,255
17.653,0.5369,0.3604,-0.1765,0.086,15.922,49.99908447265625,255
17.703,0.54,0.3604,-0.1796,0.08,17.57,49.99908447265625,255
17.753,0.5429,0.3604,-0.1825,0.076,19.402,49.99908447265625,255
17.803,0.5456,0.3604,-0.1852,0.066,21.136,49.99908447265625,255
17.853,0.549,0.3604,-0.1886,0.068,23.138,49.99908447265625,242
17.903,0.5508,0.3604,-0.1904,0.062,24.652,49.99908447265625,242
17.953,0.5535,0.3604,-0.1931,0.058,26.471,49.99908447265625,230
18.003,0.5563,0.3604,-0.1959,0.056,27.766,49.99908447265625,230
18.055,0.5571,0.3604,-0.1967,0.056,29.292,49.99908447265625,218
18.104,0.5571,0.3604,-0.1967,0.054,30.391,49.99908447265625,218
18.154,0.5571,0.3604,-0.1967,0.054,33.468,49.99908447265625,218
18.204,0.5571,0.3604,-0.1967,0.036,33.98,49.99908447265625,212
18.254,0.5571,0.3604,-0.1967,0.0154,34.347,47.8814697265625,212
18.304,0.5571,0.3604,-0.1967,0.0,35.165,11.607666015625,196
18.354,0.5571,0.3604,-0.1967,0.0,35.946,0.0,196
18.404,0.5564,0.3604,-0.196,0.0,36.667,0.0,-218
18.46,0.5564,0.3604,-0.196,0.0,35.958,0.0,-255
18.504,0.5564,0.3604,-0.196,0.0,34.493,0.0,-255
18.554,0.5564,0.3604,-0.196,0.0,32.723,0.0,-255
18.604,0.556,0.3604,-0.1956,0.0,30.916,0.0,-255
18.654,0.556,0.3604,-0.1956,0.0,29.194,0.0,-251
18.71,0.5556,0.3604,-0.1952,0.0,27.509,0.0,-251
18.754,0.5556,0.3604,-0.1952,0.0,25.958,0.0,-241
18.809,0.5555,0.3604,-0.1951,0.0,24.969,0.0,-241
18.854,0.5555,0.3604,-0.1951,0.0,22.979,0.0,-230
18.904,0.5555,0.3604,-0.1951,0.0,21.526,0.0,-234
18.954,0.5555,0.3604,-0.1951,0.0,20.366,0.0,-234
19.004,0.5556,0.3604,-0.1952,0.0,18.669,0.0,-216
19.054,0.557,0.3604,-0.1966,0.0,17.729,0.0,-216
19.104,0.5603,0.3604,-0.1999,0.0,16.63,0.0,-209
19.154,0.5644,0.3604,-0.204,0.0,14.212,0.0,-209
19.204,0.5692,0.3604,-0.2088,0.002,14.554,0.0,-206
19.254,0.5727,0.3604,-0.2123,0.028,15.751,0.0,-206
19.304,0.5758,0.3604,-0.2154,0.062,13.089,0.0,-199
19.354,0.5791,0.3604,-0.2187,0.066,11.612,0.0,-199
19.404,0.5824,0.3604,-0.222,0.066,11.27,0.0,-196
19.454,0.5854,0.3604,-0.225,0.066,11.258,0.0,-196
19.504,0.588,0.3604,-0.2276,0.066,10.598,0.0,-190
19.554,0.5911,0.3604,-0.2307,0.066,10.269,0.0,-190
19.604,0.5936,0.3604,-0.2332,0.062,9.744,0.0,-191
19.654,0.5966,0.3604,-0.2362,0.062,9.133,0.0,-191
19.704,0.5986,0.3604,-0.2382,0.06,8.791,0.0,-188
19.754,0.6013,0.3604,-0.2409,0.06,8.376,0.0,-187
