time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.351,0.7687,0.5,-0.2687,0.0
0.4,0.7691,0.5,-0.2691,0.0082
0.45,0.7687,0.5,-0.2687,0.0
0.5,0.7687,0.5,-0.2687,0.0
0.55,0.7687,0.5,-0.2687,0.0
0.6,0.7687,0.5,-0.2687,0.0
0.65,0.7685,0.5,-0.2685,0.0
0.7,0.7687,0.5,-0.2687,0.0
0.75,0.7685,0.5,-0.2685,0.0
0.8,0.7687,0.5,-0.2687,0.0
0.85,0.7687,0.5,-0.2687,0.0
0.9,0.7687,0.5,-0.2687,0.0
0.95,0.7687,0.5,-0.2687,0.0
1.0,0.7688,0.5,-0.2688,0.0
1.05,0.7687,0.5,-0.2687,0.0
1.1,0.7686,0.5,-0.2686,0.0
1.15,0.7686,0.5,-0.2686,0.0
1.2,0.7688,0.5,-0.2688,0.0
1.25,0.7688,0.5,-0.2688,0.0
1.3,0.7688,0.5,-0.2688,0.0
1.35,0.7688,0.5,-0.2688,0.0
1.4,0.7688,0.5,-0.2688,0.0
1.45,0.7688,0.5,-0.2688,0.0
1.5,0.7688,0.5,-0.2688,0.0
1.55,0.7688,0.5,-0.2688,0.0
1.6,0.7688,0.5,-0.2688,0.0
1.65,0.7688,0.5,-0.2688,0.0
1.7,0.7688,0.5,-0.2688,0.0
1.75,0.7688,0.5,-0.2688,0.0
1.8,0.7688,0.5,-0.2688,0.0
1.85,0.7688,0.5,-0.2688,0.0
1.9,0.7688,0.5,-0.2688,0.0
1.95,0.7687,0.5,-0.2687,0.0
2.0,0.7687,0.5,-0.2687,0.0
2.05,0.7687,0.5,-0.2687,0.0
2.1,0.7687,0.5,-0.2687,0.0
2.15,0.7688,0.5,-0.2688,0.0
2.2,0.7688,0.5,-0.2688,0.0
2.25,0.7687,0.5,-0.2687,0.0
2.3,0.7688,0.5,-0.2688,0.0
2.35,0.7688,0.5,-0.2688,0.0
2.4,0.7688,0.5,-0.2688,0.0
2.45,0.7689,0.5,-0.2689,0.0
2.5,0.7689,0.5,-0.2689,0.0
2.555,0.7689,0.5,-0.2689,0.0
2.61,0.7689,0.5,-0.2689,0.0
2.665,0.7689,0.5,-0.2689,0.0
2.72,0.7689,0.5,-0.2689,0.0
2.77,0.7689,0.5,-0.2689,0.0
2.82,0.7689,0.5,-0.2689,0.0
2.87,0.7689,0.5,-0.2689,0.0
2.92,0.7689,0.5,-0.2689,0.0
2.97,0.7686,0.5,-0.2686,0.0
3.02,0.7686,0.5,-0.2686,0.0
3.07,0.7686,0.5,-0.2686,0.0
3.12,0.7685,0.5,-0.2685,0.0
3.17,0.7685,0.5,-0.2685,0.0
3.225,0.7684,0.5,-0.2684,0.0
3.27,0.7684,0.5,-0.2684,0.0
3.32,0.7684,0.5,-0.2684,0.0
3.37,0.7684,0.5,-0.2684,0.0
3.42,0.7683,0.5,-0.2683,0.0
3.47,0.768,0.5,-0.268,0.0
3.52,0.7679,0.5,-0.2679,-0.0018
3.57,0.7678,0.5,-0.2678,-0.0018
3.62,0.7678,0.5,-0.2678,-0.0018
3.67,0.7676,0.5,-0.2676,-0.002
3.72,0.7676,0.5,-0.2676,-0.002
3.77,0.7676,0.5,-0.2676,-0.002
3.82,0.7676,0.5,-0.2676,-0.002
3.87,0.7675,0.5,-0.2675,-0.002
3.92,0.7675,0.5,-0.2675,0.0
3.97,0.7675,0.5,-0.2675,0.0
4.02,0.7675,0.5,-0.2675,0.0
4.07,0.7674,0.5,-0.2674,0.0
4.12,0.7674,0.5,-0.2674,0.0
4.17,0.7674,0.5,-0.2674,0.0
4.22,0.7673,0.5,-0.2673,0.0
4.27,0.7672,0.5,-0.2672,0.0
4.32,0.7669,0.5,-0.2669,0.0
4.37,0.7668,0.5,-0.2668,-0.002
4.42,0.7668,0.5,-0.2668,-0.002
4.47,0.7667,0.5,-0.2667,-0.002
4.52,0.7666,0.5,-0.2666,-0.002
4.57,0.7659,0.5,-0.2659,-0.002
4.62,0.7656,0.5,-0.2656,-0.002
4.67,0.7655,0.5,-0.2655,-0.002
4.72,0.7643,0.5,-0.2643,-0.002
4.77,0.764,0.5,-0.264,-0.002
4.82,0.7628,0.5,-0.2628,-0.006
4.87,0.7611,0.5,-0.2611,-0.006
4.92,0.7604,0.5,-0.2604,-0.014
4.97,0.759,0.5,-0.259,-0.014
5.02,0.7569,0.5,-0.2569,-0.024
5.07,0.7549,0.5,-0.2549,-0.024
5.12,0.7531,0.5,-0.2531,-0.028
5.17,0.7495,0.5,-0.2495,-0.034
5.22,0.7467,0.5,-0.2467,-0.036
5.27,0.7434,0.5,-0.2434,-0.04
5.32,0.7403,0.5,-0.2403,-0.042
5.37,0.737,0.5,-0.237,-0.056
5.42,0.7327,0.5,-0.2327,-0.062
5.47,0.7277,0.5,-0.2277,-0.066
5.52,0.7226,0.5,-0.2226,-0.066
5.57,0.7172,0.5,-0.2172,-0.072
5.62,0.7113,0.5,-0.2113,-0.086
5.67,0.7056,0.5,-0.2056,-0.1
5.72,0.6993,0.5,-0.1993,-0.102
5.77,0.6929,0.5,-0.1929,-0.108
5.82,0.686,0.5,-0.186,-0.114
5.87,0.6781,0.5,-0.1781,-0.118
5.92,0.6708,0.5,-0.1708,-0.126
5.97,0.663,0.5,-0.163,-0.128
6.02,0.6546,0.5,-0.1546,-0.138
6.07,0.6464,0.5,-0.1464,-0.146
6.12,0.6378,0.5,-0.1378,-0.156
6.17,0.629,0.5,-0.129,-0.158
6.22,0.6195,0.5,-0.1195,-0.164
6.27,0.6102,0.5,-0.1102,-0.168
6.32,0.6013,0.5,-0.1013,-0.172
6.37,0.5917,0.5,-0.0917,-0.176
6.42,0.5817,0.5,-0.0817,-0.178
6.47,0.5726,0.5,-0.0726,-0.182
6.52,0.5621,0.5,-0.0621,-0.186
6.57,0.5523,0.5,-0.0523,-0.19
6.62,0.5429,0.5,-0.0429,-0.19
6.67,0.5329,0.5,-0.0329,-0.192
6.72,0.5228,0.5,-0.0228,-0.196
6.77,0.5145,0.5,-0.0145,-0.196
6.82,0.503,0.5,-0.003,-0.2
6.87,0.4941,0.5,0.0059,-0.196
6.92,0.4841,0.5,0.0159,-0.2
6.97,0.4743,0.5,0.0257,-0.196
7.02,0.4645,0.5,0.0355,-0.196
7.07,0.4553,0.5,0.0447,-0.196
7.12,0.4457,0.5,0.0543,-0.196
7.17,0.4366,0.5,0.0634,-0.192
7.22,0.4277,0.5,0.0723,-0.192
7.27,0.4181,0.5,0.0819,-0.192
7.32,0.4087,0.5,0.0913,-0.192
7.37,0.3993,0.5,0.1007,-0.188
7.42,0.3914,0.5,0.1086,-0.188
7.47,0.3828,0.5,0.1172,-0.184
7.52,0.3742,0.5,0.1258,-0.182
7.57,0.3662,0.5,0.1338,-0.178
7.62,0.3577,0.5,0.1423,-0.172
7.67,0.3488,0.5,0.1512,-0.172
7.72,0.3412,0.5,0.1588,-0.172
7.77,0.3333,0.5,0.1667,-0.17
7.82,0.3251,0.5,0.1749,-0.164
7.87,0.3176,0.5,0.1824,-0.164
7.92,0.31,0.5,0.19,-0.16
7.97,0.3021,0.5,0.1979,-0.158
8.02,0.2944,0.5,0.2056,-0.158
8.07,0.287,0.5,0.213,-0.154
8.12,0.279,0.5,0.221,-0.154
8.17,0.2717,0.5,0.2283,-0.154
8.22,0.2645,0.5,0.2355,-0.152
8.27,0.2568,0.5,0.2432,-0.152
8.32,0.2493,0.5,0.2507,-0.152
8.37,0.2415,0.5,0.2585,-0.154
8.42,0.2338,0.5,0.2662,-0.154
8.47,0.2264,0.5,0.2736,-0.15
8.52,0.2184,0.5,0.2816,-0.154
8.57,0.2102,0.5,0.2898,-0.154
8.62,0.2024,0.5,0.2976,-0.154
8.67,0.1943,0.5,0.3057,-0.156
8.72,0.1867,0.5,0.3133,-0.156
8.77,0.178,0.5,0.322,-0.156
8.82,0.1682,0.5,0.3318,-0.16
8.87,0.1601,0.5,0.3399,-0.162
8.92,0.151,0.5,0.349,-0.162
8.97,0.1406,0.5,0.3594,-0.164
9.02,0.1303,0.5,0.3697,-0.174
9.07,0.1188,0.5,0.3812,-0.182
9.12,0.1078,0.5,0.3922,-0.196
9.17,0.0981,0.5,0.4019,-0.196
9.22,0.0874,0.5,0.4126,-0.206
9.27,0.0781,0.5,0.4219,-0.206
9.32,0.0753,0.5,0.4247,-0.206
9.37,0.0753,0.5,0.4247,-0.206
9.42,0.0753,0.5,0.4247,-0.194
9.47,0.0753,0.5,0.4247,-0.186
9.52,0.0753,0.5,0.4247,-0.056
9.57,0.0753,0.5,0.4247,0.0
9.62,0.0753,0.5,0.4247,0.0
9.67,0.0753,0.5,0.4247,0.0
9.72,0.0799,0.5,0.4201,0.0
9.77,0.0848,0.5,0.4152,0.0
9.82,0.09,0.5,0.41,0.0
9.87,0.0942,0.5,0.4058,0.0
9.92,0.0974,0.5,0.4026,0.064
9.97,0.1011,0.5,0.3989,0.074
10.02,0.1043,0.5,0.3957,0.074
10.07,0.1077,0.5,0.3923,0.074
10.12,0.1102,0.5,0.3898,0.074
10.17,0.1125,0.5,0.3875,0.068
10.22,0.1153,0.5,0.3847,0.064
10.27,0.1176,0.5,0.3824,0.064
10.32,0.12,0.5,0.38,0.056
10.37,0.1226,0.5,0.3774,0.052
10.42,0.1254,0.5,0.3746,0.052
10.47,0.1277,0.5,0.3723,0.05
10.52,0.1299,0.5,0.3701,0.048
10.57,0.1322,0.5,0.3678,0.046
10.62,0.1349,0.5,0.3651,0.048
10.67,0.1364,0.5,0.3636,0.046
10.72,0.1389,0.5,0.3611,0.048
10.77,0.1408,0.5,0.3592,0.046
10.82,0.1425,0.5,0.3575,0.046
10.87,0.1437,0.5,0.3563,0.044
10.92,0.1437,0.5,0.3563,0.038
10.97,0.1437,0.5,0.3563,0.034
11.02,0.1437,0.5,0.3563,0.03
11.07,0.1437,0.5,0.3563,0.024
11.12,0.1437,0.5,0.3563,0.0
11.17,0.1437,0.5,0.3563,0.0
11.22,0.1437,0.5,0.3563,0.0
11.27,0.1421,0.5,0.3579,0.0
11.32,0.1404,0.5,0.3596,0.0
11.37,0.1378,0.5,0.3622,0.0
11.42,0.1355,0.5,0.3645,0.0
11.47,0.1332,0.5,0.3668,-0.032
11.52,0.1304,0.5,0.3696,-0.034
11.57,0.1272,0.5,0.3728,-0.046
11.62,0.1253,0.5,0.3747,-0.046
11.67,0.1221,0.5,0.3779,-0.046
11.72,0.1201,0.5,0.3799,-0.046
11.77,0.1181,0.5,0.3819,-0.046
11.82,0.1158,0.5,0.3842,-0.046
11.87,0.1138,0.5,0.3862,-0.046
11.92,0.1114,0.5,0.3886,-0.046
11.97,0.1091,0.5,0.3909,-0.046
12.02,0.1075,0.5,0.3925,-0.04
