time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,2410,0,0.6882,1080.49,22.46,1,12.23
401,2410,0,0.6875,1080.42,22.52,1,12.23
451,2410,0,0.6879,1080.46,22.57,1,12.23
501,2410,0,0.6875,1080.42,22.59,1,12.23
551,2410,0,0.6877,1080.44,22.60,1,12.23
601,2410,0,0.6881,1080.48,22.62,1,12.23
651,2410,0,0.6878,1080.45,22.62,1,12.23
701,2410,0,0.6875,1080.42,22.63,1,12.23
751,2409,0,0.6875,1080.42,22.63,1,12.23
801,2410,0,0.6876,1080.43,22.64,1,12.23
851,2410,0,0.6875,1080.42,22.64,1,12.23
901,2410,0,0.6877,1080.44,22.64,1,12.23
951,2410,0,0.6884,1080.51,22.64,1,12.23
1001,2410,0,0.6878,1080.45,22.64,1,12.23
1051,2410,0,0.6874,1080.41,22.65,1,12.23
1101,2410,0,0.6872,1080.39,22.65,1,12.23
1151,2410,0,0.6882,1080.49,22.65,1,12.23
1201,2410,0,0.6876,1080.43,22.65,1,12.23
1251,2410,0,0.6881,1080.48,22.65,1,12.23
1301,2411,0,0.6884,1080.51,22.65,1,12.23
1351,2410,0,0.6881,1080.48,22.65,1,12.23
1401,2410,0,0.6879,1080.46,22.65,1,12.23
1451,2408,-221,0.6879,1080.46,22.65,1,12.18
1506,2389,-221,0.6881,1080.48,22.65,1,12.20
1555,2358,-255,0.6873,1080.40,22.65,1,12.18
1605,2315,-255,0.6884,1080.51,22.65,1,12.18
1655,2275,-255,0.6881,1080.48,22.65,1,12.20
1705,2234,-255,0.6877,1080.44,22.65,1,12.20
1755,2192,-255,0.6885,1080.52,22.65,1,12.23
1805,2154,-255,0.6877,1080.44,22.65,1,12.20
1855,2120,-255,0.6872,1080.39,22.65,1,12.20
1905,2075,-255,0.6882,1080.49,22.65,1,12.20
1955,2032,-255,0.6877,1080.44,22.66,1,12.20
2005,1989,-255,0.6882,1080.49,22.66,1,12.20
2055,1950,-255,0.6883,1080.50,22.66,1,12.18
2105,1913,-255,0.6882,1080.49,22.66,1,12.20
2155,1868,-255,0.6886,1080.53,22.66,1,12.20
2205,1829,-255,0.6879,1080.46,22.66,1,12.20
2255,1786,-255,0.6878,1080.45,22.66,1,12.20
2305,1808,-255,0.6890,1080.57,22.66,1,12.20
2355,1699,-255,0.6886,1080.53,22.66,1,12.18
2405,1657,-255,0.6888,1080.55,22.66,1,12.20
2455,1612,-255,0.6895,1080.62,22.66,1,12.20
2505,1574,-255,0.6891,1080.58,22.66,1,12.20
2555,1529,-255,0.6894,1080.61,22.66,1,12.20
2605,1485,-255,0.6908,1080.74,22.66,1,12.18
2655,1447,-255,0.6900,1080.67,22.66,1,12.20
2705,1405,-255,0.6903,1080.70,22.66,1,12.20
2755,1367,-255,0.6909,1080.75,22.66,1,12.20
2805,1313,-255,0.6904,1080.71,22.66,1,12.20
2855,1284,-255,0.6906,1080.72,22.66,1,12.20
2905,1243,-255,0.6904,1080.71,22.66,1,12.20
2955,1208,-255,0.6909,1080.75,22.66,1,12.20
3005,1167,-255,0.6903,1080.70,22.66,1,12.18
3055,1128,-255,0.6896,1080.63,22.66,1,12.18
3105,1084,-255,0.6900,1080.67,22.66,1,12.20
3155,1041,-255,0.6886,1080.53,22.66,1,12.20
3205,1003,-255,0.6887,1080.54,22.66,1,12.20
3255,969,-255,0.6873,1080.40,22.66,1,12.20
3305,930,-255,0.6861,1080.28,22.66,1,12.20
3355,891,-255,0.6847,1080.15,22.66,1,12.20
3405,856,-255,0.6840,1080.08,22.66,1,12.20
3455,813,-255,0.6819,1079.87,22.66,1,12.20
3505,778,-255,0.6792,1079.61,22.66,1,12.20
3555,735,-255,0.6777,1079.46,22.66,1,12.20
3605,700,-255,0.6745,1079.15,22.66,1,12.20
3655,665,-255,0.6721,1078.91,22.66,1,12.18
3705,621,-251,0.6687,1078.58,22.66,1,12.20
3755,588,-251,0.6659,1078.30,22.66,1,12.18
3805,549,-236,0.6617,1077.89,22.66,1,12.18
3855,510,-229,0.6575,1077.48,22.66,1,12.20
3905,486,-229,0.6535,1077.09,22.66,1,12.20
3955,440,-214,0.6479,1076.54,22.66,1,12.20
4005,423,-214,0.6432,1076.08,22.66,1,12.20
4055,392,-201,0.6379,1075.56,22.67,1,12.23
4105,373,-197,0.6320,1074.98,22.67,1,12.23
4155,328,-197,0.6267,1074.46,22.66,1,12.20
4205,321,-187,0.6199,1073.79,22.67,1,12.20
4255,306,-187,0.6131,1073.12,22.67,1,12.23
4305,299,-177,0.6064,1072.47,22.67,1,12.20
4355,280,-174,0.5989,1071.73,22.67,1,12.23
4405,265,-174,0.5911,1070.97,22.67,1,12.23
