time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.352,0.8317,0.6426,-0.1891,0.0,50.0
0.401,0.8317,0.6426,-0.1891,0.0,50.0
0.451,0.8312,0.6426,-0.1886,0.0,50.0
0.501,0.8312,0.6426,-0.1886,0.0,50.0
0.551,0.8311,0.6426,-0.1885,0.0,50.0
0.601,0.8311,0.6426,-0.1885,0.0,50.0
0.651,0.8311,0.6426,-0.1885,0.0,50.0
0.701,0.8311,0.6426,-0.1885,0.0,50.0
0.751,0.8311,0.6426,-0.1885,0.0,50.0
0.801,0.8311,0.6426,-0.1885,0.0,50.0
0.851,0.8311,0.6426,-0.1885,0.0,50.0
0.901,0.8311,0.6426,-0.1885,0.0,50.0
0.951,0.8311,0.6426,-0.1885,0.0,50.0
1.001,0.8312,0.6426,-0.1886,0.0,50.0
1.051,0.8311,0.6426,-0.1885,0.0,50.0
1.101,0.8311,0.6426,-0.1885,0.0,50.0
1.151,0.8311,0.6426,-0.1885,0.0,50.0
1.201,0.8311,0.6426,-0.1885,0.0,50.0
1.251,0.8312,0.6426,-0.1886,0.0,50.0
1.301,0.8312,0.6426,-0.1886,0.0,78.74081420898438
1.351,0.8312,0.6426,-0.1886,0.0,78.74081420898438
1.401,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.451,0.8312,0.6426,-0.1886,0.0,78.74081420898438
1.501,0.8312,0.6426,-0.1886,0.0,78.74081420898438
1.551,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.606,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.655,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.705,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.755,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.805,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.855,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.905,0.8311,0.6426,-0.1885,0.0,78.74081420898438
1.955,0.8311,0.6426,-0.1885,0.0,78.74081420898438
2.005,0.8311,0.6426,-0.1885,0.0,78.74081420898438
2.055,0.8311,0.6426,-0.1885,0.0,78.74081420898438
2.105,0.8312,0.6426,-0.1886,0.0,78.74081420898438
2.155,0.8312,0.6426,-0.1886,0.0,78.74081420898438
2.205,0.8312,0.6426,-0.1886,0.0,78.74081420898438
2.255,0.8312,0.6426,-0.1886,0.0,78.74081420898438
2.305,0.8312,0.6426,-0.1886,0.0,77.24081420898438
2.355,0.8312,0.6426,-0.1886,0.0,77.24081420898438
2.405,0.8312,0.6426,-0.1886,0.0,77.24081420898438
2.455,0.8312,0.6426,-0.1886,0.0,77.24081420898438
2.505,0.8314,0.6426,-0.1888,0.0,77.24081420898438
2.555,0.8314,0.6426,-0.1888,0.0,77.24081420898438
2.605,0.8314,0.6426,-0.1888,0.0,77.24081420898438
2.655,0.8314,0.6426,-0.1888,0.0,77.24081420898438
2.705,0.8316,0.6426,-0.189,0.0,77.24081420898438
2.755,0.8317,0.6426,-0.1891,0.0,77.24081420898438
2.805,0.8318,0.6426,-0.1892,0.0,77.24081420898438
2.855,0.8318,0.6426,-0.1892,0.0,77.24081420898438
2.905,0.8319,0.6426,-0.1893,0.002,77.24081420898438
2.955,0.8319,0.6426,-0.1893,0.0,77.24081420898438
3.005,0.8322,0.6426,-0.1896,0.002,77.24081420898438
3.055,0.8323,0.6426,-0.1897,0.002,77.24081420898438
3.105,0.8326,0.6426,-0.19,0.002,77.24081420898438
3.155,0.8327,0.6426,-0.1901,0.002,77.24081420898438
3.205,0.833,0.6426,-0.1904,0.002,77.24081420898438
3.255,0.833,0.6426,-0.1904,0.002,77.24081420898438
3.305,0.8331,0.6426,-0.1905,0.002,78.74081420898438
3.355,0.8331,0.6426,-0.1905,0.002,78.74081420898438
3.405,0.8331,0.6426,-0.1905,0.002,78.74081420898438
3.455,0.8333,0.6426,-0.1907,0.002,78.74081420898438
3.505,0.8334,0.6426,-0.1908,0.002,78.74081420898438
3.555,0.8334,0.6426,-0.1908,0.002,78.74081420898438
3.605,0.8336,0.6426,-0.191,0.002,78.74081420898438
3.655,0.8336,0.6426,-0.191,0.0,78.74081420898438
3.705,0.8336,0.6426,-0.191,0.0,78.74081420898438
3.755,0.8341,0.6426,-0.1915,0.0,78.74081420898438
3.805,0.8341,0.6426,-0.1915,0.0,78.74081420898438
3.855,0.8341,0.6426,-0.1915,0.0,78.74081420898438
3.905,0.8341,0.6426,-0.1915,0.0,78.74081420898438
3.955,0.8342,0.6426,-0.1916,0.0,78.74081420898438
4.005,0.8343,0.6426,-0.1917,0.0,78.74081420898438
4.055,0.8343,0.6426,-0.1917,0.0,78.74081420898438
4.105,0.8343,0.6426,-0.1917,0.0,78.74081420898438
4.155,0.8343,0.6426,-0.1917,0.0,78.74081420898438
4.205,0.8345,0.6426,-0.1919,0.0,78.74081420898438
4.255,0.8345,0.6426,-0.1919,0.0,78.74081420898438
4.305,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.355,0.8349,0.6426,-0.1923,0.002,77.24081420898438
4.405,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.455,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.505,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.555,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.605,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.655,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.705,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.755,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.805,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.855,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.905,0.8347,0.6426,-0.1921,0.0,77.24081420898438
4.955,0.8347,0.6426,-0.1921,0.0,77.24081420898438
5.005,0.8347,0.6426,-0.1921,0.0,77.24081420898438
5.055,0.8347,0.6426,-0.1921,0.0,77.24081420898438
5.105,0.8345,0.6426,-0.1919,0.0,77.24081420898438
5.155,0.8345,0.6426,-0.1919,0.0,77.24081420898438
5.205,0.8345,0.6426,-0.1919,0.0,77.24081420898438
5.255,0.8345,0.6426,-0.1919,0.0,77.24081420898438
5.305,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.355,0.8346,0.6426,-0.192,0.0,78.74081420898438
5.405,0.8346,0.6426,-0.192,0.0,78.74081420898438
5.455,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.505,0.8346,0.6426,-0.192,0.0,78.74081420898438
5.555,0.8346,0.6426,-0.192,0.0,78.74081420898438
5.605,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.655,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.705,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.755,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.805,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.855,0.8345,0.6426,-0.1919,0.0,78.74081420898438
5.905,0.8344,0.6426,-0.1918,0.0,78.74081420898438
5.955,0.8344,0.6426,-0.1918,0.0,78.74081420898438
6.005,0.8344,0.6426,-0.1918,0.0,78.74081420898438
6.055,0.8345,0.6426,-0.1919,0.0,78.74081420898438
6.105,0.8345,0.6426,-0.1919,0.0,78.74081420898438
6.155,0.8345,0.6426,-0.1919,0.0,78.74081420898438
6.205,0.8346,0.6426,-0.192,0.0,78.74081420898438
6.255,0.8346,0.6426,-0.192,0.0,78.74081420898438
6.305,0.8346,0.6426,-0.192,0.0,77.95405578613281
6.355,0.8346,0.6426,-0.192,0.0,77.95405578613281
6.405,0.8346,0.6426,-0.192,0.0,77.95405578613281
6.455,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.505,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.555,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.605,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.655,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.705,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.755,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.805,0.8347,0.6426,-0.1921,0.0,77.95405578613281
6.855,0.8348,0.6426,-0.1922,0.0,77.95405578613281
6.905,0.8348,0.6426,-0.1922,0.0,77.95405578613281
6.955,0.8348,0.6426,-0.1922,0.0,77.95405578613281
7.005,0.8348,0.6426,-0.1922,0.0,77.95405578613281
7.055,0.8348,0.6426,-0.1922,0.0,77.95405578613281
7.105,0.8348,0.6426,-0.1922,0.0,77.95405578613281
7.155,0.8348,0.6426,-0.1922,0.0,77.95405578613281
7.205,0.8348,0.6426,-0.1922,0.0,77.95405578613281
7.255,0.8348,0.6426,-0.1922,0.0,77.95405578613281
7.305,0.8348,0.6426,-0.1922,0.0,76.45405578613281
7.355,0.8348,0.6426,-0.1922,0.0,76.45405578613281
7.405,0.8348,0.6426,-0.1922,0.0,76.45405578613281
7.455,0.8348,0.6426,-0.1922,0.0,76.45405578613281
