time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.355,0.1361,0.5,0.3639,0.0,95.66368865966795
0.404,0.1361,0.5,0.3639,0.0,100.0
0.454,0.1358,0.5,0.3642,0.0,100.0
0.504,0.1361,0.5,0.3639,0.0,97.36461639404295
0.554,0.1361,0.5,0.3639,0.0,99.7628402709961
0.604,0.1361,0.5,0.3639,0.0,100.0
0.654,0.1361,0.5,0.3639,0.0,99.7036361694336
0.704,0.1361,0.5,0.3639,0.0,100.0
0.754,0.136,0.5,0.364,0.0,100.0
0.804,0.1361,0.5,0.3639,0.0,100.0
0.854,0.1361,0.5,0.3639,0.0,97.10352325439452
0.904,0.1361,0.5,0.3639,0.0,100.0
0.954,0.1361,0.5,0.3639,0.0,100.0
1.004,0.1361,0.5,0.3639,0.0,100.0
1.054,0.1361,0.5,0.3639,0.0,100.0
1.104,0.1363,0.5,0.3637,0.0,98.6418914794922
1.154,0.1363,0.5,0.3637,0.0,100.0
1.204,0.1363,0.5,0.3637,0.0,98.12059783935548
1.254,0.1364,0.5,0.3636,0.0,100.0
1.304,0.1366,0.5,0.3634,0.0,100.0
1.354,0.1366,0.5,0.3634,0.0,95.74524688720705
1.404,0.1366,0.5,0.3634,0.0,94.2394027709961
1.454,0.1372,0.5,0.3628,0.0,100.0
1.504,0.1374,0.5,0.3626,0.002,100.0
1.554,0.1374,0.5,0.3626,0.0,100.0
1.604,0.1374,0.5,0.3626,0.0,100.0
1.654,0.1377,0.5,0.3623,0.002,99.59113311767578
1.704,0.1377,0.5,0.3623,0.0,93.77323150634766
1.754,0.1378,0.5,0.3622,0.0,93.84795379638672
1.804,0.1378,0.5,0.3622,0.0,96.37395477294922
1.854,0.1379,0.5,0.3621,0.002,100.0
1.904,0.1379,0.5,0.3621,0.0,100.0
1.954,0.1381,0.5,0.3619,0.0,95.81144714355467
2.004,0.1382,0.5,0.3618,0.002,99.80227661132812
2.054,0.1387,0.5,0.3613,0.002,100.0
2.104,0.1389,0.5,0.3611,0.002,93.77674102783205
2.154,0.139,0.5,0.361,0.002,96.05068969726562
2.204,0.139,0.5,0.361,0.002,100.0
2.254,0.1391,0.5,0.3609,0.002,93.64494323730467
2.304,0.1391,0.5,0.3609,0.002,95.76355743408205
2.354,0.1395,0.5,0.3605,0.002,100.0
2.404,0.1395,0.5,0.3605,0.002,92.6077117919922
2.454,0.1396,0.5,0.3604,0.002,100.0
2.504,0.1397,0.5,0.3603,0.002,93.1334228515625
2.554,0.1398,0.5,0.3602,0.002,91.97402954101562
2.604,0.1399,0.5,0.3601,0.002,100.0
2.654,0.14,0.5,0.36,0.002,99.66658020019533
2.704,0.14,0.5,0.36,0.002,100.0
2.754,0.1401,0.5,0.3599,0.002,97.4176788330078
2.804,0.1401,0.5,0.3599,0.002,98.85896301269533
2.854,0.1402,0.5,0.3598,0.002,100.0
2.909,0.1402,0.5,0.3598,0.002,100.0
2.964,0.1402,0.5,0.3598,0.002,100.0
3.019,0.1402,0.5,0.3598,0.0,100.0
3.074,0.1402,0.5,0.3598,0.0,97.00398254394533
3.129,0.1402,0.5,0.3598,0.0,100.0
3.173,0.1403,0.5,0.3597,0.0,100.0
3.223,0.1403,0.5,0.3597,0.0,100.0
3.279,0.1402,0.5,0.3598,0.0,100.0
3.323,0.1402,0.5,0.3598,0.0,98.61029052734376
3.379,0.1402,0.5,0.3598,0.0,97.6538543701172
3.423,0.1399,0.5,0.3601,0.0,100.0
3.473,0.1397,0.5,0.3603,0.0,99.72537231445312
3.523,0.1397,0.5,0.3603,0.0,100.0
3.573,0.1394,0.5,0.3606,0.0,95.9931869506836
3.623,0.1393,0.5,0.3607,-0.0018,100.0
3.673,0.1393,0.5,0.3607,-0.0018,93.3219223022461
3.723,0.1393,0.5,0.3607,0.0,100.0
3.773,0.1392,0.5,0.3608,-0.002,93.21361541748048
3.823,0.1392,0.5,0.3608,-0.002,100.0
3.873,0.1392,0.5,0.3608,0.0,96.56035614013672
3.923,0.1391,0.5,0.3609,0.0,98.11197662353516
3.973,0.1391,0.5,0.3609,0.0,98.93582153320312
4.023,0.1391,0.5,0.3609,0.0,100.0
4.073,0.1389,0.5,0.3611,0.0,100.0
4.123,0.1389,0.5,0.3611,0.0,94.82262420654295
4.173,0.1388,0.5,0.3612,0.0,98.30956268310548
4.223,0.1387,0.5,0.3613,0.0,95.77610778808594
4.273,0.1386,0.5,0.3614,-0.002,100.0
4.323,0.1386,0.5,0.3614,-0.002,100.0
4.373,0.1386,0.5,0.3614,0.0,100.0
4.423,0.1386,0.5,0.3614,0.0,99.8351821899414
4.473,0.1386,0.5,0.3614,0.0,100.0
4.523,0.1386,0.5,0.3614,0.0,95.2733154296875
4.573,0.1386,0.5,0.3614,0.0,100.0
4.623,0.1386,0.5,0.3614,0.0,100.0
4.673,0.1387,0.5,0.3613,0.0,100.0
4.723,0.1387,0.5,0.3613,0.0,100.0
4.773,0.1391,0.5,0.3609,0.0,97.14759826660156
4.823,0.1394,0.5,0.3606,0.0,100.0
4.873,0.1401,0.5,0.3599,0.0,90.1321792602539
4.923,0.1402,0.5,0.3598,0.002,100.0
4.973,0.1412,0.5,0.3588,0.002,91.75345611572266
5.023,0.1421,0.5,0.3579,0.006,95.07671356201172
5.073,0.1427,0.5,0.3573,0.008,96.69507598876952
5.123,0.1436,0.5,0.3564,0.012,100.0
5.173,0.1451,0.5,0.3549,0.014,100.0
5.223,0.1467,0.5,0.3533,0.018,100.0
5.273,0.1481,0.5,0.3519,0.018,100.0
5.323,0.15,0.5,0.35,0.02,100.0
5.373,0.1515,0.5,0.3485,0.028,99.43396759033205
5.423,0.154,0.5,0.346,0.03,100.0
5.473,0.1562,0.5,0.3438,0.03,93.12167358398438
5.523,0.1584,0.5,0.3416,0.032,100.0
5.573,0.1614,0.5,0.3386,0.038,94.93526458740234
5.623,0.1644,0.5,0.3356,0.044,100.0
5.673,0.1674,0.5,0.3326,0.044,100.0
5.723,0.1714,0.5,0.3286,0.05,99.75543212890624
5.773,0.1752,0.5,0.3248,0.06,69.069091796875
5.823,0.1791,0.5,0.3209,0.06,63.11786651611328
5.873,0.1834,0.5,0.3166,0.06,62.54270553588867
5.923,0.1879,0.5,0.3121,0.076,15.933990478515623
5.973,0.1928,0.5,0.3072,0.078,25.36703109741211
6.023,0.1977,0.5,0.3023,0.08,20.20726776123047
6.073,0.2029,0.5,0.2971,0.086,16.486675262451172
6.123,0.2076,0.5,0.2924,0.09,18.88104057312012
6.173,0.2137,0.5,0.2863,0.094,35.72889709472656
6.223,0.2195,0.5,0.2805,0.098,27.42730140686035
6.273,0.2254,0.5,0.2746,0.098,31.280363082885746
6.323,0.231,0.5,0.269,0.104,33.994197845458984
6.373,0.2374,0.5,0.2626,0.112,57.68377685546875
6.423,0.2434,0.5,0.2566,0.116,73.60843658447266
6.473,0.2498,0.5,0.2502,0.118,78.46732330322266
6.523,0.2565,0.5,0.2435,0.12,86.40233612060547
6.573,0.2628,0.5,0.2372,0.122,97.61397552490234
6.623,0.2694,0.5,0.2306,0.126,99.36759948730467
6.673,0.2765,0.5,0.2235,0.128,97.20748901367188
6.723,0.2821,0.5,0.2179,0.128,98.15874481201172
6.773,0.2888,0.5,0.2112,0.128,86.07649993896484
6.823,0.2968,0.5,0.2032,0.132,100.0
6.873,0.3027,0.5,0.1973,0.132,91.4967269897461
6.923,0.3097,0.5,0.1903,0.134,100.0
6.973,0.317,0.5,0.183,0.134,93.39083862304688
7.023,0.3235,0.5,0.1765,0.134,96.11058044433594
7.073,0.3296,0.5,0.1704,0.134,100.0
7.123,0.337,0.5,0.163,0.134,100.0
7.173,0.3436,0.5,0.1564,0.134,100.0
7.223,0.3505,0.5,0.1495,0.138,93.60472106933594
7.273,0.3578,0.5,0.1422,0.138,100.0
7.323,0.3639,0.5,0.1361,0.138,100.0
7.373,0.3709,0.5,0.1291,0.138,100.0
7.423,0.3778,0.5,0.1222,0.138,99.23890686035156
7.473,0.3839,0.5,0.1161,0.138,99.72025299072266
7.523,0.3902,0.5,0.1098,0.138,100.0
7.573,0.3971,0.5,0.1029,0.138,100.0
7.623,0.4035,0.5,0.0965,0.138,97.3692855834961
7.673,0.41,0.5,0.09,0.13,87.71219635009766
7.723,0.4168,0.5,0.0832,0.13,93.53848266601562
7.773,0.423,0.5,0.077,0.13,84.2743911743164
7.823,0.4288,0.5,0.0712,0.128,79.79729461669922
7.873,0.4358,0.5,0.0642,0.128,67.99595642089844
7.923,0.4419,0.5,0.0581,0.128,66.51651763916016
7.973,0.4482,0.5,0.0518,0.128,56.13366317749024
8.023,0.4544,0.5,0.0456,0.126,31.999439239501957
8.073,0.4604,0.5,0.0396,0.124,24.71091079711914
8.123,0.466,0.5,0.034,0.124,23.88804626464844
8.173,0.4722,0.5,0.0278,0.124,6.68715238571167
8.223,0.478,0.5,0.022,0.122,5.913126468658447
8.273,0.4842,0.5,0.0158,0.124,4.945426940917969
8.323,0.4899,0.5,0.0101,0.122,9.243103981018066
8.373,0.4958,0.5,0.0042,0.12,0.0
8.423,0.4958,0.5,0.0042,0.118,0.0
8.473,0.5017,0.5,-0.0017,0.118,7.051056861877441
8.523,0.5081,0.5,-0.0081,0.118,0.0
8.573,0.5142,0.5,-0.0142,0.118,0.0
8.623,0.5195,0.5,-0.0195,0.118,0.0
8.673,0.5266,0.5,-0.0266,0.118,0.0
8.723,0.5333,0.5,-0.0333,0.118,0.0
8.773,0.5386,0.5,-0.0386,0.118,2.871453762054444
8.823,0.5526,0.5,-0.0526,0.122,0.0
8.873,0.5586,0.5,-0.0586,0.122,4.3769211769104
8.923,0.566,0.5,-0.066,0.128,2.612438678741455
8.973,0.5728,0.5,-0.0728,0.134,0.0
9.023,0.5796,0.5,-0.0796,0.136,1.4520645141601562
9.073,0.5873,0.5,-0.0873,0.136,0.0
9.123,0.5944,0.5,-0.0944,0.136,0.0
9.173,0.6014,0.5,-0.1014,0.14,0.0
9.223,0.6091,0.5,-0.1091,0.142,0.0
