time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
0.352,0.6163,0.4307,-0.1856,0.0
0.401,0.6163,0.4307,-0.1856,0.0
0.451,0.6163,0.4307,-0.1856,0.0
0.501,0.6163,0.4307,-0.1856,0.0
0.551,0.6161,0.4307,-0.1854,0.0
0.601,0.6161,0.4307,-0.1854,0.0
0.651,0.616,0.4307,-0.1853,0.0
0.701,0.616,0.4307,-0.1853,0.0
0.751,0.616,0.4307,-0.1853,0.0
0.801,0.6161,0.4307,-0.1854,0.0
0.851,0.616,0.4307,-0.1853,0.0
0.901,0.6161,0.4307,-0.1854,0.0
0.951,0.616,0.4307,-0.1853,0.0
1.001,0.616,0.4307,-0.1853,0.0
1.051,0.616,0.4307,-0.1853,0.0
1.101,0.616,0.4307,-0.1853,0.0
1.151,0.6161,0.4307,-0.1854,0.0
1.201,0.616,0.4307,-0.1853,0.0
1.251,0.6161,0.4307,-0.1854,0.0
1.301,0.6161,0.4307,-0.1854,0.0
1.351,0.6161,0.4307,-0.1854,0.0
1.401,0.6161,0.4307,-0.1854,0.0
1.451,0.6162,0.4307,-0.1855,0.0
1.501,0.6161,0.4307,-0.1854,0.0
1.551,0.6162,0.4307,-0.1855,0.0
1.601,0.6162,0.4307,-0.1855,0.0
1.651,0.6162,0.4307,-0.1855,0.0
1.706,0.6162,0.4307,-0.1855,0.0
1.761,0.6163,0.4307,-0.1856,0.0
1.81,0.6163,0.4307,-0.1856,0.0
1.86,0.6163,0.4307,-0.1856,0.0
1.91,0.6163,0.4307,-0.1856,0.0
1.96,0.6163,0.4307,-0.1856,0.0
2.01,0.6163,0.4307,-0.1856,0.0
2.06,0.6162,0.4307,-0.1855,0.0
2.11,0.6163,0.4307,-0.1856,0.0
2.16,0.6163,0.4307,-0.1856,0.0
2.21,0.6163,0.4307,-0.1856,0.0
2.26,0.6163,0.4307,-0.1856,0.0
2.31,0.6163,0.4307,-0.1856,0.0
2.36,0.6162,0.4307,-0.1855,0.0
2.41,0.6162,0.4307,-0.1855,0.0
2.46,0.6161,0.4307,-0.1854,0.0
2.51,0.6161,0.4307,-0.1854,0.0
2.56,0.6159,0.4307,-0.1852,0.0
2.61,0.6158,0.4307,-0.1851,0.0
2.66,0.6154,0.4307,-0.1847,-0.002
2.71,0.6153,0.4307,-0.1846,-0.002
2.76,0.6151,0.4307,-0.1844,-0.002
2.81,0.6148,0.4307,-0.1841,-0.002
2.86,0.6147,0.4307,-0.184,-0.002
2.91,0.6147,0.4307,-0.184,-0.002
2.96,0.6146,0.4307,-0.1839,-0.002
3.01,0.6144,0.4307,-0.1837,-0.002
3.06,0.6144,0.4307,-0.1837,-0.002
3.11,0.6144,0.4307,-0.1837,-0.002
3.16,0.6144,0.4307,-0.1837,-0.002
3.21,0.6144,0.4307,-0.1837,0.0
3.26,0.6144,0.4307,-0.1837,0.0
3.31,0.6144,0.4307,-0.1837,0.0
3.36,0.6144,0.4307,-0.1837,0.0
3.41,0.6145,0.4307,-0.1838,0.0
3.46,0.6147,0.4307,-0.184,0.0
3.51,0.6155,0.4307,-0.1848,0.0
3.56,0.6166,0.4307,-0.1859,0.0
3.61,0.6172,0.4307,-0.1865,0.002
3.66,0.6193,0.4307,-0.1886,0.004
3.71,0.6204,0.4307,-0.1897,0.012
3.76,0.622,0.4307,-0.1913,0.016
3.81,0.624,0.4307,-0.1933,0.022
3.86,0.6264,0.4307,-0.1957,0.022
3.91,0.6286,0.4307,-0.1979,0.032
3.96,0.632,0.4307,-0.2013,0.04
4.01,0.6352,0.4307,-0.2045,0.042
4.06,0.6386,0.4307,-0.2079,0.044
4.11,0.645,0.4307,-0.2143,0.048
4.16,0.6501,0.4307,-0.2194,0.064
4.21,0.6555,0.4307,-0.2248,0.068
4.26,0.6614,0.4307,-0.2307,0.068
4.31,0.6661,0.4307,-0.2354,0.094
4.36,0.6722,0.4307,-0.2415,0.102
4.41,0.6776,0.4307,-0.2469,0.108
4.46,0.6821,0.4307,-0.2514,0.108
4.51,0.6863,0.4307,-0.2556,0.108
4.56,0.6913,0.4307,-0.2606,0.102
4.61,0.6955,0.4307,-0.2648,0.1
4.66,0.6993,0.4307,-0.2686,0.094
4.71,0.7032,0.4307,-0.2725,0.09
4.76,0.7062,0.4307,-0.2755,0.084
4.81,0.7098,0.4307,-0.2791,0.084
4.86,0.715,0.4307,-0.2843,0.084
4.91,0.7191,0.4307,-0.2884,0.082
4.96,0.7234,0.4307,-0.2927,0.082
5.01,0.7271,0.4307,-0.2964,0.078
5.06,0.7307,0.4307,-0.3,0.076
5.11,0.7339,0.4307,-0.3032,0.074
5.16,0.7351,0.4307,-0.3044,0.072
5.21,0.7351,0.4307,-0.3044,0.072
5.26,0.7351,0.4307,-0.3044,0.072
5.31,0.7351,0.4307,-0.3044,0.064
5.36,0.7351,0.4307,-0.3044,0.024
5.41,0.7351,0.4307,-0.3044,0.0
5.46,0.7351,0.4307,-0.3044,0.0
5.51,0.7351,0.4307,-0.3044,0.0
5.56,0.7339,0.4307,-0.3032,0.0
5.61,0.732,0.4307,-0.3013,0.0
5.66,0.7305,0.4307,-0.2998,0.0
5.71,0.7298,0.4307,-0.2991,0.0
5.76,0.728,0.4307,-0.2973,-0.014
5.81,0.7265,0.4307,-0.2958,-0.024
5.86,0.7259,0.4307,-0.2952,-0.024
5.91,0.7239,0.4307,-0.2932,-0.03
5.96,0.7223,0.4307,-0.2916,-0.03
6.01,0.7211,0.4307,-0.2904,-0.03
6.06,0.719,0.4307,-0.2883,-0.03
6.11,0.7187,0.4307,-0.288,-0.03
6.16,0.7169,0.4307,-0.2862,-0.032
6.21,0.7147,0.4307,-0.284,-0.032
6.26,0.7142,0.4307,-0.2835,-0.032
6.31,0.7127,0.4307,-0.282,-0.032
6.36,0.711,0.4307,-0.2803,-0.032
6.41,0.7097,0.4307,-0.279,-0.03
6.46,0.7086,0.4307,-0.2779,-0.03
6.51,0.7077,0.4307,-0.277,-0.026
6.56,0.7067,0.4307,-0.276,-0.026
6.61,0.7058,0.4307,-0.2751,-0.022
6.66,0.7045,0.4307,-0.2738,-0.022
6.71,0.7038,0.4307,-0.2731,-0.022
6.76,0.7018,0.4307,-0.2711,-0.022
6.81,0.7015,0.4307,-0.2708,-0.02
6.86,0.7007,0.4307,-0.27,-0.018
6.91,0.6998,0.4307,-0.2691,-0.018
6.96,0.6998,0.4307,-0.2691,-0.018
7.01,0.6988,0.4307,-0.2681,-0.018
7.06,0.698,0.4307,-0.2673,-0.016
7.11,0.6971,0.4307,-0.2664,-0.016
7.16,0.697,0.4307,-0.2663,-0.016
7.21,0.6968,0.4307,-0.2661,-0.016
7.26,0.6967,0.4307,-0.266,-0.016
7.31,0.6961,0.4307,-0.2654,-0.012
7.36,0.6961,0.4307,-0.2654,-0.004
7.41,0.6961,0.4307,-0.2654,-0.004
7.46,0.6961,0.4307,-0.2654,-0.002
7.51,0.6961,0.4307,-0.2654,-0.002
7.56,0.6961,0.4307,-0.2654,0.0
7.61,0.6961,0.4307,-0.2654,0.0
7.66,0.6961,0.4307,-0.2654,0.0
7.71,0.6963,0.4307,-0.2656,0.0
7.76,0.6963,0.4307,-0.2656,0.0
7.81,0.6965,0.4307,-0.2658,0.0
7.86,0.6967,0.4307,-0.266,0.0
7.91,0.6973,0.4307,-0.2666,0.0
7.96,0.698,0.4307,-0.2673,0.004
8.01,0.6989,0.4307,-0.2682,0.004
8.06,0.6995,0.4307,-0.2688,0.004
8.11,0.6998,0.4307,-0.2691,0.006
8.16,0.7005,0.4307,-0.2698,0.012
8.21,0.7011,0.4307,-0.2704,0.012
8.26,0.7016,0.4307,-0.2709,0.012
8.31,0.7024,0.4307,-0.2717,0.012
8.36,0.7029,0.4307,-0.2722,0.012
8.41,0.7038,0.4307,-0.2731,0.012
8.46,0.7045,0.4307,-0.2738,0.012
8.51,0.7052,0.4307,-0.2745,0.014
8.56,0.7061,0.4307,-0.2754,0.014
8.61,0.7066,0.4307,-0.2759,0.014
8.66,0.7069,0.4307,-0.2762,0.014
8.71,0.7084,0.4307,-0.2777,0.014
8.76,0.709,0.4307,-0.2783,0.014
8.81,0.7095,0.4307,-0.2788,0.014
8.86,0.7104,0.4307,-0.2797,0.014
8.91,0.7106,0.4307,-0.2799,0.012
8.96,0.7113,0.4307,-0.2806,0.012
9.01,0.7119,0.4307,-0.2812,0.012
9.06,0.713,0.4307,-0.2823,0.012
9.11,0.7132,0.4307,-0.2825,0.012
9.16,0.7137,0.4307,-0.283,0.012
9.21,0.7142,0.4307,-0.2835,0.01
9.26,0.7148,0.4307,-0.2841,0.012
9.31,0.7151,0.4307,-0.2844,0.01
9.36,0.7154,0.4307,-0.2847,0.01
9.41,0.7159,0.4307,-0.2852,0.01
9.46,0.7162,0.4307,-0.2855,0.01
9.51,0.7162,0.4307,-0.2855,0.006
9.56,0.7164,0.4307,-0.2857,0.006
9.61,0.7164,0.4307,-0.2857,0.006
9.66,0.7164,0.4307,-0.2857,0.006
9.71,0.7164,0.4307,-0.2857,0.004
9.76,0.7164,0.4307,-0.2857,0.0
9.81,0.7164,0.4307,-0.2857,0.0
9.86,0.7162,0.4307,-0.2855,0.0
9.91,0.7162,0.4307,-0.2855,0.0
9.96,0.7161,0.4307,-0.2854,0.0
10.01,0.7155,0.4307,-0.2848,0.0
10.06,0.7154,0.4307,-0.2847,0.0
10.11,0.7151,0.4307,-0.2844,-0.002
10.16,0.7148,0.4307,-0.2841,-0.002
10.21,0.7146,0.4307,-0.2839,-0.004
10.26,0.7138,0.4307,-0.2831,-0.004
10.31,0.7137,0.4307,-0.283,-0.004
10.36,0.7131,0.4307,-0.2824,-0.006
10.41,0.7125,0.4307,-0.2818,-0.006
10.46,0.7123,0.4307,-0.2816,-0.006
10.51,0.712,0.4307,-0.2813,-0.006
10.56,0.7108,0.4307,-0.2801,-0.006
10.61,0.7107,0.4307,-0.28,-0.006
10.66,0.7102,0.4307,-0.2795,-0.01
10.71,0.7091,0.4307,-0.2784,-0.01
10.76,0.7088,0.4307,-0.2781,-0.01
10.81,0.7083,0.4307,-0.2776,-0.01
10.86,0.7074,0.4307,-0.2767,-0.01
10.91,0.7074,0.4307,-0.2767,-0.01
10.96,0.7067,0.4307,-0.276,-0.01
11.01,0.7061,0.4307,-0.2754,-0.01
11.06,0.7058,0.4307,-0.2751,-0.01
11.11,0.7047,0.4307,-0.274,-0.012
11.16,0.7045,0.4307,-0.2738,-0.01
11.21,0.7041,0.4307,-0.2734,-0.01
11.26,0.7034,0.4307,-0.2727,-0.012
11.31,0.7032,0.4307,-0.2725,-0.008
11.36,0.7031,0.4307,-0.2724,-0.008
11.41,0.7021,0.4307,-0.2714,-0.008
11.46,0.702,0.4307,-0.2713,-0.006
11.51,0.7013,0.4307,-0.2706,-0.008
11.56,0.7007,0.4307,-0.27,-0.008
11.61,0.7007,0.4307,-0.27,-0.008
11.66,0.7006,0.4307,-0.2699,-0.004
11.71,0.7003,0.4307,-0.2696,-0.004
11.76,0.6997,0.4307,-0.269,-0.006
11.81,0.6996,0.4307,-0.2689,-0.006
11.86,0.6995,0.4307,-0.2688,-0.002
11.91,0.6992,0.4307,-0.2685,-0.006
11.96,0.6992,0.4307,-0.2685,-0.002
12.01,0.6992,0.4307,-0.2685,-0.002
12.061,0.6992,0.4307,-0.2685,-0.002
12.11,0.6992,0.4307,-0.2685,-0.002
12.16,0.6992,0.4307,-0.2685,0.0
12.21,0.6992,0.4307,-0.2685,0.0
12.26,0.6992,0.4307,-0.2685,0.0
12.31,0.6993,0.4307,-0.2686,0.0
12.36,0.6993,0.4307,-0.2686,0.0
12.41,0.6994,0.4307,-0.2687,0.0
12.46,0.6998,0.4307,-0.2691,0.0
12.51,0.6999,0.4307,-0.2692,0.0
12.56,0.7001,0.4307,-0.2694,0.002
12.61,0.7006,0.4307,-0.2699,0.002
12.66,0.7012,0.4307,-0.2705,0.002
12.71,0.7015,0.4307,-0.2708,0.004
12.76,0.7018,0.4307,-0.2711,0.006
12.81,0.7025,0.4307,-0.2718,0.006
12.86,0.7025,0.4307,-0.2718,0.006
12.91,0.7027,0.4307,-0.272,0.006
12.96,0.7031,0.4307,-0.2724,0.006
13.01,0.7035,0.4307,-0.2728,0.008
13.06,0.7037,0.4307,-0.273,0.006
13.11,0.7047,0.4307,-0.274,0.006
13.16,0.7048,0.4307,-0.2741,0.006
13.21,0.7048,0.4307,-0.2741,0.004
13.26,0.7055,0.4307,-0.2748,0.004
13.31,0.7057,0.4307,-0.275,0.004
13.36,0.7061,0.4307,-0.2754,0.008
13.41,0.7069,0.4307,-0.2762,0.008
13.46,0.7072,0.4307,-0.2765,0.006
13.51,0.7075,0.4307,-0.2768,0.006
13.56,0.708,0.4307,-0.2773,0.006
13.61,0.708,0.4307,-0.2773,0.006
13.66,0.7083,0.4307,-0.2776,0.006
13.71,0.7085,0.4307,-0.2778,0.006
13.76,0.7086,0.4307,-0.2779,0.006
13.81,0.7092,0.4307,-0.2785,0.006
13.86,0.7092,0.4307,-0.2785,0.006
13.91,0.7093,0.4307,-0.2786,0.004
13.96,0.7094,0.4307,-0.2787,0.002
14.01,0.7094,0.4307,-0.2787,0.002
14.062,0.7095,0.4307,-0.2788,0.002
14.111,0.7095,0.4307,-0.2788,0.002
14.161,0.7095,0.4307,-0.2788,0.0019
14.211,0.7095,0.4307,-0.2788,0.0
14.261,0.7095,0.4307,-0.2788,0.0
14.311,0.7095,0.4307,-0.2788,0.0
14.361,0.7094,0.4307,-0.2787,0.0
14.411,0.7094,0.4307,-0.2787,0.0
14.461,0.7094,0.4307,-0.2787,0.0
14.511,0.7092,0.4307,-0.2785,0.0
14.561,0.7087,0.4307,-0.278,0.0
14.611,0.7086,0.4307,-0.2779,0.0
14.661,0.7083,0.4307,-0.2776,-0.002
14.711,0.7083,0.4307,-0.2776,-0.002
14.761,0.708,0.4307,-0.2773,-0.002
14.811,0.7077,0.4307,-0.277,-0.004
14.861,0.7074,0.4307,-0.2767,-0.006
14.911,0.7072,0.4307,-0.2765,-0.006
14.961,0.7072,0.4307,-0.2765,-0.006
15.011,0.7065,0.4307,-0.2758,-0.006
15.061,0.7062,0.4307,-0.2755,-0.006
15.111,0.7059,0.4307,-0.2752,-0.006
15.161,0.7054,0.4307,-0.2747,-0.006
15.211,0.7054,0.4307,-0.2747,-0.006
15.261,0.7052,0.4307,-0.2745,-0.006
15.311,0.7047,0.4307,-0.274,-0.006
15.361,0.7044,0.4307,-0.2737,-0.006
15.411,0.7043,0.4307,-0.2736,-0.006
15.461,0.7036,0.4307,-0.2729,-0.006
15.511,0.7031,0.4307,-0.2724,-0.006
15.561,0.703,0.4307,-0.2723,-0.006
15.611,0.7026,0.4307,-0.2719,-0.006
15.661,0.7025,0.4307,-0.2718,-0.006
15.711,0.7021,0.4307,-0.2714,-0.008
15.761,0.7017,0.4307,-0.271,-0.008
15.811,0.7012,0.4307,-0.2705,-0.008
15.861,0.7012,0.4307,-0.2705,-0.008
15.911,0.7009,0.4307,-0.2702,-0.008
15.961,0.7006,0.4307,-0.2699,-0.006
16.011,0.7005,0.4307,-0.2698,-0.006
16.063,0.7002,0.4307,-0.2695,-0.006
16.112,0.6999,0.4307,-0.2692,-0.006
16.162,0.6996,0.4307,-0.2689,-0.006
16.212,0.6995,0.4307,-0.2688,-0.006
16.262,0.6995,0.4307,-0.2688,-0.0058
16.312,0.6994,0.4307,-0.2687,-0.0058
16.362,0.6993,0.4307,-0.2686,-0.002
16.412,0.6993,0.4307,-0.2686,-0.002
16.462,0.6989,0.4307,-0.2682,-0.002
16.512,0.6989,0.4307,-0.2682,-0.002
16.562,0.6989,0.4307,-0.2682,-0.002
16.612,0.6989,0.4307,-0.2682,0.0
16.662,0.6988,0.4307,-0.2681,0.0
16.712,0.6988,0.4307,-0.2681,0.0
16.762,0.6988,0.4307,-0.2681,0.0
16.812,0.6988,0.4307,-0.2681,0.0
16.862,0.6988,0.4307,-0.2681,0.0
16.912,0.6988,0.4307,-0.2681,0.0
16.962,0.6989,0.4307,-0.2682,0.0
17.012,0.6989,0.4307,-0.2682,0.0
17.062,0.699,0.4307,-0.2683,0.0
17.112,0.699,0.4307,-0.2683,0.0
17.162,0.6991,0.4307,-0.2684,0.0
17.212,0.6991,0.4307,-0.2684,0.0
17.262,0.6996,0.4307,-0.2689,0.0
17.312,0.6996,0.4307,-0.2689,0.0
17.362,0.6997,0.4307,-0.269,0.002
17.412,0.6998,0.4307,-0.2691,0.002
17.462,0.7001,0.4307,-0.2694,0.002
17.512,0.7001,0.4307,-0.2694,0.002
17.562,0.7003,0.4307,-0.2696,0.002
17.612,0.7004,0.4307,-0.2697,0.002
17.662,0.7006,0.4307,-0.2699,0.002
17.712,0.7007,0.4307,-0.27,0.002
17.762,0.7007,0.4307,-0.27,0.002
17.812,0.7007,0.4307,-0.27,0.002
17.862,0.7007,0.4307,-0.27,0.002
17.912,0.7009,0.4307,-0.2702,0.002
17.962,0.7009,0.4307,-0.2702,0.002
18.012,0.7011,0.4307,-0.2704,0.002
18.064,0.7009,0.4307,-0.2702,0.0
18.113,0.7011,0.4307,-0.2704,0.0
18.163,0.7011,0.4307,-0.2704,0.0
18.213,0.7012,0.4307,-0.2705,0.0
18.263,0.7014,0.4307,-0.2707,0.002
18.313,0.7015,0.4307,-0.2708,0.002
18.363,0.7015,0.4307,-0.2708,0.002
18.413,0.7015,0.4307,-0.2708,0.002
18.463,0.7014,0.4307,-0.2707,0.0
18.513,0.7014,0.4307,-0.2707,0.0
18.563,0.7014,0.4307,-0.2707,0.0
18.613,0.7013,0.4307,-0.2706,0.0
18.663,0.7013,0.4307,-0.2706,0.0
18.713,0.7013,0.4307,-0.2706,0.0
18.763,0.7011,0.4307,-0.2704,0.0
18.813,0.7011,0.4307,-0.2704,0.0
18.863,0.7009,0.4307,-0.2702,0.0
18.913,0.7009,0.4307,-0.2702,0.0
18.963,0.7007,0.4307,-0.27,0.0
19.013,0.7007,0.4307,-0.27,0.0
19.063,0.7007,0.4307,-0.27,0.0
19.113,0.7006,0.4307,-0.2699,0.0
19.163,0.7006,0.4307,-0.2699,0.0
19.213,0.7003,0.4307,-0.2696,0.0
19.263,0.7002,0.4307,-0.2695,-0.002
19.313,0.7002,0.4307,-0.2695,0.0
19.363,0.7002,0.4307,-0.2695,0.0
19.413,0.7001,0.4307,-0.2694,0.0
19.463,0.7,0.4307,-0.2693,-0.002
19.513,0.6996,0.4307,-0.2689,-0.002
19.563,0.6996,0.4307,-0.2689,-0.002
19.613,0.6996,0.4307,-0.2689,-0.002
19.663,0.6996,0.4307,-0.2689,0.0
19.713,0.6995,0.4307,-0.2688,0.0
19.763,0.6995,0.4307,-0.2688,0.0
19.813,0.6995,0.4307,-0.2688,0.0
19.863,0.6995,0.4307,-0.2688,0.0
19.913,0.6995,0.4307,-0.2688,0.0
19.963,0.6995,0.4307,-0.2688,0.0
