time_s,actuator_mm,actuator_setpoint_mm,depth_filtered_m,depth_setpoint_m,motor_cmd
0.352,53.016,50.0,0.8317,0.6426,0.0
0.401,53.016,50.0,0.8317,0.6426,0.0
0.451,53.016,50.0,0.8312,0.6426,0.0
0.501,53.016,50.0,0.8312,0.6426,0.0
0.551,53.016,50.0,0.8311,0.6426,0.0
0.601,53.016,50.0,0.8311,0.6426,0.0
0.651,53.016,50.0,0.8311,0.6426,0.0
0.701,53.016,50.0,0.8311,0.6426,0.0
0.751,52.991,50.0,0.8311,0.6426,0.0
0.801,53.016,50.0,0.8311,0.6426,0.0
0.851,53.016,50.0,0.8311,0.6426,0.0
0.901,53.016,50.0,0.8311,0.6426,0.0
0.951,53.016,50.0,0.8311,0.6426,0.0
1.001,53.016,50.0,0.8312,0.6426,0.0
1.051,53.016,50.0,0.8311,0.6426,0.0
1.101,53.016,50.0,0.8311,0.6426,0.0
1.151,52.991,50.0,0.8311,0.6426,0.0
1.201,53.016,50.0,0.8311,0.6426,0.0
1.251,52.991,50.0,0.8312,0.6426,0.0
1.301,53.016,78.74081420898438,0.8312,0.6426,0.0
1.351,53.016,78.74081420898438,0.8312,0.6426,0.0
1.401,53.016,78.74081420898438,0.8311,0.6426,0.0
1.451,53.016,78.74081420898438,0.8312,0.6426,0.0
1.501,52.991,78.74081420898438,0.8312,0.6426,0.0
1.551,53.138,78.74081420898438,0.8311,0.6426,-8.188235294117646
1.606,52.723,78.74081420898438,0.8311,0.6426,-8.188235294117646
1.655,52.625,78.74081420898438,0.8311,0.6426,12.0
1.705,52.991,78.74081420898438,0.8311,0.6426,12.0
1.755,53.846,78.74081420898438,0.8311,0.6426,12.0
1.805,54.921,78.74081420898438,0.8311,0.6426,12.0
1.855,55.849,78.74081420898438,0.8311,0.6426,12.0
1.905,56.899,78.74081420898438,0.8311,0.6426,12.0
1.955,57.973,78.74081420898438,0.8311,0.6426,12.0
2.005,58.974,78.74081420898438,0.8311,0.6426,12.0
2.055,59.976,78.74081420898438,0.8311,0.6426,12.0
2.105,61.026,78.74081420898438,0.8312,0.6426,12.0
2.155,62.027,78.74081420898438,0.8312,0.6426,12.0
2.205,63.126,78.74081420898438,0.8312,0.6426,12.0
2.255,64.054,78.74081420898438,0.8312,0.6426,12.0
2.305,65.177,77.24081420898438,0.8312,0.6426,12.0
2.355,66.3,77.24081420898438,0.8312,0.6426,12.0
2.405,67.326,77.24081420898438,0.8312,0.6426,11.623529411764705
2.455,68.449,77.24081420898438,0.8312,0.6426,11.623529411764705
2.505,69.499,77.24081420898438,0.8314,0.6426,10.776470588235295
2.555,70.183,77.24081420898438,0.8314,0.6426,10.776470588235295
2.605,71.062,77.24081420898438,0.8314,0.6426,9.976470588235294
2.655,71.868,77.24081420898438,0.8314,0.6426,9.976470588235294
2.705,72.332,77.24081420898438,0.8316,0.6426,9.364705882352942
2.755,73.138,77.24081420898438,0.8317,0.6426,9.364705882352942
2.805,73.822,77.24081420898438,0.8318,0.6426,8.894117647058824
2.855,74.579,77.24081420898438,0.8318,0.6426,8.894117647058824
2.905,75.14,77.24081420898438,0.8319,0.6426,8.329411764705883
2.955,75.189,77.24081420898438,0.8319,0.6426,8.329411764705883
3.005,75.751,77.24081420898438,0.8322,0.6426,7.858823529411764
3.055,75.873,77.24081420898438,0.8323,0.6426,7.858823529411764
3.105,76.63,77.24081420898438,0.8326,0.6426,7.623529411764705
3.155,76.606,77.24081420898438,0.8327,0.6426,7.623529411764705
3.205,76.923,77.24081420898438,0.833,0.6426,7.294117647058823
3.255,77.216,77.24081420898438,0.833,0.6426,7.294117647058823
3.305,77.582,78.74081420898438,0.8331,0.6426,7.2
3.355,77.827,78.74081420898438,0.8331,0.6426,7.2
3.405,78.12,78.74081420898438,0.8331,0.6426,7.482352941176471
3.455,78.022,78.74081420898438,0.8333,0.6426,7.482352941176471
3.505,78.51,78.74081420898438,0.8334,0.6426,7.294117647058823
3.555,78.779,78.74081420898438,0.8334,0.6426,7.294117647058823
3.605,79.17,78.74081420898438,0.8336,0.6426,7.152941176470589
3.655,79.219,78.74081420898438,0.8336,0.6426,0.0
3.705,79.219,78.74081420898438,0.8336,0.6426,0.0
3.755,79.438,78.74081420898438,0.8341,0.6426,-7.247058823529412
3.805,79.17,78.74081420898438,0.8341,0.6426,-7.247058823529412
3.855,79.096,78.74081420898438,0.8341,0.6426,-7.341176470588235
3.905,78.852,78.74081420898438,0.8341,0.6426,-7.2
3.955,78.926,78.74081420898438,0.8342,0.6426,-7.2
4.005,78.095,78.74081420898438,0.8343,0.6426,-7.105882352941176
4.055,78.266,78.74081420898438,0.8343,0.6426,-7.105882352941176
4.105,77.998,78.74081420898438,0.8343,0.6426,7.294117647058823
4.155,77.9,78.74081420898438,0.8343,0.6426,7.247058823529412
4.205,78.168,78.74081420898438,0.8345,0.6426,7.247058823529412
4.255,78.608,78.74081420898438,0.8345,0.6426,7.3882352941176475
4.305,78.926,77.24081420898438,0.8347,0.6426,7.3882352941176475
4.355,78.901,77.24081420898438,0.8349,0.6426,7.105882352941176
4.405,79.316,77.24081420898438,0.8347,0.6426,-7.670588235294118
4.455,79.365,77.24081420898438,0.8347,0.6426,-7.670588235294118
4.505,78.974,77.24081420898438,0.8347,0.6426,-7.858823529411764
4.555,79.17,77.24081420898438,0.8347,0.6426,-7.858823529411764
4.605,78.462,77.24081420898438,0.8347,0.6426,-7.7176470588235295
4.655,78.022,77.24081420898438,0.8347,0.6426,-7.7176470588235295
4.705,78.193,77.24081420898438,0.8347,0.6426,-7.529411764705882
4.755,77.167,77.24081420898438,0.8347,0.6426,-7.529411764705882
