time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,1769,0,0.1055,1023.35,22.88,1,11.50
401,1770,0,0.1053,1023.33,22.94,1,11.50
451,1769,0,0.1055,1023.35,22.97,1,11.50
501,1770,0,0.1055,1023.35,23.00,1,11.50
551,1770,0,0.1052,1023.32,23.01,1,11.50
601,1769,0,0.1056,1023.36,23.02,1,11.50
651,1770,0,0.1054,1023.34,23.03,1,11.50
701,1769,0,0.1051,1023.31,23.04,1,11.50
751,1769,0,0.1053,1023.33,23.04,1,11.50
801,1769,0,0.1049,1023.29,23.04,1,11.50
851,1769,0,0.1050,1023.30,23.05,1,11.50
901,1770,0,0.1052,1023.32,23.05,1,11.50
951,1770,0,0.1053,1023.33,23.05,1,11.50
1001,1770,0,0.1051,1023.31,23.06,1,11.50
1051,1769,0,0.1053,1023.33,23.06,1,11.50
1101,1770,0,0.1053,1023.33,23.06,1,11.50
1151,1770,0,0.1054,1023.34,23.06,1,11.50
1201,1769,0,0.1054,1023.34,23.06,1,11.50
1251,1770,0,0.1055,1023.35,23.06,1,11.50
1301,1769,0,0.1052,1023.32,23.06,1,11.50
1351,1769,0,0.1052,1023.32,23.06,1,11.50
1401,1769,0,0.1051,1023.31,23.06,1,11.50
1451,1769,0,0.1056,1023.36,23.06,1,11.50
1501,1770,0,0.1051,1023.31,23.06,1,11.50
1551,1768,0,0.1055,1023.35,23.07,1,11.50
1601,1769,0,0.1051,1023.31,23.06,1,11.50
1651,1770,0,0.1054,1023.34,23.07,1,11.50
1701,1769,0,0.1051,1023.31,23.07,1,11.50
1756,1770,204,0.1050,1023.30,23.05,1,11.50
1811,1782,204,0.1053,1023.33,23.05,1,11.50
1860,1814,226,0.1053,1023.33,23.06,1,11.50
1910,1855,223,0.1053,1023.33,23.06,1,11.50
1960,1879,223,0.1054,1023.34,23.06,1,11.50
2010,1909,209,0.1055,1023.35,23.07,1,11.50
2060,1920,209,0.1051,1023.31,23.06,1,11.50
2110,1965,198,0.1051,1023.31,23.06,1,11.50
2160,1974,198,0.1050,1023.30,23.06,1,11.50
2210,1994,187,0.1054,1023.34,23.07,1,11.50
2260,2010,187,0.1049,1023.29,23.06,1,11.50
2310,2036,182,0.1048,1023.28,23.06,1,11.50
2360,2038,182,0.1048,1023.28,23.07,1,11.50
2410,2067,186,0.1047,1023.27,23.07,1,11.50
2460,2080,186,0.1045,1023.25,23.06,1,11.50
2510,2092,180,0.1050,1023.30,23.07,1,11.50
2560,2105,180,0.1048,1023.28,23.06,1,11.50
2610,2125,175,0.1050,1023.30,23.06,1,11.50
2660,2140,172,0.1046,1023.26,23.07,1,11.50
2710,2144,172,0.1046,1023.26,23.06,1,11.50
2760,2156,165,0.1047,1023.27,23.07,1,11.50
2810,2176,165,0.1045,1023.25,23.07,1,11.50
2860,2177,162,0.1046,1023.26,23.07,1,11.50
2910,2182,162,0.1045,1023.25,23.07,1,11.50
2960,2187,158,0.1047,1023.27,23.07,1,11.50
3010,2194,158,0.1042,1023.22,23.06,1,11.50
3060,2199,156,0.1041,1023.21,23.07,1,11.50
3110,2210,156,0.1042,1023.22,23.07,1,11.50
3160,2218,154,0.1041,1023.21,23.07,1,11.50
3210,2209,154,0.1045,1023.25,23.07,1,11.50
3260,2220,0,0.1040,1023.20,23.07,1,11.50
3310,2221,0,0.1038,1023.18,23.07,1,11.50
3360,2220,0,0.1042,1023.22,23.07,1,11.50
3410,2227,161,0.1040,1023.20,23.06,1,11.50
3460,2233,161,0.1041,1023.21,23.07,1,11.50
3510,2235,160,0.1046,1023.26,23.07,1,11.50
3560,2248,160,0.1047,1023.27,23.07,1,11.50
3610,2251,159,0.1049,1023.29,23.07,1,11.50
3660,2266,159,0.1054,1023.34,23.07,1,11.50
3710,2273,156,0.1056,1023.36,23.07,1,11.50
3760,2268,156,0.1061,1023.40,23.07,1,11.50
3810,2279,151,0.1068,1023.47,23.07,1,11.50
3860,2283,151,0.1078,1023.57,23.07,1,11.50
3910,2288,0,0.1081,1023.60,23.07,1,11.50
3960,2288,0,0.1089,1023.68,23.07,1,11.50
4010,2295,-152,0.1096,1023.75,23.07,1,11.50
4060,2302,-152,0.1108,1023.87,23.07,1,11.50
4110,2286,-153,0.1119,1023.97,23.07,1,11.50
4160,2270,-154,0.1136,1024.14,23.07,1,11.50
4210,2279,-154,0.1150,1024.28,23.07,1,11.50
4260,2233,152,0.1166,1024.43,23.07,1,11.50
4310,2258,152,0.1182,1024.59,23.07,1,11.50
4360,2269,159,0.1203,1024.80,23.07,1,11.50
4410,2278,159,0.1230,1025.06,23.07,1,11.50
