time_s,actuator_mm,actuator_setpoint_mm,depth_filtered_m,depth_setpoint_m,motor_cmd
0.352,45.91,50.0,0.7694,0.4502,0.0
0.401,45.91,50.0,0.7694,0.4502,0.0
0.451,45.91,50.0,0.7694,0.4502,0.0
0.501,45.91,50.0,0.7694,0.4502,0.0
0.551,45.885,50.0,0.7694,0.4502,0.0
0.601,45.91,50.0,0.7694,0.4502,0.0
0.651,45.91,50.0,0.7694,0.4502,0.0
0.701,45.91,50.0,0.7694,0.4502,0.0
0.751,45.885,50.0,0.7694,0.4502,0.0
0.801,45.91,50.0,0.7694,0.4502,0.0
0.851,45.91,50.0,0.7694,0.4502,0.0
0.901,45.91,50.0,0.7694,0.4502,0.0
0.951,45.934,50.0,0.7694,0.4502,0.0
1.001,45.91,50.0,0.7696,0.4502,0.0
1.051,45.91,50.0,0.7696,0.4502,0.0
1.101,45.91,50.0,0.7696,0.4502,0.0
1.151,45.91,50.0,0.7696,0.4502,0.0
1.201,45.934,50.0,0.7696,0.4502,0.0
1.251,45.91,50.0,0.7697,0.4502,0.0
1.301,45.91,94.27252197265625,0.7697,0.4502,0.0
1.351,45.91,94.27252197265625,0.7698,0.4502,0.0
1.401,46.007,94.27252197265625,0.7698,0.4502,8.611764705882353
1.451,45.958,94.27252197265625,0.7698,0.4502,12.0
1.501,46.74,94.27252197265625,0.7698,0.4502,12.0
1.551,47.668,94.27252197265625,0.7698,0.4502,12.0
1.601,48.694,94.27252197265625,0.7698,0.4502,12.0
1.651,49.744,94.27252197265625,0.7698,0.4502,12.0
1.701,50.769,94.27252197265625,0.7698,0.4502,12.0
1.751,51.77,94.27252197265625,0.7699,0.4502,12.0
1.801,52.65,94.27252197265625,0.7699,0.4502,12.0
1.851,53.651,94.27252197265625,0.7698,0.4502,12.0
1.901,54.31,94.27252197265625,0.7699,0.4502,12.0
1.951,55.604,94.27252197265625,0.7699,0.4502,12.0
2.001,56.606,94.27252197265625,0.7698,0.4502,12.0
2.051,57.68,94.27252197265625,0.7698,0.4502,12.0
2.101,58.584,94.27252197265625,0.7697,0.4502,12.0
2.151,59.658,94.27252197265625,0.7696,0.4502,12.0
2.201,60.684,94.27252197265625,0.7696,0.4502,12.0
2.251,61.709,94.27252197265625,0.7696,0.4502,12.0
2.301,62.711,95.77251434326172,0.7695,0.4502,12.0
2.351,63.663,95.77251434326172,0.7691,0.4502,12.0
2.401,64.762,95.77251434326172,0.769,0.4502,12.0
2.451,65.836,95.77251434326172,0.7687,0.4502,12.0
2.501,66.813,95.77251434326172,0.7681,0.4502,12.0
2.551,67.839,95.77251434326172,0.7678,0.4502,12.0
2.601,68.864,95.77251434326172,0.7678,0.4502,12.0
2.651,69.866,95.77251434326172,0.7673,0.4502,12.0
2.701,70.891,95.77251434326172,0.7667,0.4502,12.0
2.751,71.77,95.77251434326172,0.7662,0.4502,12.0
2.801,72.894,95.77251434326172,0.766,0.4502,12.0
2.851,73.773,95.77251434326172,0.7657,0.4502,12.0
2.901,74.872,95.77251434326172,0.7656,0.4502,12.0
2.951,75.873,95.77251434326172,0.7656,0.4502,12.0
3.001,76.874,95.77251434326172,0.7656,0.4502,12.0
3.051,77.973,95.77251434326172,0.7656,0.4502,12.0
3.101,78.852,95.77251434326172,0.7656,0.4502,12.0
3.151,79.976,95.77251434326172,0.7656,0.4502,12.0
3.201,81.099,95.77251434326172,0.7657,0.4502,12.0
3.251,82.149,95.77251434326172,0.7657,0.4502,12.0
3.301,83.199,94.27252197265625,0.7665,0.4502,12.0
3.351,84.322,94.27252197265625,0.767,0.4502,12.0
3.401,85.592,94.27252197265625,0.7681,0.4502,12.0
3.451,86.545,94.27252197265625,0.7697,0.4502,10.823529411764707
3.501,87.839,94.27252197265625,0.7711,0.4502,10.823529411764707
3.551,87.302,94.27252197265625,0.7749,0.4502,9.976470588235294
3.601,89.573,94.27252197265625,0.7805,0.4502,9.976470588235294
3.651,90.159,94.27252197265625,0.7875,0.4502,9.694117647058823
3.701,91.013,94.27252197265625,0.7927,0.4502,9.694117647058823
3.751,91.575,94.27252197265625,0.7988,0.4502,8.611764705882353
