time_s,actuator_mm,actuator_setpoint_mm,depth_filtered_m,depth_setpoint_m,motor_cmd
0.351,69.67,49.403310899996804,0.7689,0.5,0.0
0.4,69.646,49.403310899996804,0.7693,0.5,0.0
0.45,69.646,49.37803430000144,0.7689,0.5,-8.611764705882353
0.5,69.377,49.3613625,0.7689,0.5,-8.611764705882353
0.55,68.962,49.3613625,0.7689,0.5,-8.75294117647059
0.6,68.62,49.33608589999681,0.7689,0.5,-8.8
0.65,68.181,49.33608589999681,0.7689,0.5,-8.8
0.7,68.01,49.305280751064295,0.769,0.5,-8.941176470588236
0.75,67.375,49.30219261612834,0.7689,0.5,-8.941176470588236
0.8,66.52,49.30219261612834,0.7689,0.5,-9.035294117647059
0.85,66.496,49.268851499996806,0.7689,0.5,-9.08235294117647
0.9,65.592,49.268851499996806,0.7689,0.5,-9.08235294117647
0.95,65.397,49.24357490000144,0.7689,0.5,-9.176470588235293
1.0,65.031,49.218632383871665,0.769,0.5,-9.176470588235293
1.05,64.42,49.218632383871665,0.7689,0.5,-9.270588235294118
1.1,64.908,49.2069394489323,0.7689,0.5,-9.270588235294118
1.15,63.492,49.2069394489323,0.7688,0.5,-9.31764705882353
1.2,62.369,49.18187224893858,0.7688,0.5,-9.505882352941176
1.25,61.978,49.159887499999996,0.7688,0.5,-9.505882352941176
1.3,61.783,49.159887499999996,0.7688,0.5,-9.364705882352942
1.35,61.294,49.13462029999681,0.7688,0.5,-9.458823529411765
1.4,60.708,49.13462029999681,0.7688,0.5,-9.458823529411765
1.45,59.902,49.10935310000144,0.7688,0.5,-9.505882352941176
1.5,59.17,49.0926875,0.7688,0.5,-9.505882352941176
1.55,58.73,49.0926875,0.7688,0.5,-9.505882352941176
1.6,58.51,49.072948848932306,0.7687,0.5,-9.505882352941176
1.65,58.022,49.072948848932306,0.7687,0.5,-9.505882352941176
1.7,57.705,49.04237190000144,0.7687,0.5,-9.552941176470588
1.75,56.532,49.0257125,0.7687,0.5,-9.552941176470588
1.8,56.41,49.0257125,0.7688,0.5,-9.6
1.85,55.873,48.99492615106131,0.7688,0.5,-9.552941176470588
1.9,55.336,48.99492615106131,0.7687,0.5,-9.552941176470588
1.95,54.896,48.98050664893858,0.7687,0.5,-9.6
2.0,54.628,48.94198666774333,0.7689,0.5,-9.6
2.05,53.993,48.94198666774333,0.7689,0.5,-9.552941176470588
2.1,52.943,48.932839099996805,0.7689,0.5,-9.6
2.15,53.04,48.932839099996805,0.7689,0.5,-9.6
2.2,52.405,48.90756250000144,0.7689,0.5,-9.505882352941176
2.25,51.77,48.88261998387166,0.769,0.5,-9.505882352941176
2.3,51.502,48.88261998387166,0.7691,0.5,-9.552941176470588
2.35,50.842,48.859869951061306,0.7691,0.5,-9.505882352941176
2.4,49.646,48.859869951061306,0.7692,0.5,-9.505882352941176
2.45,49.719,48.8343651510643,0.7692,0.5,-9.458823529411765
2.5,49.377,48.79818175161499,0.7695,0.5,-9.458823529411765
2.55,48.645,48.79818175161499,0.7695,0.5,-9.411764705882353
2.6,48.962,48.7970422999968,0.7695,0.5,-9.411764705882353
2.65,47.595,48.7970422999968,0.7696,0.5,-9.364705882352942
2.7,47.228,48.7661807510643,0.7696,0.5,-9.364705882352942
2.75,46.789,48.74651398387165,0.7697,0.5,-9.270588235294118
2.8,46.154,48.74651398387165,0.7698,0.5,-9.270588235294118
2.85,45.275,48.7236981510613,0.7698,0.5,-9.223529411764705
2.9,45.104,48.7236981510613,0.7698,0.5,-9.223529411764705
2.95,44.786,48.70365610000144,0.7698,0.5,-9.08235294117647
3.0,44.225,48.6869285,0.7698,0.5,-9.08235294117647
3.05,43.858,48.6869285,0.77,0.5,-9.08235294117647
3.1,43.492,48.650510202125794,0.77,0.5,-8.988235294117647
3.15,42.833,48.650510202125794,0.7698,0.5,-8.988235294117647
3.2,41.783,48.646825597875726,0.7698,0.5,-8.941176470588236
3.25,41.783,48.61945969999999,0.7698,0.5,-8.941176470588236
3.3,41.514,48.61945969999999,0.7698,0.5,-8.75294117647059
3.35,41.587,48.60515559786779,0.7696,0.5,-8.75294117647059
3.4,40.83,48.60515559786779,0.7695,0.5,-8.75294117647059
3.45,40.464,48.57470344893858,0.7695,0.5,-8.705882352941176
3.5,40.171,48.56094601612833,0.7694,0.5,-8.705882352941176
3.55,39.805,48.56094601612833,0.7693,0.5,-8.564705882352941
3.6,39.096,48.533086448932295,0.7693,0.5,-8.51764705882353
3.65,39.17,48.533086448932295,0.7692,0.5,-8.51764705882353
3.7,38.95,48.50798164893858,0.7692,0.5,-8.329411764705883
3.75,38.51,48.502513532256664,0.769,0.5,-8.329411764705883
3.8,37.9,48.502513532256664,0.7688,0.5,-8.282352941176471
3.85,38.046,48.5053268914808,0.7682,0.5,-8.188235294117646
3.9,37.753,48.5053268914808,0.768,0.5,-8.188235294117646
3.95,37.387,48.48179129149858,0.7674,0.5,-8.094117647058823
4.0,37.143,48.455742164513325,0.767,0.5,-8.094117647058823
4.05,37.094,48.455742164513325,0.7664,0.5,-7.952941176470588
4.1,36.728,48.46472868722281,0.7658,0.5,-7.905882352941177
4.15,36.532,48.46472868722281,0.7655,0.5,-7.905882352941177
4.2,35.824,48.45884193405856,0.7643,0.5,-7.764705882352941
4.25,36.19,48.41229239676998,0.7637,0.5,-7.764705882352941
4.3,35.946,48.41229239676998,0.7633,0.5,-7.623529411764705
4.35,36.142,48.43863138083583,0.7619,0.5,-7.623529411764705
4.4,35.775,48.43863138083583,0.7611,0.5,-7.623529411764705
4.45,35.482,48.39566778512139,0.7605,0.5,-7.482352941176471
4.5,35.604,48.520087319336696,0.7579,0.5,-7.482352941176471
4.55,35.336,48.520087319336696,0.7579,0.5,-7.341176470588235
4.6,34.823,48.363566985093904,0.7565,0.5,-7.294117647058823
4.65,35.092,48.363566985093904,0.7547,0.5,-7.294117647058823
